# Grange file: GRDOCKET,source: winemaking.xlsm/GRD,downloaded: 2019-11-28
Field Name,Type,Field No,Field Definition,Conversion Code,Column Heading,Output Format,Depth,Assoc,DESC,Key,Examples,Comment
JK.WINERY.CODE,I,,"TRANS(GRAPERECPT,MDOCKET,CRUSHER,'X');TRANS(CRUSHPIT,@,PITWINERY,'X');FIELD(@,@VM,1)",,JK.PIT WINERY,2L,S,,,,,
LENVAR,I,,LEN(VARIETY),MD00P,LEN VARIETY,8R,S,,LENGTH OF VARIETY FIELD,,,
MACTIV,I,,"TRANS(OPSMOVE,@ID,MACTIV,'X')",,CHIT ACTIV.,1L,S,,,,,
MACTIV.GLOBAL,I,,"SUBR(SUBR.PENBW:'PBWI1170',WINERY.CODE:'*' ,@ID,1)",,MACTIV,1L,S,,OPSMOVE MACTIV accessed globally,,,
MADATE,I,,"TRANS(OPSMOVE,@ID,MADATE,'X')",D2/,ACTUAL C/NOTE DATE,8R,S,,Date actual action started,,,
MADATE.GLOBAL,I,,"SUBR(SUBR.PENBW:'PBWI1170',WINERY.CODE:'*' ,@ID,4)",D2/,MADATE,8R,S,,OPSMOVE MADATE accessed globally,,,
MCNOTE10,I,,"MCNOTE[1,10]",,Chit Number,10L,S,,"First 10 char of MCNOTE, ie the CHIT number as opposed to the OPSMOVE number which has -nn on the end.",,,
MDOCKET.HIST,I,,"SUBR('!CATS',MDOCKET,REUSE('*':VINTAGE[2]))",,G/RECPT DOCKETS HIST,12L,M,DOCKET.QTY,GRAPERECPT.HIST KEY,,,
NAME,I,,"TRANS(DEF.SYS.USERS,AUD.USER,'NAME','X')",,Name,23L,,,User name,,,
NMDOCKET,I,,"IF MDOCKET THEN 1+COUNT(MDOCKET,@VM) ELSE 0",,No W/N,6R,,,Count number of weighnotes/crush note,,,
OPS.TONS,I,,"TRANS(OPSMOVE,@ID,MFBLEND,'X')",MD10P,OPS TONS,10R,M,,,,,
OPS.VAR,I,,"TRANS(OPSMOVE,@ID,MFTANK,'X')",,OPS VAR,5T,M,,,,,
SLOTNUM,I,,"TRANS(GRAPERECPT,MDOCKET,SLOTNUM,'X')",,Crush Slot,4R,M,DOCKET.QTY,crush slot number,,,
TBLEND,I,,"TRANS(OPSMOVE,MCNOTE,MTBLEND,'X')",,TO BLEND,12R,M,TO.TANKS,To Tanks Volume,,,
THIS.WINERY.CODE,I,,"SUBR(""*PBWI471"")",,This Winery Code,2L,S,,,,,
TOT.TVOLM,I,,"TRANS(OPSMOVE,MCNOTE,MTVOL,'X');TRANS(OPSMOVE,MCNOTE,MTVOLA,'X');@-@1;SUM(@)",MD10P,VOL MOVED,10R,S,,To Tanks Volume,,,
TOT.VPSTONNES,I,,SUM(VPSTONNES),MD20P,TOTAL VPS TONNES,8R,S,,Total Var/Price/Source Tonnes,,,
TOT.YIELD,I,,"TRANS(OPSMOVE,MCNOTE,MTVOL,'X');TRANS(OPSMOVE,MCNOTE,MTVOLA,'X');@-@1;SUM(@);IF TOTALQTY THEN @/TOTALQTY ELSE 0",MD10P,TOTAL YIELD,6R,S,,Total Yield Saved as TVOLM.O1 before W402040005,,,
TOT.YIELD.O1,I,,"TRANS(OPSMOVE,MCNOTE,MACTIV,'X'); IF @1 = 'A' AND TOTALQTY THEN (SUM(TRANS(OPSMOVE,MCNOTE,MTVOLA,'X')) - SUM(TRANS(OPSMOVE,MCNOTE,MTVOL,'X')))/TOTALQTY  ELSE 0",MD10P,TOTAL YIELD,6R,S,,Total Yield,,,
TTANKS,I,,"TRANS(OPSMOVE,MCNOTE,MTTANK,'X')",,TO TANKS,5T,M,TO.TANKS,,,,
TVOLM,I,,"TRANS(OPSMOVE,MCNOTE,@RECORD,'X');RAISE(@1); IF FIELD(@2,@FM,1) = 'A' THEN SUM(FIELD(@2,@FM,58)) - SUM(FIELD(@2,@FM,17)) ELSE 0",MD10P,VOL MOVED,10R,M,TO.TANKS,To Tanks Volume Saved as TVOLM.O1 before W402040005,,,
TVOLM.O1,I,,"TRANS(OPSMOVE,MCNOTE,MTVOL,'X');TRANS(OPSMOVE,MCNOTE,MTVOLA,'X');@-@1",MD10P,VOL MOVED,10R,M,TO.TANKS,To Tanks Volume,,,
TYIELD,I,,"TRANS(OPSMOVE,MCNOTE,MACTIV,'X'); IF @1 = 'A' AND TOTALQTY THEN (TRANS(OPSMOVE,MCNOTE,MTVOLA,'X')- TRANS(OPSMOVE,MCNOTE,MTVOL,'X'))/REUSE(TOTALQTY) ELSE 0",MD10P,TANK YIELD,6R,M,TO.TANKS,Tank Yield Saved as TVOLM.O1 before W402040005,,,
TYIELD.O1,I,,"TRANS(OPSMOVE,MCNOTE,MTVOL,'X');TRANS(OPSMOVE,MCNOTE,MTVOLA,'X');@-@1;IF TOTALQTY THEN @/REUSE(TOTALQTY) ELSE 0",MD10P,TANK YIELD,6R,M,TO.TANKS,Tank Yield,,,
VOL.PRODUCED,I,,"SUBR(SUBR.PENBW:'PBWI1170',WINERY.CODE:'*' ,@ID,87);SUM(@1)",MD10P,Volume Produced,10R,S,,Total volume produced from crushnote,,,
XREF.NOTE,I,,"TRANS(I.GRDOCKET,MDOCKET,MCNOTE,'X')",,XREF NOTE,9L,M,DOCKET.QTY,To I.GRDOCKET crush note number,,,
XREF.NOTE10,I,,"TRANS(I.GRDOCKET,MDOCKET,MCNOTE,'X') ;SUBR('!SUBSTRINGS',@,1,10)",,Xref Chit,10L,M,DOCKET.QTY,To I.GRDOCKET crush note number. Return only CHIT id part.,,,
YIELD.HLT,I,,"SUBR(SUBR.PENBW:'PBWI1170',WINERY.CODE:'*' ,@ID,87);SUM(@1); IF TOTALQTY THEN @2/TOTALQTY ELSE 0; IF @3 <  650 OR @3 > 800 THEN '<>' ELSE ''",,Yield Outside Reasonable,2L,S,,Highlight Total crushnote yield if outside reasonable range.,,,
YIELD.PRODUCED,I,,"SUBR(SUBR.PENBW:'PBWI1170',WINERY.CODE:'*' ,@ID,87);SUM(@1); IF TOTALQTY THEN @2/TOTALQTY ELSE 0",MD10P,Yield Produced,10R,S,,Total crushnote yield,,,
*,PH,,ID.SUP MCNOTE MDOCKET MGRQTY SOURCE SRQTY VARIETY VARQTY VARSOURCE VSQTY TOTALQTY UPDATE VARPRSRCE VPSTONNES CART.PAYMENT HIST.KEY WINERY.CODE VINTAGE,,,,,,List all fields,,,
@ENTRO,PH,,@ID MDOCKET MGRQTY SOURCE SRQTY VARIETY VARQTY VARSOURCE VSQTY TOTALQTY UPDATE,,,,,,FOR ENTRO DEFAULT FIELD LIST CREATED 14:40:35 28 NOV 1984,,,
DOCKET.QTY,PH,,BY @ID BREAK.ON @ID MDOCKET DOC.AREA DOC.VAR TOTAL MGRQTY ID.SUP,,,,,,Grape Receipt Docket & Tonnage Association,,,
SOURCE.QTY,PH,,SOURCE SRQTY,,,,,,Source Area & Tonnage Association,,,
TO.TANKS,PH,,TTANKS TOTAL TVOLM TYIELD TBLEND,,,,,,,,,
VARIETY.QTY,PH,,VARIETY VARQTY,,,,,,Variety & Tonnage Association,,,
VARSOURCE.QTY,PH,,VARSOURCE VSQTY,,,,,,Variety/Source & Tonnage Association,,,
