# Grange file: DP,source: winemaking.xlsm/DP,downloaded: 2019-11-28
Field Name,Type,Field No,Field Definition,Conversion Code,Column Heading,Output Format,Depth,Assoc,DESC,Key,Examples,Comment
MTANK.VOLUME,I,,"TRANS(MTANK,'SW*':@ID,TDIP,'X')",MD00P,Tank Volume,10R,,,Tank master volume,,,
NUM.CASKS,I,,"SUBR(SUBR.PENBW:'PBWI983',INUSE,INUSE)",,Cask No,5R,M,DPMV,Cask No.,,,
PRODNO,I,,IF MTANK.BLEND = 'MT' THEN '' ELSE ITEM.PREF:MTANK.BLEND,,Fin Prod Number,14L,S,,,,,
QTY,I,,"SUBR(""*CONVERTS"",INUSE,""*"",1)",,Qty,5R,M,DPMV,Qty of hogsheads,,,
SF.TOTAL.VOLUME,I,,QTY*AVGVOL;SUM(@),MD00P,Total Volume,10R,,,Total Seppeltsfield volume,,,
SF.VOLUME,I,,QTY*AVGVOL,MD00P,Volume,10R,M,DPMV,,,,
SORT.CODE,I,,"FIELD(@ID,'/',1);IF LEN(@) GE 8 THEN @[5,3] ELSE @[4,3];IF @ = 'CHR' OR @ = 'SAB' THEN 1 ELSE IF @ = 'AOT' THEN 2 ELSE IF @ = 'CAS' THEN 3 ELSE 4",,Sort Code,1L,S,,G/W SORT CODE,,,
STACK,I,,"CONVERT(@SM,'*',STORESTACK);SUBR('!FIELDS',@,'*',2,1)",,Stack,3R,M,DPMV,,,,
STORE,I,,"CONVERT(@SM,'*',STORESTACK);SUBR('!FIELDS',@,'*',1,1)",,Barrel,3R,M,DPMV,,,,
STORE.CONV,I,,"CONVERT(@SM,'*',STORESTACK);SUBR('!FIELDS',@,'*',1,1)",,Barrel/ Stack,7R,M,DPMV,Store : @SV : Stack,,,
STORE.STACK,I,,"STORESTACK ; CONVERT(@SM,'*',@)",,,10L,M,SS,,,,
STORESTACK.DP,I,,"SUBR('!IFS',INUSE,STORESTACK,'')",,Barrel/ Stack,7R,M,DPMV,Store : @SV : Stack,,,
STORESTACK.INUSE,I,,"SUBR(SUBR.PENBW:'PBWI983',INUSE,STORESTACK)",,Barrel/ Stack,7R,M,DPMV,Store : @SV : Stack,,,
STORESTACK.TW,I,,"SUBR('!ADDS',INUSE,REUSE(0)); SUBR('!IFS',@1,STORESTACK,'')",,Barrel/ Stack,7R,M,DPMV,Store : @SV : Stack,,,
TANK.ID,I,,"'SW*':BLEND:'/':BATCH;TRANS(MTANK,@,@ID,'X')",,TANK NO,6T,S,,,,,
TOT.VOLUME,I,,SUM(VOLUME),MD10P,Total Vol,12R,S,,Total Volume,,,
VARIETY,I,,"FIELD(@ID,'/',1);IF LEN(@) GE 8 THEN @[5,3] ELSE  @[4,3]",,Variety,12L,S,,Variety code,,,
VINTAGE,I,,"@ID[2,2]",,Yr,2R,S,,Vintage,,,
VOL.DIFF,I,,"TRANS(MTANK,'SW*':@ID,TDIP,'X');QTY*AVGVOL;SUM(@);ABS(@1-@)",MD00P,Volume Diff,10R,,,Volume difference,,,
VOL.DIFF.OLD,I,,"TRANS(MTANK,'SW':@ID,TDIP,'X');QTY*AVGVOL;SUM(@);ABS(@1-@)",MD00P,Volume Diff,10R,,,Volume difference,,,
WINE.TYPE,I,,"@ID[3,3]",,Wine,3L,S,,Wine type,,,
WTYPE,I,,"CONVERT(@SM,'*',STORESTACK);SUBR('!FIELDS',@,'*',1,1)",,Barrel,10L,M,DPMV,,,,
@ENTRO,PH,,GRPNO     STORESTACK  INUSE CASKNO DIWOOD  LASTOA VOLUME AVGVOL,,,,,,FOR ENTRO DEFAULT FIELD LIST CREATED 18:41:16 19 NOV 1984,,,
DPMV,PH,,STORESTACK INUSE CASKNO LASTOA VOLUME AVGVOL DIWOOD QTY SF.VOLUME,,,,,,Cask Association,,,
JK.LIST,PH,,JK.STST INUSE CASKNO VOLUME AVGVOL DIWOOD,,,,,,Cask Association,,,
STMV,PH,,STACK STORE,,,,,,Cask Association,,,
