# Grange file: MGROWER,source: grange.xlsx/MGROWER,downloaded: 2024-09-03
Field Name,Type,Field No,Field Definition,Conversion Code,Column Heading,Output Format,Depth,Assoc,DESC,Key,Examples,Comment
VINT.CONT.FAX,D,66,,,Vintage Contact Fax No,12L,M,VINT.CONT,Vintage Contact Fax Number,,,
CONTACT.MOBILE,D,67,,,Contact Mobile,12L,M,VINT.CONT,Contact Mobile,,,
VINT.CONT.MOBILE,D,67,,,Vintage Contact Mobile No,12L,M,VINT.CONT,Vintage Contact Mobile Number,,,
CONTACT.EMAIL,D,68,,MC,Contact Email,50L,S,VINT.CONT,Contact Email,,,
VINT.CONT.EMAIL,D,68,,MC,Vintage Contact Email,50L,M,VINT.CONT,Vintage Contact Email Address,,,
AGSMART.FLAG,D,69,,FLAG,Agsmart,1L,S,,Agsmart Grower Flag,,,
CARRIER.NAME,D,70,,,Carrier Name,30L,S,,Main Carrier used by Account. (Does not have to be registered).,,,
GROWERS.OWN.DET,D,70,,MC,Carrier Name,30L,M,GODET,Grower's own carrier details  (not registered),,,
CARRIER.PHONE,D,71,,,Carrier Phone,12L,S,,Contact number of main Carrier used by Account. (Carrier might not,,,
HARVESTER.NAME,D,72,,,Harvester Name,50L,S,,Main Harvester used by Account.,,,
HARVESTER.PHONE,D,73,,,Harvester Phone,12L,S,,Contact number of main Harvester used by Account.,,,
GLO.LOGNAME,D,74,,,GLO Logname,8L,S,,Logname of Grower Liaison Officer responsible for this Account.,,,
SUBACCOUNT,D,75,,,Sub,6L,M,SUB-ACC,Sub Account of Main Account. Used for splitting payments.,,,
SUBACCOUNT.%,D,76,,,Sub,6L,M,SUB-ACC,Percentage of payment to go to Sub Account.,,,
SUBACCOUNT.RELN,D,77,,,Sub,25L,M,SUB-ACC,Relationship of Sub Account to main Account.,,,
BANK.VER,D,78,,,Bank,1L,S,,Flag 'Y' is bank details have been verified.,,,
CNTRCT.NO,D,79,,,Contract,6L,S,,Contract Number,,,
ABN,D,80,,,ABN,11L,S,,ABN,,,
GST.REG,D,81,,FLAG,GST,1L,S,,Is vendor GST registered?,,,
ORACLE.VENDOR,D,82,,,,10R,S,,Oracle based vendor number,,,
ORACLE.SITE,D,83,,,,10R,S,,Oracle based vendor site Id,,,
WIM.VINEYARD,D,84,,,WIM,6L,M,VINEYARD,WIM vineyard code,,,
VENDOR.ACTIVE,D,85,,,,1L,S,,Set to 'N' if the Oracle vendor record has been de-activated,,,
VENDOR.NAME,D,86,,,,30L,S,,Oracle vendor name,,,
SITE.NAME,D,87,,,,15L,S,,Oracle site name,,,
ORACLE.VNO,D,88,,,,10R,S,,Oracle Vendor number,,,
WIM.GWR.ABNO,D,89,,,WIM,6R,S,,WIM grower address book number,,,
WIM.VYRD.ABNO,D,90,,,WIM,6R,M,VINEYARD,WIM Vineyard address book number,,,
WIM.VC.ABNO,D,91,,,WIM,6R,S,,WIM vintage contacts address book number,,,
WIM.SAME.AS,D,92,,,Same as,6L,S,,The @ID grower is actually the same person as this grower. This,,,
WIM.DATA.TYPE,D,93,,,,2L,M,WIM.DATA,,,,
WIM.DATA,D,94,,,,30L,M,WIM.DATA,,,,
ACCOUNT.VYARD,D,95,,,Account for,6L,S,,If this record is for a WIM vineyard then this is the grange account,,,
AGCODE.ACCOUNT,D,96,,FLAG,AgCode,1L,S,,Y/'' if the account is interfaced to AgCode,,,
PAM.INTERFACED,D,96,,,PAM,1L,S,,Y/'' if the account is interfaced to PAM AusVit,,,
FRESH.CERT.NUMBER,D,97,,,Freshcare,12L,S,,Freshcare Certification Number,,,
FRESH.CERT.EXP.DATE,D,98,,D2/,Freshcare Cert,8R,S,,Freshcare Certification Expiry Date,,,
FRESH.CERT.EXP.DATE.E,D,98,,D4/E,Freshcare Cert,10R,S,,Freshcare Certification Expiry Date,,,
ENT.MEM.NUMBER,D,99,,,EntWine,12L,S,,EntWine Membership Number,,,
SWA.MEM.NUMBER,D,99,,NC,SWA,5R,S,,Sustainable Winegrowing Australia Membership Number,,,
ENT.MEM.EXP.DATE,D,100,,D4/,Not Used,10R,S,,EntWine Membership Expiry Date - Not Used,,,
ENT.MEM.STATUS,D,101,,,EntWine Member,1L,S,,EntWine Membership Status,,,
JDEG.SUPPLIER,D,102,,,,7R,S,,JDEG Supplier code,,,
ABTICKER,D,103,,,,10L,S,,@ID of JDEG supplier file,,,
ENT.MEM.DEDUCT,D,104,,FLAG,EntWine,1L,S,,TWE to deduct EntWine Membership (Y/N),,,
ENT.COMMENTS,D,105,,MC,EntWine,30L,M,,EntWine Comments - not MV for Grange 2020,,,
SWA.COMMENTS,D,105,,WPNH,SWA Comments,30L,,,Sustainable Winegrowing Australia Comments,,,
ENT.MULT.ACCOUNTS,D,106,,FLAG,Multiple,1L,S,,Multiple Accounts Y/N,,,
VINEYARD.NAME,D,107,,MC,Vineyard Name,40L,S,,Name of Vineyard,,,
CONT1.POSITION,D,108,,MC,Contact 1 Position,45L,S,,Contact 1 Position,,,
CONT2.POSITION,D,109,,MC,Contact 2 Position,45L,S,,Contact 2 Position,,,
CONT1.FIRST.NAME,D,110,,MC,Contact 1 First Name,12L,S,,Contact 1 First Name,,,
CONT2.FIRST.NAME,D,111,,MC,Contact 2 First Name,12L,S,,Contact 2 First Name,,,
CONT1.SURNAME,D,112,,MC,Contact 1 Surname,25L,S,,Contact 1 Surname,,,
CONT2.SURNAME,D,113,,MC,Contact 2 Surname,25L,S,,Contact 2 Surname,,,
CONT2.PHONE,D,114,,,Contact 2 Phone No,12L,S,,Contact 2 Phone No,,,
CONT2.MOBILE,D,115,,,Contact 2 Mobile No,12L,S,,Contact 2 Mobile No,,,
CONT2.FAX,D,116,,,Contact 2 Fax No,12L,S,,Contact 2 Fax No,,,
CONT2.EMAIL,D,117,,MC,Contact 2 Email,47L,S,,Contact 2 Email Address,,,
DATE.SCHED.REVISED,D,118,,D2/,Date Sched,8R,S,,Date Schedule Revised,,,
NUM.APS,D,119,,,No of,2L,S,,Number of AP's,,,
YEAR.AP,D,120,,,Year of,4L,S,,Year of AP,,,
GROWER.CARD.NO,D,121,,,Grower,5L,,,Grower Card Number,,,
GROW.CARD.ISSUE.DATE,D,122,,D2/,Issue,8R,S,,Grower Card Issue Date,,,
GROW.CARD.ISSUE.DATE.E,D,122,,D4/E,Issue,10R,S,,Grower Card Issue Date,,,
GROWER.NUM.OF.CARDS,D,123,,,No of,1L,S,,Number of Grower Cards,,,
SPEC.COND.CODE,D,124,,,Special,3L,M,SPEC,Special Condition Code,,,
ENT.MEM.PAY,D,125,,,EntWine,4R,S,,TWE to pay EntWine Membership for FY,,,
ENV.RET.DATE,D,126,,D4/E,Date Env,10R,S,,Environmental Return Submitted Date,,,
ENV.RET.DATE.E,D,126,,D4/E,Date Env,10R,S,,Environmental Return Submitted Date,,,
VINT.CONT.FIRST.NAME,D,127,,MC,Vintage Contact First Name,12L,M,VINT.CONT,Vintage Contact First Name,,,
COMM.PREF,D,128,,,Preferred,1L,M,VINT.CONT,Preferred Method of Communication,,,
VINT.CONT.POSITION,D,129,,MC,Vintage Contact Position,45L,M,VINT.CONT,Vintage Contact Position,,,
RESPONSIBLE.WINERY,D,130,,,Responsible Winery,2L,S,,Responsible Winery,,,
DISTANCE.TO.WINERY,D,131,,,Distance,4L,S,,Distance to Winery (NOT USED),,,
VINT.CONT.AVAIL,D,132,,MC,Vintage,20L,M,VINT.CONT,Vintage Contact Availability,,,
HARV.CONT.SURNAME,D,133,,MC,Harvester,29L,S,,Harvester Contact Surname,,,
HARV.CONT.MOBILE,D,134,,,Harvester Cont,12L,S,,Harvester Contact Mobile No,,,
HARV.CONT.EMAIL,D,135,,MC,Harvester Contact Email,50L,S,,Harvester Contact Email Address,,,
CONSULT.CODE,D,136,,,Consultant Code,10L,M,CONSULT,Consultant Code,,,
GRAPEWEB.USERNAME,D,137,,MC,Grapeweb,10L,S,,Grapeweb username,,,
BANK.ACCOUNT.NAME,D,138,,MC,Bank Account,40L,S,,Bank Account Name,,,
BSB,D,139,,MC,BSB,6L,S,,BSB,,,
ACCOUNT.NUMBER,D,140,,MC,Account,10L,S,,Account Number,,,
PMS.DATE,D,141,,D2/,PMS Date,8L,,,PMS Date (Potassiume Metabisulphite),,,
PMS.DATE.E,D,141,,D4/E,PMS Date,10R,,,PMS Date (Potassiume Metabisulphite),,,
HARV.CONT.FAX,D,142,,,Harvester Cont,12L,S,,Harvester Contact Fax No,,,
HARV.CONT.FIRST.NAME,D,143,,MC,Harvester Cont,12L,S,,Harvester Contact First Name,,,
SENT.AGCODE,D,144,,,Sent,1L,S,,Set to Y when new or changed account has been sent to AgCode.,,,
SENT.CONT.AGCODE,D,145,,,Contacts,1L,S,,Vintage contact details have been sent to AgCode,,,
JDEBU,D,146,,,JDE BU,10L,S,,JDE Business unit - required for company vineyards.,,,
GSA.DATA.ENTERED,D,147,,D4/,GSA,10R,S,,Date GSA data entered,,,
GSA.DATA.ENTERED.E,D,147,,D4/E,GSA,10R,S,,Date GSA data entered,,,
RS.DATA.ENTERED,D,148,,D4/,RS,10R,S,,Date RS data entered,,,
RS.DATA.ENTERED.E,D,148,,D4/E,RS,10R,S,,Date RS data entered,,,
SENT.ICM,D,149,,,Sent,1L,S,,Set to Y when new or changed account has been sent to ICM. Cleared,,,
SENT.CONT.ICM,D,150,,,Contacts,1L,S,,Vintage contact details have been sent to ICM,,,
GROWER.CLASS,D,151,,,Grower,15L,S,,Grower classification,,,
UPDCNT,D,152,,,Upd,4R,S,,Update count,,,
UPDBY,D,153,,,Updated By,10L,S,,Last updated by,,,
SWA.MEM.NAME,D,154,,MC,,100L,S,,Sustainable Winegrowing Australia Name,,,
ABCLASS01,I,,IF RTYPE = 'G' THEN '113' ELSE '114',,ABCLASS01,3R,S,,JDEG ABCLASS01,,,
ABCLASS02,I,,IF RTYPE = 'G' THEN '514' ELSE '552',,ABCLASS02,3R,S,,JDEG ABCLASS02,,,
ACCOUNT.GROUP.NAME,I,,"TRANS(ACCOUNT.GROUP,ACCOUNT.GROUP,GROUP.DESC,'X')",,Account Group Name,30L,S,,Get Account Group name from ACCOUNT.GROUP file,,,
ADDRS.L1,I,,"ADDRS<1,1>",,Address Line 1,30L,S,,Address line 1,,,
ADDRS.L2,I,,"ADDRS<1,2>",,Address Line 2,30L,S,,Address line 2,,,
ADDRS.L3,I,,"ADDRS<1,3>",,Address Line 3,30L,S,,Address line 3,,,
ADDRS.L4,I,,"ADDRS<1,4>",,Address,30L,S,,Address line 4,,,
ADDRS.L5,I,,"ADDRS<1,5>",,Address,30L,S,,Address line 5,,,
ADDRS.L6,I,,"ADDRS<1,6>",,Address,30L,S,,Address line 6,,,
ADW,I,,LEN(@ID),,,3R,,,,,,
AGCODE.UNIT,I,,"IF GI.ZONE THEN TRANS(GI.FILE,GI.ZONE,GI.SDESC,'X') ELSE",,AgCode,30L,S,,,,,
AREA,I,,"TRANS(SOURCE,GRSOURCE,AREA,'X')",,AREA,1L,S,,Area Code For S.A.  1 or 2,,,
BLOCK.ACTIVITY,I,,"TRANS(MBLOCKS,BLOCK,ACTIVITY,'X')",,Block,1L,M,BLKS,Activity code for blocks,,,
BLOCK.DESC,I,,"TRANS(MBLOCKS,BLOCK,DESCRIPTION,'X')",,Block Descriptions,30L,M,BLS,Block full descriptions,,,
BLOCK.FDESC,I,,"SUBR(SUBR.PENBW:'PVIZ141','','',BLOCK)",,Block Descriptions,30L,M,BLKS,First available description of block code,,,
BLOCK.NAME,I,,"TRANS(MBLOCKS,BLOCK,NAME,'X')",,Block,5L,M,BLKS,Block names,,,
BLOCK.SDESC,I,,"TRANS(MBLOCKS,BLOCK,SHORT.DESC,'X')",,Block Descs,15L,M,BLKS,Block short descriptions,,,
BLOCK.VARIETY,I,,"TRANS(MBLOCKS,BLOCK,VARIETY,'X')",,Block,3L,M,BLKS,Variety for blocks,,,
BSB.NO,I,,"TRANS(VENDOR,VENDORKEY,BSB.NO,'X')",,BSB Number,10L,S,,Bank account BSB number,,,
CARRIER.CODE,I,,@id,,Carrier Code,10L,S,,Carrier Code,,,
CARRIER.CONT,I,,"TRANS(MGROWER,STDCARRIER,CONT1.FIRST.NAME,'X')",MC,Carrier contact name,12L,S,,Carrier contact Name,,,
CARRIER.CONT.SUR,I,,"TRANS(MGROWER,STDCARRIER,CONT1.SURNAME,'X')",MC,Carrier contact surname,28L,S,,Carrier contact surname,,,
CARRIER.EMAIL,I,,"TRANS(MGROWER,STDCARRIER,CONT1.EMAIL,'X')",MC,Carrier email,50L,S,,Carrier email,,,
CARRIER.FAX,I,,"TRANS(MGROWER,STDCARRIER,CONT1.FAX,'X')",,Carrier fax,12L,S,,Carrier fax,,,
CARRIER.MOBILE,I,,"TRANS(MGROWER,STDCARRIER,CONT1.MOBILE,'X')",,Carrier mobile,12L,S,,Carrier mobile,,,
CNT5DESC,I,,"TRANS(CONTRACT.TYPE,CONTRACT.TYPE,CONTRACT.LCODE,'X')",,Contract,5L,S,,Long Contract Code,,,
CNTRCT.DESC,I,,"TRANS(CONTRACT.TYPE,CONTRACT.TYPE,CNTRCT.DESC,'X')",,Contract Description,30L,S,,Contract description,,,
CNTRCT.SDESC,I,,"TRANS(CONTRACT.TYPE,CONTRACT.TYPE,CNTRCT.SDESC,'X')",,Short description,15L,S,,Contract short description,,,
COMPANY,I,,"GROWERID[1,2]",,CO,2L,S,,,,,
CONSULTANT.NAME,I,,"TRANS(MGROWER.CONSULTANTS,CONSULT.CODE,CONSULTANT.NAME,'X')",MC,Name of,50L,M,CONSULT,Name of Consultant,,,
CONT1.FULLNAME,I,,CONT1.FIRST.NAME:' ':CONT1.SURNAME,,Full name,40L,S,,,,,
COUNT,I,,1,,Count,5R,S,,,,,
CRUSH.LOCN,I,,"SUBR(SUBR.PENBW:'PBWI1069',@ID,39)",,Crush,2L,S,,crush location of 1st current block (current year VINTINTAKE),,,
CUTOFF.DATE,I,,"TRANS(PAYMENT.TERMS,PAYMENT.CODE,CUTOFF.DATE,'X')",D2/,Cutoff,8R,M,TERMS,Cutoff date for payments,,,
DEFVAL,I,,"TRANS(USERS.DEFAULTS,GLO.LOGNAME,'DEFVAL','X')",,Default,20T,M,CODE,default value,,,
EFT.ACCT,I,,"TRANS(VENDOR,VENDORKEY,EFT.ACCT,'X')",,Account Number,10R,S,,Bank account number for EFT transfer,,,
EFT.NAME,I,,"TRANS(VENDOR,VENDORKEY,EFT.NAME,'X')",,Account Name,30L,S,,Bank account name for EFT transfer,,,
END.DATE,I,,"TRANS(PAYMENT.TERMS,PAYMENT.CODE,END.DATE,'X')",D2/,END DATE,8R,M,TERMS,Date to which grapes are to be paid,,,
ESTIMATE,I,,"TRANS(CONTRACT.TYPE,CONTRACT.TYPE,ESTIMATE,'X')",,Estimate basis,1L,S,,Contract type estimate basis,,,
FX.LOCAL,I,,"TRIM(FAX,' ','A')[3,99]",,Fax,8R,S,,local part of fax number,,,
FX.PREFIX,I,,"TRIM(FAX,' ','A')[1,2]",,Fax,2R,S,,Fax number prefix,,,
GI.ZONE,I,,"TRANS(SOURCE,SOURCE,'GI.ZONE','X')",,GI,3L,S,,GI Zone in Australia,,,
GI.ZONE.SDESC,I,,"TRANS(GI.FILE,GI.ZONE,GI.SDESC,'X')",,,15L,S,,GI Zone description,,,
GLO.SHORTID,I,,"TRANS(USERS.DEFAULTS,DOWNCASE(GLO.LOGNAME),'DEFVAL','X')",,GLO,3L,S,,GLO Short Id.,,,
GLO.USERNAME,I,,"TRANS(DEF.SYS.USERS,UPCASE(GLO.LOGNAME),'NAME','X')",,GLO User Name,30L,S,,Grower liason officers DEFINE user name,,,
GLO.USERNAME.G20,I,,"TRANS(USER.ACCESS,UPCASE(GLO.LOGNAME),'USERNAME','X')",,GLO User Name,30L,S,,Grower liason officers Grange 2020 user name,,,
GROWERNO,I,,"GROWERID[3,4]",,GROW,4R,S,,Grower sequence number,,,
GRWCOY,I,,"TRANS(BW.CONTROL,'PAYMT.PARAMS',PAYP.GRWCOY,'X')",,Grow,2R,S,,Grower company (branch code),,,
GRWRSEQ,I,,"@ID[2,5]",,Grower,5L,S,,2nd - 6th characters of grower id,,,
JDEBU.DESC,I,,"TRANS(JDEBU.MASTER,JDEBU,'DESC','X')",,AgCode Unit Description,30L,S,,JDE BU Description,,,
LEN.NAME,I,,LEN(GROWER),,GROWER,2R,S,,Grower name length,,,
MC.STATUS,I,,IF MGACTIVE = 'C' THEN 'ACTIVE' ELSE 'INACTIVE',,MC.STATUS,8L,S,,Account status for My Contacts,,,
MVYEAR,I,,"TRANS(CONTROL,'MVYEAR',MVYEAR,'X')",,VINTAGE,4R,S,,Translate to Control file for current vintage,,,
NACC.CDE,I,,"DCOUNT(ACCOUNT.CODES,@VM)",,No.,2R,S,,Number of account codes,,,
NCOMM,I,,"DCOUNT(COMMENT,@VM)",,No.,3R,M,,Number of comment lines,,,
NNAMES,I,,"DCOUNT(CONTACT.NAMES,@VM)",,No.,3R,S,,Number of contact names,,,
ORIGIN,I,,"TRANS(SOURCE,SOURCE,'ORIGIN','X')",,,3L,S,,Origin,,,
OWN.GRAPES,I,,"TRANS(SOURCE,SOURCE,OWN.GRAPES,'X')",,OWN,1L,S,,OWN GRAPES CODE  S = SEPPELT  '' = OTHER,,,
OWN.SOURCE,I,,"TRANS(SOURCE,SOURCE,OWN.SOURCE,'X')",,Own,1L,S,,Source for Own Grown fruit Y/N,,,
PAY.DATE,I,,"TRANS(PAYMENT.TERMS,PAYMENT.CODE,PAY.DATE,'X')",D2/,PAY DATE,8R,M,TERMS,Date on which payment to be made,,,
PCNT,I,,"TRANS(PAYMENT.TERMS,PAYMENT.CODE,PCNT,'X')",MD20P,% PAY,6R,M,TERMS,% age payment to be made,,,
PH.LOCAL,I,,"TRIM(PHONE.NO,' ','A')[3,99]",,Phone,8R,S,,local part of phone number,,,
PH.PREFIX,I,,"TRIM(PHONE.NO,' ','A')[1,2]",,Phone,2R,S,,Phone number prefix,,,
