# Grange file: BWALLOC.OPSMOVE,source: winemaking.xlsm/BWA,downloaded: 2025-06-04
Field Name,Type,Field No,Field Definition,Conversion Code,Column Heading,Output Format,Depth,Assoc,DESC,Key,Examples,Comment
MTBLEND,I,,"FTANK[1,1];TRANS(FIN.WH.CODE,@1,'ACC','X');@2[2];TTANK[1,1];TRANS(FIN.WH.CODE,@4,'AC C','X');@5[2]; IF @3   THEN @3 ELSE @6;SUBR('*GBWI1170',@7,CNOTE,20)",,To Blend,12L,M,TO.TANKS,Chit to tank blend,,,
NFT,I,,"IF FTANK THEN 1+COUNT(FTANK,@VM) ELSE ''",,No.,2R,S,,Number of From Tanks present,,,
NTT,I,,"IF TTANK THEN 1+COUNT(TTANK,@VM) ELSE ''",,No.,2R,S,,Number of To Tanks present,,,
OPID,I,,@ID,,Operation ID,13L,S,,Operation ID,,,
TGENERIC.NAME,I,,"TRANS(GENERIC.FILE,TGENERIC,'NAME','X')",,Generic Name,30L,M,TT,Generic code description,,,
THIS.ACCOUNT,I,,@WHO,,This account,10L,S,,,,,
TOT.TALLOCAFT,I,,SUM(SUM(TALLOCAFT)),MD10P,Total Alloc After,12R,S,,Total of TO tank allocation litres after,,,
TOT.TVOLAFT,I,,SUM(TVOLAFT),MD10P,Total Volume After,10R,S,,,,,
TUNALLAFT0,I,,TUNALLAFT+0,MD10P,To Tank Unall Aft,8R,M,TT,To tanks unallocated litres after operation,,,
TUNALLB40,I,,TUNALLB4+0,MD10P,To Tank Unall B4,8R,M,TT,To tanks unallocated litres before operation,,,
TYPE.CODE,I,,"TRANS(MOPS,MOPCD,TYPE.CODE,'X')",,Type,2R,S,,Operation code type,,,
UPDATE.CODE,I,,"TRANS(MOPS,MOPCD,UPDATE.CODE,'X')",,Upd,1R,S,,Operation update code - used for screen validations/updates,,,
UV.ACC,I,,"TRANS(BW.STD.CST.OPS,CNOTE,UV.ACCOUNT,'X')",,UV ACC,10L,S,,,,,
VINTAGE,I,,"@ID[4,2]",,VINT,2R,S,,Vintage,,,
VOL.MOVE.IN,I,,VOL.MOV.IN+0,,Vol Moved In,8R,S,,volume moved in (forces Universe to treat zero as a number),,,
VOL.MOVE.OUT,I,,VOL.MOV.OUT+0,,Vol Moved Out,8R,S,,volume moved out (forces Universe to treat zero as a number),,,
WCODE,I,,"FTANK[1,1];TRANS(FIN.WH.CODE,@1,'ACC','X');@2[2];TTANK[1,1];TRANS(FIN.WH.CODE,@4,'AC C','X');@5[2]; IF @3   THEN @3 ELSE @6",,,2L,S,,,,,
