# Grange file: OPSMOVE.SUMMARY,source: winemaking.xlsm/OpS,downloaded: 2019-11-28
Field Name,Type,Field No,Field Definition,Conversion Code,Column Heading,Output Format,Depth,Assoc,DESC,Key,Examples,Comment
ALL.SUMMARY.NOTES,I,,EXVINCNOTE:@VM:PURCNOTE:@VM:XTIRCNOTE:@VM:INTCNOTE:@VM:FWLCNOTE:@VM:ADJCNOTE:@VM:GLC NOTE:@VM: TWLCNOTE:@VM: SOLDCNOTE:@VM: BOTCNOTE,,All Summary Notes,13L,M,ALL.NOTES,Concatenate all OPSMOVE.SUMMARY notes to check if this a is there,,,
CALC.EOP,I,,SOP+SUM(EXVINVOL)+SUM(PURVOL)+SUM(XTIRVOL)+SUM(FWLVOL)+SUM(ADJVOL)+SUM(GLVOL)-SUM(TW LVOL)-SUM(SOLDVOL)-SUM(BOTVOL),,,10R,M,,,,,
CALC.SOP,I,,SOP+SUM(EXVINVOL)+SUM(PURVOL)+SUM(XTIRVOL)+SUM(INTVOL)+SUM(FWLVOL)+SUM(ADJVOL)+SUM(G LVOL)-SUM(TWLVOL)-SUM(SOLDVOL)-SUM(BOTVOL),,,10R,M,,,,,
ENDUSE,I,,"@ID[9,2]",,Enduse,2L,S,,Enduse,,,
EOP,I,,"SUBR(SUBR.PENBW:'OPSUM.NEXT.PERIOD',@ID) ; @ID[1,2]:@1:@ID[1] ; TRANS(OPSMOVE.SUMMARY,@2,SOP,'X')",,End of Period Inventory,13R,S,,,,,
ID.LEN,I,,LEN(@ID),,OPSMOVE.SUMMARY,10L,S,,,,,
ISIZE,I,,LEN(@RECORD),,,10R,M,,,,,
MGAINLOSS,I,,"TRANS(OPSMOVE,GLCNOTE,MGAINLOSS,'X')",,GAIN/LOSS,8R,M,GL,,,,
RECORD,I,,@RECORD,,RECORD,80T,,,,,,
WINERY.LOCATION,I,,"@ID[1,2]",,Winery Location,8L,S,,Winery location code,,,
WINERY.LOCATION.DESC,I,,"TRANS(WINERY.LOCATION,WINERY.LOCATION,DESC,'X')",,Winery Location Description,30L,S,,Winery location description,,,
YEAR.MTH,I,,"@ID[3,6]",,Year & Month of Movement,6R,S,,,,,
ADJ,PH,,ADJCNOTE ADJMADATE ADJVOL,,,,,,,,,
BOT,PH,,BOTCNOTE BOTMADATE BOTVOL,,,,,,,,,
EXVIN,PH,,EXVINCNOTE EXVINMADATE EXVINVOL,,,,,,,,,
FWL,PH,,FWLCNOTE FWLMADATE FWLVOL,,,,,,,,,
GL,PH,,GLCNOTE GLMADATE GLVOL,,,,,,,,,
INT,PH,,INTCNOTE INTMADATE INTVOL,,,,,,,,,
PUR,PH,,PURCNOTE PURMADATE PURVOL,,,,,,,,,
SOLD,PH,,SOLDCNOTE SOLDMADATE SOLDVOL,,,,,,,,,
TWL,PH,,TWLCNOTE TWLMADATE TWLVOL,,,,,,,,,
XTIR,PH,,XTIRCNOTE XTIRMADATE XTIRVOL,,,,,,,,,
