# Grange file: MOPS,source: winemaking.xlsm/MOPS,downloaded: 2021-09-01
Field Name,Type,Field No,Field Definition,Conversion Code,Column Heading,Output Format,Depth,Assoc,DESC,Key,Examples,Comment
NUM.MAT.CODES,I,,"DCOUNT(MAT.CODES,@VM)",,,3R,S,,Count of Default Material Codes,,,
NUM.OADDCD,I,,"DCOUNT(OADDCD,@VM)",,,3R,S,,Count of OADDCD field values,,,
NUM.OBSTAT,I,,"DCOUNT(OBSTAT,@VM)",,,3R,S,,Count of OBSTAT field values,,,
NUM.PRODMEAS.TYPES,I,,"DCOUNT(PRODMEAS.TYPE,@VM)",,,3R,S,,Count of number of Production Measurement Types,,,
OADDESCP,I,,"TRANS(MADD,OADDCD,ADDESCP,'X')",,ADDITIVE DESCRIPTION,30T,M,,Additive description,,,
ODESCP.UC,I,,UPCASE(ODESCP),,DESCRIPTION,30T,S,,Description of the operation,,,
PRCHSTTHRSH,I,,"TRANS(MASTER.MOPS,MAST.OPCD,PTHRESH,'X')",,P/H,3R,S,,Process history % threshold,,,
PREFIX,I,,"@ID[1,1]",,Tank,6L,S,,Operation Prefix,,,
PROCESS.LEVEL.DESC,I,,"TRANS(BW.CONTROL,'PROCESS.LEVEL.CODES',1,'X');TRANS(BW.CONTROL,'PROCESS.LEVEL.CODES'",,Process Level Descritpion,30L,S,,,,,
PS.MOPS.DESCS,I,,"TRANS(MOPS,PS.VALID.MOPS,ODESCP,'X')",,Description,30L,M,,,,,
PS.MT.TTANK.REQD,I,,"TRANS(MOPS,PS.VALID.MOPS,MT.TTANK.REQD,'X')",,MT,1L,M,,,,,
PS.PRODMEAS.TYPE,I,,"TRANS(MOPS,PS.VALID.MOPS,PRODMEAS.TYPE,'X')",,Prodn.,10L,M,,Production Measurement Types applicable to this Operation Code,,,
PS.TYPE.CODE.CNT,I,,"DCOUNT(PS.TYPE.CODES,@VM)",,,10R,M,,Count of type codes (used in PS.OPCODES),,,
PS.TYPE.CODE.DESCS,I,,"SUBR(""!ADDS"",PS.TYPE.CODES,REUSE(0));SUBR(""*PZZI388"",@1)",,,30L,M,,,,,
PS.VALID.MOPS.CNT,I,,"DCOUNT(PS.VALID.MOPS,@VM)",,,10R,M,,,,,
PS.WM.WOOD.FLAG,I,,"TRANS(MOPS,PS.VALID.MOPS,WM.WOOD.FLAG,'X')",,WOOD,1L,S,,Wood related flag: 'I' to insert 'R' to remove,,,
REC.OP.DESC,I,,"TRANS(MOPS,RECEIPT.OPCODE,ODESCP,'X')",,Receipt Description,30L,,,Receipt MOPS description,,,
RELATED.OPCODE.DESC,I,,"TRANS(MOPS,RELATED.OPCODE,ODESCP,'X')",,Related Description,30L,S,,Related MOPS description,,,
SC.USAGE,I,,"TRANS(MADD,OADDCD,SC.USAGE,'X')",,S/C,1L,M,,Additive Usage To Be Recorded on Summary Composition Flag,,,
TFNOOPT,I,,IF UPDATE.CODE = 20 THEN 'Y' ELSE '',,Transfer,1L,S,,Flag = Y if operation code is for a transfer where tank optimisation,,,
TIME.DELETED,I,,"FIELD(@ID,'*',3)",D2/,Date,10R,S,,,,,
TRANSFER.REQD,I,,IF TMS.TFRIN = 'Y' THEN '' ELSE IF (OFROMT = 'Y' AND OTOT = 'Y' AND OUDVOL = 'Y') OR,,Transfer,1L,S,,,,,
TYP.UP.DESC,I,,"TRANS(BW.CONTROL,'OP.TYPE.CODES',2,'X');IF TYPE.CODE NE '' THEN",,Type & Update Desc,35L,S,,Type and update code combination description,,,
TYPE.CODE.DESC,I,,"SUBR(""*PZZI388"",TYPE.CODE+0)",,,30L,M,,,,,
TYPE.DESC,I,,"TRANS(BW.CONTROL,'OP.TYPE.CODES',2,'X');IF TYPE.CODE NE '' THEN",,Type Code Description,30L,S,,,,,
UPCASE.ODESCP,I,,UPCASE(ODESCP),,Description,30L,S,,Operation description converted to upper case,,,
UPDATE.DESC,I,,"TRANS(BW.CONTROL,'OP.UPDATE.CODES',2,'X');IF UPDATE.CODE NE '' THEN",,Update Code Description,30L,S,,,,,
WTO.WINERY,I,,"SUBR('*PZZI211','LOCPOS',ACC,RAISE(CTRL.ACCOUNT),'',''); IF @1 THEN CTRL.WTO<1,1,@1>",,WTO,1L,S,,If the winery location is interfaced to Wine Tank Optimisation value,,,
*,PH,,ID.SUP OPCD OACTIV ODESCP OINST OBSTAT OASTAT OSTDCOST OTYPE OADDCD OUOM OFROMT OTOT,,,,,,List ALL fields,,,
*1,PH,,ID.SUP OPCD OACTIV ODESCP OINST OBSTAT OASTAT OSTDCOST OTYPE OADDCD OUOM OFROMT OTOT,,,,,,List ALL fields (Part 1),,,
*2,PH,,ID.SUP OPCD ONUSP ONUSM ONUSY ONTANKP ONTANKM ONTANKY OCHEMS STC.FROM STC.TO STC.LG,,,,,,List ALL fields,,,
@ENTRO,PH,,@ID OACTIV ODESCP OINST OBSTAT OASTAT OSTDCOST OTYPE OADDCD OUOM OFROMT OTOT OUDVOL,,,,,,FOR ENTRO DEFAULT FIELD LIST CREATED 10:42:45 10 JAN 1984,,,
@LPTR,PH,,BY OTYPE BY OPCD ODESCP OTYPE OADDCD OADDESCP OUOM  OASTAT,,,,,,,,,
ADD.INSTRUC,PH,,OADDCD OUOM,,,,,,"association of additives instructions, quantity and unit of measure",,,
STATLST,PH,,OBSTAT OASTAT OCHEMS,,,,,,,,,
DEFINE.NEXT.ATTR,X,,60,,,,,,,,,
