# Grange file: BWALLOC,source: winemaking.xlsm/AL,downloaded: 2025-06-04
Field Name,Type,Field No,Field Definition,Conversion Code,Column Heading,Output Format,Depth,Assoc,DESC,Key,Examples,Comment
ALC.CAT.SORT,I,,"TRANS(ALCOHOL.CATEGORY, ALC.CAT.CODE, ALC.CAT.SORT, 'X')",,Sort,2R,M,ALLOC,Order of increasing alcohol percentage,,,
ALL.GEN.DESC,I,,IF NOT(LITRES) THEN GEN.DESC ELSE IF UNALLOCATED THEN GEN.DESC:@VM:GEN.DESC ELSE GEN.DESC,,Generic Name,30L,M,ALLOC,Allocated and Unallocated Generic Descriptions,,,
ALL.GENERIC,I,,IF NOT(LITRES) THEN '' ELSE IF UNALLOCATED THEN GENERIC:@VM ELSE GENERIC,,Generic Code,3L,M,ALLOC,Allocated and Unallocated Generic Codes,,,
ALL.LITRES,I,,IF NOT(LITRES) THEN UNALLOCATED ELSE IF UNALLOCATED THEN LITRES:@VM:UNALLOCATED ELSE LITRES,MD00P,Litres,10R,M,ALLOC,Allocated and Unallocated Litres,,,
ALL.PERCENT,I,,IF VOLUME+0 > 0 THEN ALL.LITRES / REUSE(VOLUME) * REUSE(100) ELSE 0,,Allocated Percentage,6R,M,ALLOC,Allocated percentage,,,
ALL.VINT,I,,IF NOT(LITRES) THEN '' ELSE IF UNALLOCATED THEN VINT:@VM ELSE VINT,,Vintage,4R,M,ALLOC,Allocated and Unallocated Vintages,,,
ALLOC.STYLE,I,,"IF TBLEND # 'MT' THEN TRANS(BW.ILEVEL,TBLEND[1,1],ILEVEL.ALLOC,'X') ELSE   ''",,Alloc Style,1L,S,,Allocation style,,,
ALLOCPERCENT,I,,IF TVOLUME+0 > 0 THEN LITRES / REUSE(TVOLUME) * REUSE(100) ELSE 0,,Allocated Percentage,6R,M,ALLOC,Allocated percentage,,,
AUD.BREAK,I,,IF AUD.CODE = 1 THEN 1 ELSE IF AUD.CODE = 3 THEN 1 ELSE IF AUD.CODE = 2 THEN 2 ELSE 2,,,1L,S,,Group deletions and before images together and creations and after  images together,,,
AUD.CODE,I,,"IF AUD.KEY.P4 = 'SW' THEN FIELD(@ID,'*',6) ELSE FIELD(@ID,'*',5)",,AUDIT CODE,1L,S,,Audit action code,,,
AUD.DATE,I,,"FIELD(@ID,'*',2)",D2/,Audit Date,8R,S,,Audit date,,,
AUD.DESC,I,,"FIELD('Deleted*Created*Before*After','*',AUD.CODE,1)",,Audit Type,8L,S,,Audit description,,,
AUD.GEN.TANK.ACC,I,,"TRANS(DP,FIELD(@ID,'*',5),CNOTES,'X') ; IF @1 = '' THEN TRANS(DP.FORT,FIELD(@ID,'*',5),CNOTES,'X') ELSE @1 ; IF @2 THEN ACCOUNT    ELSE IF FIELD(AUD.KEY.P4,'*',4) # 'SW' THEN TRANS(FIN.WH.CODE,AUD.KEY.P4[1,1],ACC,'X') ELSE ''",,,10L,,,Tank account for both ordinary and small wood tanks,,,
AUD.KEY,I,,"IF AUD.KEY.P4 = 'SW' THEN 'SW-':FIELD(@ID,'*',5) ELSE FIELD(@ID,'*',4)",,Tank,23L,S,,Audit key,,,
AUD.KEY.P4,I,,"FIELD(@ID,'*',4)",,Audit key part 4,10L,S,,,,,
AUD.KEY.RECLASS,I,,"IF AUD.KEY.P4 = 'SW' AND AUD.CODE = ""3"" THEN 'SW-':OLD.BLEND:'/':OLD.BATCH ELSE IF AUD.KEY.P4 = 'SW' THEN 'SW-':FIELD(@ID,'*',5) ELSE FIELD(@ID,'*',4)",,Tank,23L,S,,Audit key,,,
AUD.SEQNO,I,,"FIELD(@ID,'*',1)",,AUDIT SEQNO,6R,S,,Audit Sequence number,,,
AUD.TIME,I,,"FIELD(@ID,'*',3)",MTS,AUDIT TIME,8R,S,,Audit time,,,
AUD.USER,I,,"IF AUD.KEY.P4 = 'SW' THEN FIELD(@ID,'*',7) ELSE FIELD(@ID,'*',6)",,User Name,15L,S,,User name,,,
BACTIV,I,,"TRANS(MBLEND,TBLEND,BACTIV,'X')",,REC ACT,1T,S,,Record activity code,,,
BASE.LITRES,I,,"TBLEND[1,1]; IF @1 = 'B' 'M' 'R' 'P' THEN LITRES ELSE REUSE(0)",MD10P,BASE LITRES,8R,M,,Base litres,,,
BATCH.DESC,I,,"TRANS(MBATCH,TBATCHNO,BATCH.DESC,'X')",,Batch Description,30L,S,,Batch Description,,,
BLEND.DESC,I,,"TRANS(MBLEND,TBLEND,BLENDESCP,'X')",,BLEND DESCRIPTION,30T,S,,,,,
BLEND.GENERIC,I,,"IF @ID MATCHES ""0X'*'0X"" AND @ID[1,1] # '*' THEN SUBR(""*PBWZ531"",@ID,""BLEND"") ELSE TRANS(MTANK,TANK,TBLEND,'X')    ;IF @1[1,1] = 'B' OR @1[1,1] = 'T' THEN @1[5,3] ELSE ''",,Blends   generic code,3L,S,,Generic code within blend for base & trade,,,
BR,I,,"TRANS(W.HOUSE,WHOUSE,COMPNO,'X')",,Location,2R,S,,Location of Tank,,,
BWALLOC.ID,I,,"SUBR(SUBR.PENBW:'PBWI934',MTANK.ID)",,BWALLOC ID,10L,S,,,,,
BWTANK,I,,"IF @ID MATCHES ""0X'*'0X"" AND @ID[1,1] # '*' THEN SUBR(SUBR.PENBW:'PBWZ531',@ID,""TANK"")  ELSE TANK",,Tank/  Locns,5R,S,,"Tank number, or for in-transit allocations, from & to locations",,,
CATEGORY,I,,"TRANS(GENERIC.FILE,GENERIC,CATEGORY,'X')",,Cat,2L,M,ALLOC,Category (I.e. Group code - rename of STYLE),,,
CTRL.WINERY,I,,"TRANS(CONTROL,TRANS(CONTROL,LIT.MASTER.ACCOUNT,1,'X'),'CODE','X')",,Winery,1L,M,WINERY,Winery code from master CONTROL record,,,
CTRL.WTO,I,,"TRANS(CONTROL,TRANS(CONTROL,LIT.MASTER.ACCOUNT,1,'X'),'WTO.ACCOUNT','X')",,WTO,1L,M,WINERY,WTO flag from master CONTROL record,,,
END.USE.NOT.DETERM,I,,"TRANS(GENERIC.FILE,GENERIC,END.USE.NOT.DETERM,'X')",,END USE NOT DETERM.,1L,M,ALLOC,End use not determined,,,
FNAME.PFX,I,,SUBR('*FNAME.PFX'),,File Month,3L,S,,File name prefix - identify monthly version,,,
FUT.TOT.VAL,I,,"SUBR(SUBR.PENBW:'PBWI1105','FTOT.VAL',TVOLUME,TBLEND,TANK.TSTRENGTH)",MD20P,Future Total Wine Value,10R,M,ALLOC,Future wine value per litres multiplied by the allocated litres.,,,
FUT.UNALL.TOT.VAL,I,,"SUBR(SUBR.PENBW:'PBWI1105','FUNALL.TOT.VAL',TVOLUME,TBLEND,TANK.TSTRENGTH)",MD20P,Future Unallocated Total value,10R,S,,Future wine value per litre of unallocated portion multiplied by the unallocated litres.,,,
FUT.UNALL.VAL.LTR,I,,"SUBR(SUBR.PENBW:'PBWI1105','FUNALL.VAL.LTR',TVOLUME,TBLEND,TANK.TSTRENGTH)",MD40P,Future Unalloc Val/Ltr,10R,S,,Future wine value per litre of unallocated portion.,,,
FUT.VAL.LTR,I,,"SUBR(SUBR.PENBW:'PBWI1105','FVAL.LTR',TVOLUME,TBLEND,TANK.TSTRENGTH)",MD40P,Future Wine value per Litre,10R,M,ALLOC,Future wine value per litre.,,,
FUT.VAL.LTR.IND,I,,"SUBR(SUBR.PENBW:'PBWI1105','FWDVM.IND',TVOLUME,TBLEND,TANK.TSTRENGTH)",,Fut WDVM,6L,M,ALLOC,WDVM indicator for future wine value per litre.,,,
GCOUNT,I,,"DCOUNT(GENERIC,@VM)",,,6R,S,,number of generic codes assigned,,,
GEN.DESC,I,,"TRANS(GENERIC.FILE,GENERIC,NAME,'X')",,GENERIC NAME,30L,M,ALLOC,Generic code description,,,
GEN.GRADE.LEVEL,I,,"TRANS(GENERIC.FILE,GENERIC,GRADE.LEVEL,'X')",,Generic GL,2L,M,ALLOC,Generic code Grade Level,,,
GEN.GVSCALE,I,,"TRANS(GENERIC.FILE,GENERIC,GVSCALE,'X')",MD00P,GENERIC GV SCALE,3R,M,ALLOC,Generic code GV scale,,,
GEN.TANK.ACC,I,,"TRANS(DP,FIELD(@ID,'*',2),CNOTES,'X') ; IF @1 = '' THEN TRANS(DP.FORT,FIELD(@ID,'*',2),CNOTES,'X') ELSE @1 ; IF @2 THEN ACCOUNT    ELSE IF FIELD(@ID,'*',1) # 'SW' THEN TRANS(FIN.WH.CODE,@ID[1,1],ACC,'X')   ELSE ''",,,10L,,,Tank account for both ordinary and small wood tanks,,,
GEN.VINT,I,,"SUBR(""!CATS"",GENERIC,REUSE('*'));SUBR(""!CATS"",@1,VINT)",,,10L,M,,,,,
GEN.VINT.CAT,I,,"SUBR(""!CATS"",GENERIC,REUSE('*'));SUBR(""!CATS"",@1,VINT);SUBR(""!CATS"",@2,REUSE('*'));S UBR(""!CATS"",@3,CATEGORY)",,,10L,M,,,,,
GENER.BASE.CODE,I,,"TRANS(GENERIC.FILE,GENERIC,BASE.CODE,'X')",,Base Gen Code,3L,M,ALLOC,,,,
GENERIC.GRADE.LEVEL,I,,"TRANS(GENERIC.FILE,GENERIC,'GRADE.LEVEL','X')",,Generic Grade Level,2L,M,ALLOC,Generic grade level,,,
GENERIC.IUA,I,,IF VOLUME=TOT.LITRES AND VOLUME+0#0 THEN GENERIC ELSE GENERIC:@VM,,Gen Code,3L,M,ALLOC,Generic codes allocated including unallocated,,,
GENERIC.NAME,I,,"TRANS(GENERIC.FILE,GENERIC,'NAME','X')",,Generic Name,30L,M,ALLOC,Generic code description,,,
GRADE,I,,"GRADE.LEVEL[1,1]",,Grade,1L,S,,Grade,,,
GRADE.DESC,I,,"TRANS(GRADE.FILE,GRADE,DESC,'X')",,Grade Description,25L,S,,Full description of grade,,,
GRADE.LEVEL.DESC,I,,"TRANS(GRADE.FILE,GRADE,DESC,'X')",,Grade Description,25L,S,,Full description of grade,,,
GRADE.NAME,I,,"TRANS(GRADE.FILE,GRADE,NAME,'X')",,Grade Name,5L,S,,Short name for grade,,,
GRADE.SDESC,I,,"TRANS(GRADE.FILE,GRADE,SDESC,'X')",,Short Desc,10L,S,,Short description for grade,,,
GROUP.CODE,I,,"TRANS(ITEM.MSTR,TBLEND,GROUP.CODE,'X')",,CAT CODE,2T,S,,Group Code (Category),,,
IGL.COMMENT.CNT,I,,"DCOUNT(IGL.COMMENT,@VM)",,# of IGL Comment Lines,70T,M,,Number of IGL Comment lines,,,
ILEVEL,I,,"TBLEND[1,1]",,,1L,S,,Inventory level,,,
ILEVEL.INVALID,I,,"TBLEND[1,1];IF @1 MATCHES '1N0N' THEN '1' ELSE '0'",,,1L,S,,Inventory level,,,
ILEVSEQ,I,,"TRANS(DP,FIELD(@ID,'*',2),CNOTES,'X');IF @1 = '' THEN TRANS(DP.FORT,FIELD(@ID,'*',2),CNOTES,'X') ELSE @1;IF @2 THEN ACCOUNT ELSE IF FIELD(@ID,'*',1) # 'SW' THEN TRANS(FIN.WH.CODE,@ID[1,1],ACC,'X') ELSE '';@3:'*':ILEVEL;TRANS(""BWRS.PARMS"",@4,SORT.SEQ,'X');IF @5 THEN @5 ELSE '100'",,ILEVEL    SEQ,3R,S,,Inventory level sequence,,,
INTRANSIT.TANK,I,,"IF @ID[2,1] = '#' THEN 1 ELSE ''",,Intransit,1L,S,,Intransit Tank Flag,,,
LAST.YEAR,I,,"OCONV(DATE(),'D4/');@1[4]-1;""01/01/"":@2;ICONV(@3,'D4/')",D4/,1 Jan Last year,10R,S,,,,,
LEN.ID,I,,LEN(@ID),,LENGTH OF ID,2R,S,,LENGTH OF @ID,,,
LIT.MASTER.ACCOUNT,I,,"""MASTER.ACCOUNT""",,,14L,S,,,,,
LY.BLEND,I,,"IF @ID MATCHES ""0X'*'0X"" AND @ID[1,1] # '*' THEN SUBR(""*PBWZ531"",@ID,""BLEND"") ELSE TRANS(LY.MTANK,TANK,TBLEND,'X')",,Last Year  Blend Code,12T,S,,Blend Code from LAST YEAR tank file,,,
MTANK.ID,I,,"IF @ID MATCHES ""0X'*'0X"" AND @ID[1,1] # '*' THEN SUBR(""*PBWZ531"",@ID,""ITANK"") ELSE @ID",,Mtank  Id,23L,S,,MTANK id including correct id for intransit tanks,,,
NAME,I,,"TRANS(GENERIC.FILE,GENERIC,'NAME','X')",,Generic Name,30L,M,ALLOC,Generic code description,,,
NOT.IN.TRANSIT,I,,"FIELD(@ID,'*',2,1);TRANS(BWALLOC,@1,@ID,'X')",,,10L,S,,,,,
NUM.ALLOC,I,,"DCOUNT(GENERIC,@VM)",,,10R,M,,,,,
OVER.ALLOC,I,,IF UNALLOCATED < 0 THEN UNALLOCATED ELSE '',,Over Allocation (Volume),8R,S,,Over Allocation Litres,,,
PACK.CATEGORY,I,,"TRANS(GENERIC.FILE,GENERIC,'PACK.CATEGORY','X')",,Pack Cat,1L,M,ALLOC,Packaging category,,,
PRICE.SEGMENT,I,,"TRANS(GENERIC.FILE,GENERIC,PRICE.SEGMENT,'X')",,Price Segment,2R,M,ALLOC,Price segment - was known as business unit (grade for vintage planning),,,
REAL.TANK,I,,"TRANS(MTANK,TANK,@RECORD,'X'); IF @ THEN 1 ELSE 0",MD00P,Real Tank,15L,S,,,,,
REC.TYPE,I,,"FIELD(@ID,'*',1) ; FIELD(@ID,'*',2) ; IF @2 = '' THEN 'T' ELSE IF @1 =     'SW' THEN 'T' ELSE ''",,REC,1L,S,,,,,
RECOPCD,I,,"TRANS(OPSMOVE,RECOPNO,MOPCD,'X')",,Receipt OP Code,5L,S,,OPSMOVE Operation code of receipt chit,,,
RECOPNO,I,,"@ID[1,5]:FMT( @ID[6,4]+1 ,'R%4')",,Receipt Chit,9L,S,,Receipt chit opno for intransit tank,,,
SBLEND,I,,"TRANS(SUMCOMP.TANK,TANK,SBLEND,'X')",,SOURCE BLEND,12T,M,LASTCALC,Source blend or variety/source/quality,,,
SCW.ACCT,I,,"TRANS(GENERIC.FILE,GENERIC,SCW.ACCT,'X')",,SCW Gen. Code,1L,M,ALLOC,SCW generic code flag,,,
SDESC,I,,"TRANS(GENERIC.FILE,GENERIC,'SDESC','X')",,Short Description,15L,M,ALLOC,Short description,,,
SECOND.VINT,I,,"@RECORD<12,2>",,2ND VINT,4R,S,,,,,
STYLE,I,,"TBLEND[4,1]",,Style Code,1R,S,,STYLE CODE (4TH CHARACTER OF BLEND CODE),,,
SW.TANK.ACC,I,,"TRANS(DP,FIELD(@ID,'*',2),CNOTES,'X') ; IF @1 = '' THEN TRANS(DP.FORT,FIELD(@ID,'*',2),CNOTES,'X') ELSE @1 ; IF @2 THEN ACCOUNT    ELSE ''",,S/W  Tank Account,4L,S,,,,,
TACTIV,I,,"TRANS(MTANK,TANK,TACTIV,'X')",,REC ACT,1T,S,,"Record activity status ("" "" - Active, ""D"" - Deleted)",,,
TANK.ACC,I,,"IF FIELD(@ID,'*',1) # 'SW' THEN TRANS(FIN.WH.CODE,@ID[1,1],ACC,'X') ELSE ''",,Tank Account,4L,S,,1st Character of tank code denotes its account,,,
TANK.BLEND,I,,"TRANS(MTANK,TANK,TBLEND,'X')",,Blend Code,12L,S,,Current Blend Number,,,
TANK.BLEND.DESC,I,,"TRANS(MBLEND,TANK.BLEND,BLENDESCP,'X')",,BLEND DESCRIPTION,30T,S,,,,,
TANK.TSTRENGTH,I,,"TRANS(MTANK,@ID,TSTRENGTH,'X')",,Spirit Str,4T,S,,Tank alcohol % strength,,,
TANK.TYPE,I,,"TRANS(MTANK,TANK,'TANK.TYPE','X')",,Tank Type,1L,S,,Tank Type,,,
TARGET.ALC,I,,"TRANS(GENERIC.FILE, GENERIC, TARGET.ALC, 'X')",MD200,Targ Alc,5R,M,ALLOC,Indicative Alcohol level for this product,,,
TBATCHNO,I,,"TRANS(MTANK,TANK,TBATCHNO,'X')",,BATCH NO,7R,S,,Current Batch Number,,,
TBLEND,I,,"IF @ID MATCHES ""0X'*'0X"" AND @ID[1,1] # '*' THEN SUBR(""*PBWZ531"",@ID,""BLEND"") ELSE SUBR('*VFN.TRANS','MTANK',TANK,9)",,BLEND CODE,12T,S,,Current Blend Code,,,
TCAPACITY,I,,"TRANS(DIPTABLE,TTABLE,DCAP,'X')",MD00P,CAPACITY,8R,S,,Subroutine call for calculation of Capacity from Dip,,,
TCNOTE,I,,"TRANS(MTANK,TANK,TCNOTE,'X')",,OPERAT NOTE #,6R,S,,Last Cellar operations note no.s  - sub values since last time tank was MT,,,
TDIP,I,,"SUBR('*VFN.TRANS','MTANK',TANK,8)",MD10P,TANK DIP,7R,S,,Tank Dip,,,
TEST,I,,SUM(LITRES) LT VOLUME,,,10R,M,,,,,
TILEVEL,I,,"TRANS(MTANK,@ID,ILEVEL,'X')",,,3L,S,,,,,
TIRAGE,I,,"TRANS(MTANK,TANK,TTABLE,'X');IF @1 = 'TIR' THEN 1 ELSE 0",,Tirage,1L,S,,Tank is a tirage tank,,,
TOT.VAL,I,,"SUBR(SUBR.PENBW:'PBWI1105','TOT.VAL',TVOLUME,TBLEND,TANK.TSTRENGTH)",MD20P,Total Wine Value,10R,M,ALLOC,Wine value per litres multiplied by the allocated litres.,,,
TOTALLOC,I,,SUM(LITRES),,Total Litres Allocated,8R,S,,Total volume allocated,,,
TRADE.IND,I,,"TRANS(GENERIC.FILE,GENERIC,TRADE.IND,'X')",,Trade Code Ind,1L,M,ALLOC,Trade code indicator If 1 then the code can be considered a trade code,,,
TRADE.LITRES,I,,"TBLEND[1,1]; IF @1 = 'T' THEN LITRES ELSE REUSE(0)",MD10P,TRADE LITRES,8R,M,,TRADE LITRES,,,
TRANS.BLEND,I,,"IF @ID MATCHES ""0X'*'0X"" AND @ID[1,1] # '*' THEN SUBR(""*PBWZ531"",@ID,""BLEND"") ELSE TRANS(MTANK,TANK,TBLEND,'X')",,BLEND CODE,12T,S,,Current Blend Code,,,
TRF.TANK,I,,"IF LEN(FIELD(@ID,'*',1)) > 8 THEN 'Y' ELSE 'N'",,Transfer tank,1L,S,,Transfer tank indicator,,,
TSTATUS,I,,"IF @ID MATCHES ""0X'*'0X'*'0X"" AND @ID[1,1] # '*' THEN SUBR(""*PBWZ531"",@ID,""STATUS"") ELSE                   TRANS(MTANK,TANK,TSTATUS,'X')",,STAT,3T,S,,,,,
TSTATUS.DESC,I,,"TRANS(WINE.STATUS,TSTATUS,DESC,'X')",,Status Description,30L,S,,Tank Status description,,,
TTABLE,I,,"SUBR('*VFN.TRANS','MTANK',TANK,3)",,DIP TABLE,4T,S,,Tank Size Dip Table,,,
TVARIETY,I,,"TBLEND[5,3]",,VARIETY,3L,S,,Extract Variety from blend code,,,
TVINT4,I,,IF TVINTAGE < 30 THEN 20:TVINTAGE ELSE 19:TVINTAGE,,Blend Vintage,4R,S,,Tank vintage - 4 didgit,,,
TVINTAGE,I,,"TBLEND[2,2]",,Blend Vintage,2L,S,,,,,
TVOLUME,I,,"SUBR(""*PBWZ171"",TTABLE,TDIP,""V"")+0",MD10P,VOLUME,9R,S,,Subroutine call for calculation of Volume from Dip,,,
UNALL.TOT.VAL,I,,"SUBR(SUBR.PENBW:'PBWI1105','UNALL.TOT.VAL',TVOLUME,TBLEND,TANK.TSTRENGTH)",MD20P,Unallocated Total value,10R,S,,Wine value per litre of unallocated portion multiplied by the unallocated litres.,,,
UNALL.VAL.LTR,I,,"SUBR(SUBR.PENBW:'PBWI1105','UNALL.VAL.LTR',TVOLUME,TBLEND,TANK.TSTRENGTH)",MD40P,Unalloc Val/Ltr,10R,S,,Wine value per litre of unallocated portion.,,,
UNALLOCATED,I,,TVOLUME - TOTALLOC,,Unallocated Volume,8R,S,,Volume unallocated,,,
UNALLOCPERCENT,I,,IF TVOLUME+0 > 0 THEN UNALLOCATED / TVOLUME * 100 ELSE 0,,Unallocated Percentage,6R,S,,Unallocated percentage,,,
UNBL.LITRES,I,,"IF TBLEND[1,1] = 'T' 'B' 'M' 'R' 'P' THEN REUSE(0) ELSE LITRES",MD10P,UNBLEND. LITRES,8R,M,,Unblended litres,,,
UNDER.ALLOC,I,,IF UNALLOCATED > 0 THEN UNALLOCATED ELSE '',,Under Allocation (Volume),8R,S,,Under Allocation Litres,,,
VAL.LTR,I,,"SUBR(SUBR.PENBW:'PBWI1105','VAL.LTR',TVOLUME,TBLEND,TANK.TSTRENGTH)",MD40P,Wine value per Litre,10R,M,ALLOC,Wine value per litre.,,,
VAL.LTR.IND,I,,"SUBR(SUBR.PENBW:'PBWI1105','WDVM.IND',TVOLUME,TBLEND,TANK.TSTRENGTH)",,WDVM,6L,M,ALLOC,WDVM indicator for wine value per litre.,,,
VOLUME0,I,,VOLUME+0,MD10P,Tank Volume,8R,S,,,,,
VYR,I,,"TBLEND[2,2]; IF NUM(@) THEN SUBR(""*PZZI364"",@) ELSE '  ':@",,VYR,4R,S,,Vintage year,,,
VYR4,I,,"SUBR(""*PZZI364"",VYR:'\2')",,VINTAGE YEAR 4 DIGS,4R,S,,Vintage Year - 4 digits,,,
WHOUSE,I,,"TRANS(FIN.WH.CODE,TANK[1,1],WHSE,'X')",,W/House,2L,S,,Tank Warehouse,,,
WINERY.LOCATION,I,,"TRANS(MTANK,MTANK.ID,'WINERY.LOCATION','X')",,Winery Location,2L,S,,Winery Location,,,
WTO.WINERY,I,,"SUBR('*PZZI211','LOCPOS',WINERY.LOCATION,RAISE(CTRL.WINERY),'',''); IF @1 THEN CTRL.WTO<1,1,@1> ELSE ''",,WTO  Winery,1L,S,,If the winery location is interfaced to Wine Tank Optimisation value  is Y otherwise null,,,
@AUDIT,PH,,AUD.DATE AUD.DESC AUD.KEY.RECLASS QUALITY GENERIC VINT LITRES ADATE UPDBY ID.SUP DBL.SPC,,,,,,,,,
ALLOC,PH,,GENERIC QUALITY LITRES,,,,,,Association for allocations,,,
AUD.ALL,PH,,AUD.SEQNO AUD.DATE AUD.TIME AUD.KEY AUD.DESC AUD.BREAK ID.SUP,,,,,,All parts of Audit Key,,,
