# Grange file: WINE.IN.TANK,source: winemaking.xlsm/WIT,downloaded: 2021-07-23
Field Name,Type,Field No,Field Definition,Conversion Code,Column Heading,Output Format,Depth,Assoc,DESC,Key,Examples,Comment
TMALATE,D,80,,,Locate Malate Reading from Chemistry,6R,S,,,,,
TTURB,D,81,,,Locate Turb Reading from Chemistry,6R,S,,,,,
TCITRIC,D,82,,,Locate Citric reading from Chemistry,6R,S,,,,,
TK,D,83,,,Locate chemistry reading for K,6R,S,,,,,
TNA,D,84,,,Locate chemistry reading for NA,6R,S,,,,,
TCL,D,85,,,Locate chemistry reading for CL,6R,S,,,,,
TNH4,D,86,,,Locate chemistry reading for NH4+,6R,S,,,,,
TASC,D,87,,,Locate ASC Reading from Chemistry,6R,S,,,,,
TCOLD,D,88,,,Locate Cold Reading from Chemistry,6R,S,,,,,
THEAT,D,89,,,Locate Heat Reading from Chemistry,6R,S,,,,,
TCOMMENT,D,90,,,User available comment,20T,S,,,,,
TCHEMNO,D,91,,,Last chemistry Analysis Reference No,10L,S,,,,,
TDO,D,92,,,Locate DO Reading from Chemistry,4R,S,,,,,
TDODATE,D,93,,,Date of DO reading,8R,S,,,,,
TCO2,D,94,,,Locate CO2 Reading from Chemistry,4R,S,,,,,
TCO2DATE,D,95,,,Date of CO2 reading,8R,S,,,,,
TGF,D,96,,,Locate G/F Reading from Chemistry,6R,S,,,,,
TGFDATE,D,97,,,Date of G/F reading,8R,S,,,,,
TBENT,D,98,,,Locate Bent Reading from Chemistry,6R,S,,,,,
TBENTDATE,D,99,,,Date of Bent reading,8R,S,,,,,
TYEAST,D,100,,,Locate YEAST Reading from Chemistry,6R,S,,,,,
TYEASTDATE,D,101,,,Date of Yeast reading,8R,S,,,,,
TYEASTREAD,D,102,,,Locate Yeast Reading from Chemistry Analysis,6T,S,,,,,
TYST,D,103,,,Locate Yeast Reading from Chemistry,6R,S,,,,,
TYSTDATE,D,104,,,Date of Yeast reading,8R,S,,,,,
TBE,D,105,,,Locate Be Reading from Chemistry,6R,S,,,,,
TBEDATE,D,106,,,Date of Be reading,8R,S,,,,,
TCNOTE.MADATE,D,107,,,Date of actual action of the cellar note - sub valued in line with TCNOTE,8R,S,,,,,
TMALATEDATE,D,108,,,Date of Malate reading,8R,S,,,,,
TTADATE,D,109,,,Date of TA reading,8R,S,,,,,
TTS02DATE,D,110,,,Date of TS02 reading,8R,S,,,,,
TRSDATE,D,111,,,Date of RS reading,8R,S,,,,,
TLALS,D,112,,,LAL'S,9R,S,,,,,
TLALS20,D,113,,,LAL'S at 20c,9R,S,,,,,
TCHEMPERC,D,114,,,Percentage relevance of chem result,6R,M,,,,,
TAAN,D,115,,,Locate AAN Reading from Chemistry,6R,S,,,,,
TAANDATE,D,116,,,Date of AAN reading,8R,S,,,,,
TD02,D,117,,,Locate D02 Reading from Chemistry,6R,S,,,,,
TD02DATE,D,118,,,Date of D02 reading,8R,S,,,,,
TNH4DATE,D,119,,,Date of NH4 reading,8R,S,,,,,
TEMP,D,120,,,Temp,6R,S,,,,,
TEMPDATE,D,121,,,Date of temperature reading,8R,S,,,,,
T%VIAB,D,122,,,Locate %Viab Reading from Chemistry,6R,S,,,,,
T%VIABDATE,D,123,,,Date of %Viab reading,8R,S,,,,,
TBEALL,D,124,,,All Be results,6R,M,,,,,
TBEDALL,D,125,,,All Be Dates,8R,M,,,,,
TBEALLT,D,126,,,All Be times,8R,M,,,,,
TTEALL,D,127,,,All Temp results,6R,M,,,,,
TTEDALL,D,128,,,All Temp Dates,8R,M,,,,,
TTEALLT,D,129,,,All Temp times,8R,M,,,,,
JK.TCNOTE.MADATE,D,130,,,Date of actual action of the cellar note - sub valued in line with TCNOTE,8R,M,,,,,
T%BUDSDATEREG,D,131,,,Reg. Date of %Buds reading,8R,S,,,,,
T%MOISTDATEREG,D,132,,,Reg. Date of %Moist reading,8R,S,,,,,
T%SOLIDDATEREG,D,133,,,Reg. Date of %Solid reading,8R,S,,,,,
T%VIABDATEREG,D,134,,,Reg. Date of %Viab reading,8R,S,,,,,
T3WEEDATEREG,D,135,,,Reg. Date of -3/WEE reading,8R,S,,,,,
TA280DATEREG,D,136,,,Reg. Date of A280 reading,8R,S,,,,,
TA420DATEREG,D,137,,,Reg. Date of A420 reading,8R,S,,,,,
TA430DATEREG,D,138,,,Reg. Date of A430 reading,8R,S,,,,,
TA500DATEREG,D,139,,,Reg. Date of A500 reading,8R,S,,,,,
TA520DATEREG,D,140,,,Reg. Date of A520 reading,8R,S,,,,,
TAANDATEREG,D,141,,,Reg. Date of AAN reading,8R,S,,,,,
TACETATDATEREG,D,142,,,Reg. Date of Acetat reading,8R,S,,,,,
TACETICDATEREG,D,143,,,Reg. Date of Acetic reading,8R,S,,,,,
TALCDATEREG,D,144,,,Reg. Date of Alc reading,8R,S,,,,,
TALCDDATEREG,D,145,,,Reg. Date of ALC/D reading,8R,S,,,,,
TALCGCDATEREG,D,146,,,Reg. Date of ALC/GC reading,8R,S,,,,,
TALCINDATEREG,D,147,,,Reg. Date of ALC/IN reading,8R,S,,,,,
TALCLCDATEREG,D,148,,,Reg. Date of ALC/LC reading,8R,S,,,,,
TALDDATEREG,D,149,,,Reg. Date of ALD reading,8R,S,,,,,
TALPHADATEREG,D,150,,,Reg. Date of Alpha reading,8R,S,,,,,
TANIONSDATEREG,D,151,,,Reg. Date of ANIONS reading,8R,S,,,,,
TAPIDATEREG,D,152,,,Reg. Date of Api reading,8R,S,,,,,
TASCDATEREG,D,153,,,Reg. Date of Asc reading,8R,S,,,,,
TASHDATEREG,D,154,,,Reg. Date of Ash reading,8R,S,,,,,
TBACTDATEREG,D,155,,,Reg. Date of Bact reading,8R,S,,,,,
TBEDATEREG,D,156,,,Reg. Date of Be reading,8R,S,,,,,
TBENTDATEREG,D,157,,,Reg. Date of Bent reading,8R,S,,,,,
TBRIXDATEREG,D,158,,,Reg. Date of Brix reading,8R,S,,,,,
TCADATEREG,D,159,,,Reg. Date of Ca reading,8R,S,,,,,
TCARBFDATEREG,D,160,,,Reg. Date of CARBF reading,8R,S,,,,,
TCASFDATEREG,D,161,,,Reg. Date of CASF reading,8R,S,,,,,
TCATALDATEREG,D,162,,,Reg. Date of Catal reading,8R,S,,,,,
TCATDATEREG,D,163,,,Reg. Date of CAT reading,8R,S,,,,,
TCHEESFDATEREG,D,164,,,Reg. Date of CHEESF reading,8R,S,,,,,
TCHEM.IDATEREG,D,165,,,Reg. Date of Chem I reading,8R,S,,,,,
TCHEMIIDATEREG,D,166,,,Reg. Date of ChemII reading,8R,S,,,,,
TCITRATDATEREG,D,167,,,Reg. Date of Citrat reading,8R,S,,,,,
TCITRICDATEREG,D,168,,,Reg. Date of CITRIC reading,8R,S,,,,,
TCLDATEREG,D,169,,,Reg. Date of CL reading,8R,S,,,,,
TCLINIDATEREG,D,170,,,Reg. Date of Clini reading,8R,S,,,,,
TCLTYDATEREG,D,171,,,Reg. Date of Clty reading,8R,S,,,,,
TCNDATEREG,D,172,,,Reg. Date of Cn reading,8R,S,,,,,
TCOL460DATEREG,D,173,,,Reg. Date of COL460 reading,8R,S,,,,,
TCOL580DATEREG,D,174,,,Reg. Date of COL580 reading,8R,S,,,,,
TCOLDDATEREG,D,175,,,Reg. Date of Cold reading,8R,S,,,,,
TCOLDENDATEREG,D,176,,,Reg. Date of Colden reading,8R,S,,,,,
TCOLDTDATEREG,D,177,,,Reg. Date of Cold/T reading,8R,S,,,,,
TCOLDVDATEREG,D,178,,,Reg. Date of Cold/V reading,8R,S,,,,,
TCOLIFMDATEREG,D,179,,,Reg. Date of COLIFM reading,8R,S,,,,,
TCOLOURDATEREG,D,180,,,Reg. Date of Colour reading,8R,S,,,,,
TCOMDATEREG,D,181,,,Reg. Date of COM reading,8R,S,,,,,
TCPDATEREG,D,182,,,Reg. Date of Cp reading,8R,S,,,,,
TCUDATEREG,D,183,,,Reg. Date of Cu reading,8R,S,,,,,
TCUFDATEREG,D,184,,,Reg. Date of CUF reading,8R,S,,,,,
TD02DATEREG,D,185,,,Reg. Date of D02 reading,8R,S,,,,,
TDC02DATEREG,D,186,,,Reg. Date of DC02 reading,8R,S,,,,,
TDENSDATEREG,D,187,,,Reg. Date of DENS reading,8R,S,,,,,
TDIPDATEREG,D,188,,,Reg. Date of DIP reading,8R,S,,,,,
TEGGFDATEREG,D,189,,,Reg. Date of EGGF reading,8R,S,,,,,
TEXRACTDATEREG,D,190,,,Reg. Date of Exract reading,8R,S,,,,,
TFEDATEREG,D,191,,,Reg. Date of Fe reading,8R,S,,,,,
TFILLHTDATEREG,D,192,,,Reg. Date of Fillht reading,8R,S,,,,,
TFLOCCDATEREG,D,193,,,Reg. Date of Flocc reading,8R,S,,,,,
TFLTABDATEREG,D,194,,,Reg. Date of FltAb reading,8R,S,,,,,
TFNADATEREG,D,195,,,Reg. Date of FNA reading,8R,S,,,,,
TFRUCTDATEREG,D,196,,,Reg. Date of Fruct reading,8R,S,,,,,
TFS02DATEREG,D,197,,,Reg. Date of FS02 reading,8R,S,,,,,
TFTHAWDATEREG,D,198,,,Reg. Date of FTHAW reading,8R,S,,,,,
TFVTDATEREG,D,199,,,Reg. Date of Fvt reading,8R,S,,,,,
TGELFDATEREG,D,200,,,Reg. Date of GELF reading,8R,S,,,,,
TGFDATEREG,D,201,,,Reg. Date of G/F reading,8R,S,,,,,
TGLUCDATEREG,D,202,,,Reg. Date of Gluc reading,8R,S,,,,,
TGLYCDATEREG,D,203,,,Reg. Date of Glyc reading,8R,S,,,,,
TGRAMDATEREG,D,204,,,Reg. Date of Gram reading,8R,S,,,,,
TH2SDATEREG,D,205,,,Reg. Date of H2S reading,8R,S,,,,,
THEATDATEREG,D,206,,,Reg. Date of Heat reading,8R,S,,,,,
THEATTDATEREG,D,207,,,Reg. Date of Heat/T reading,8R,S,,,,,
THEATVDATEREG,D,208,,,Reg. Date of Heat/V reading,8R,S,,,,,
THMETALDATEREG,D,209,,,Reg. Date of HMETAL reading,8R,S,,,,,
THUEDATEREG,D,210,,,Reg. Date of Hue reading,8R,S,,,,,
TION.ANDATEREG,D,211,,,Reg. Date of Ion An reading,8R,S,,,,,
TK2S04DATEREG,D,212,,,Reg. Date of K2S04 reading,8R,S,,,,,
TKDATEREG,D,213,,,Reg. Date of K reading,8R,S,,,,,
TKSPKHTDATEREG,D,214,,,Reg. Date of KspKht reading,8R,S,,,,,
TLACASEDATEREG,D,215,,,Reg. Date of LACASE reading,8R,S,,,,,
TLACTICDATEREG,D,216,,,Reg. Date of LACTIC reading,8R,S,,,,,
TLAGDATEREG,D,217,,,Reg. Date of Lag reading,8R,S,,,,,
TLALCDATEREG,D,218,,,Reg. Date of L/Alc reading,8R,S,,,,,
TMALATEDATEREG,D,219,,,Reg. Date of Malate reading,8R,S,,,,,
TMATDATEREG,D,220,,,Reg. Date of MAT reading,8R,S,,,,,
TMDGDATEREG,D,221,,,Reg. Date of MDG reading,8R,S,,,,,
TMETHODATEREG,D,222,,,Reg. Date of METHO reading,8R,S,,,,,
TMGDATEREG,D,223,,,Reg. Date of Mg reading,8R,S,,,,,
TMICRODATEREG,D,224,,,Reg. Date of Micro reading,8R,S,,,,,
TMILFDATEREG,D,225,,,Reg. Date of MILF reading,8R,S,,,,,
TMLFDATEREG,D,226,,,Reg. Date of MLF reading,8R,S,,,,,
TMNDATEREG,D,227,,,Reg. Date of Mn reading,8R,S,,,,,
TMOLSO2DATEREG,D,228,,,Reg. Date of MolSO2 reading,8R,S,,,,,
TMOTILEDATEREG,D,229,,,Reg. Date of Motile reading,8R,S,,,,,
TNACLDATEREG,D,230,,,Reg. Date of Nacl reading,8R,S,,,,,
TNADATEREG,D,231,,,Reg. Date of Na reading,8R,S,,,,,
TNDATEREG,D,232,,,Reg. Date of N reading,8R,S,,,,,
TNEKDIDATEREG,D,233,,,Reg. Date of Nekdi reading,8R,S,,,,,
TNEKLEDATEREG,D,234,,,Reg. Date of Nekle reading,8R,S,,,,,
TNH4DATEREG,D,235,,,Reg. Date of Nh4+ reading,8R,S,,,,,
TOBSCURDATEREG,D,236,,,Reg. Date of Obscur reading,8R,S,,,,,
TP.SORBDATEREG,D,237,,,Reg. Date of P.SORB reading,8R,S,,,,,
TPBDATEREG,D,238,,,Reg. Date of Pb reading,8R,S,,,,,
TPDATEREG,D,239,,,Reg. Date of P reading,8R,S,,,,,
TPECTINDATEREG,D,240,,,Reg. Date of Pectin reading,8R,S,,,,,
TPESTDATEREG,D,241,,,Reg. Date of PEST reading,8R,S,,,,,
TPHADJDATEREG,D,242,,,Reg. Date of PHADJ reading,8R,S,,,,,
TPHAGEDATEREG,D,243,,,Reg. Date of Phage reading,8R,S,,,,,
TPHDATEREG,D,244,,,Reg. Date of pH reading,8R,S,,,,,
TPHENOLDATEREG,D,245,,,Reg. Date of Phenol reading,8R,S,,,,,
TPINK.PDATEREG,D,246,,,Reg. Date of PINK P reading,8R,S,,,,,
TPRESSDATEREG,D,247,,,Reg. Date of Press reading,8R,S,,,,,
TPVFDATEREG,D,248,,,Reg. Date of PVF reading,8R,S,,,,,
TPVTDATEREG,D,249,,,Reg. Date of Pvt reading,8R,S,,,,,
TRSDATEREG,D,250,,,Reg. Date of RS reading,8R,S,,,,,
TSALIDATEREG,D,251,,,Reg. Date of SALI reading,8R,S,,,,,
TSGDATEREG,D,252,,,Reg. Date of SG reading,8R,S,,,,,
TSORBICDATEREG,D,253,,,Reg. Date of Sorbic reading,8R,S,,,,,
TSTERILDATEREG,D,254,,,Reg. Date of Steril reading,8R,S,,,,,
TSUGFDATEREG,D,255,,,Reg. Date of SUGF reading,8R,S,,,,,
TTADATEREG,D,256,,,Reg. Date of TA reading,8R,S,,,,,
TTANNINDATEREG,D,257,,,Reg. Date of TANNIN reading,8R,S,,,,,
TTARTDATEREG,D,258,,,Reg. Date of Tart reading,8R,S,,,,,
TTASTEDATEREG,D,259,,,Reg. Date of Taste reading,8R,S,,,,,
TTATDATEREG,D,260,,,Reg. Date of TAT reading,8R,S,,,,,
TTEMPDATEREG,D,261,,,Reg. Date of Temp reading,8R,S,,,,,
TTERPDATEREG,D,262,,,Reg. Date of TERP reading,8R,S,,,,,
TTOT.ANDATEREG,D,263,,,Reg. Date of Tot An reading,8R,S,,,,,
TTOT.PHDATEREG,D,264,,,Reg. Date of Tot Ph reading,8R,S,,,,,
TTS02DATEREG,D,265,,,Reg. Date of TS02 reading,8R,S,,,,,
TTURBDATEREG,D,266,,,Reg. Date of Turb reading,8R,S,,,,,
TVADATEREG,D,267,,,Reg. Date of VA reading,8R,S,,,,,
TVISCOSDATEREG,D,268,,,Reg. Date of Viscos reading,8R,S,,,,,
TVISUALDATEREG,D,269,,,Reg. Date of Visual reading,8R,S,,,,,
TWEIGHTDATEREG,D,270,,,Reg. Date of Weight reading,8R,S,,,,,
TXTALSDATEREG,D,271,,,Reg. Date of Xtals reading,8R,S,,,,,
TYANDATEREG,D,272,,,Reg. Date of YAN reading,8R,S,,,,,
TYEASTDATEREG,D,273,,,Reg. Date of Yeast reading,8R,S,,,,,
TYSTDATEREG,D,274,,,Reg. Date of Yst reading,8R,S,,,,,
TZNDATEREG,D,275,,,Reg. Date of Zn reading,8R,S,,,,,
TOUTSADDN,D,276,,,List of outstanding Additions for this tank,10L,M,,,,,
FIRST.DATE.WINE,D,277,,,First date of wine in tank,8L,S,,,,,
LAST.DATE.WINE,D,278,,,Last date of wine in tank,8L,S,,,,,
ENDUSE,D,279,,,End Use,1L,S,,,,,
TPHALL,D,280,,,All Ph results,6R,M,,,,,
TPHALLT,D,281,,,All Ph times,8R,M,,,,,
TPHDALL,D,282,,,All Ph Dates,8R,M,,,,,
TTAALL,D,283,,,All TA results,6R,M,,,,,
TTAALLT,D,284,,,All TA times,8R,M,,,,,
TTADALL,D,285,,,All TA Dates,8R,M,,,,,
CRUSH.NOTES,D,286,,,Crush notes traced to tank,13L,M,,,,,
TACETIC,D,287,,,Locate Acetic Reading from Chemistry,6R,S,,,,,
TACETICDATE,D,288,,,Date of Acetic reading,8R,S,,,,,
TYAN,D,289,,,Locate YAN Reading from Chemistry,6R,S,,,,,
ALLBEBATCH,D,290,,,All batch numbers from all chems with BE results,7L,M,,,,,
ALLBETANK,D,291,,,All tank numbers from all chems with BE results,23L,M,,,,,
ALLBEREQDATE,D,292,,,All request dates from all chems with BE results,8R,M,,,,,
ALLBEREQTIME,D,293,,,All request times from all chems with BE results,8R,M,,,,,
TWSVA,D,294,,,Locate WSVA Reading from Chemistry,6R,S,,,,,
TWSVADATE,D,295,,,Date of WSVA reading,8R,S,,,,,
TWSVADATEREG,D,296,,,Reg. Date of WSVA reading,8R,S,,,,,
ALLGFREQDATE,D,297,,,All request dates from all chems with GF results,8R,M,,,,,
ALLGFREQTIME,D,298,,,All request times from all chems with GF results,8R,M,,,,,
ALLMALATEREQDATE,D,299,,,All request dates from all chems with MALATE results,8R,M,,,,,
ALLMALATEREQTIME,D,300,,,All request times from all chems with MALATE results,8R,M,,,,,
ALLPHREQDATE,D,301,,,All request dates from all chems with PH results,8R,M,,,,,
ALLPHREQTIME,D,302,,,All request times from all chems with PH results,8R,M,,,,,
ALLRSREQDATE,D,303,,,All request dates from all chems with RS results,8R,M,,,,,
ALLRSREQTIME,D,304,,,All request times from all chems with RS results,8R,M,,,,,
ALLTAREQDATE,D,305,,,All request dates from all chems with TA results,8R,M,,,,,
ALLTAREQTIME,D,306,,,All request times from all chems with TA results,8R,M,,,,,
TGFALL,D,307,,,All GF results,6R,M,,,,,
TGFALLT,D,308,,,All GF times,8R,M,,,,,
TGFDALL,D,309,,,All GF Dates,8R,M,,,,,
TMALATEALL,D,310,,,All MALATE results,6R,M,,,,,
TMALATEALLT,D,311,,,All MALATE times,8R,M,,,,,
TMALATEDALL,D,312,,,All MALATE Dates,8R,M,,,,,
TRSALL,D,313,,,All RS results,6R,M,,,,,
TRSALLT,D,314,,,All RS times,8R,M,,,,,
TRSDALL,D,315,,,All RS Dates,8R,M,,,,,
ALLMALATEBATCH,D,316,,,All batch numbers from all chems with MALATE results,7L,M,,,,,
ALLMALATETANK,D,317,,,All tank numbers from all chems with MALATE results,23L,M,,,,,
ALLRSBATCH,D,318,,,All batch numbers from all chems with RS results,7L,M,,,,,
ALLRSTANK,D,319,,,All tank numbers from all chems with RS results,23L,M,,,,,
ALLTEMPBATCH,D,320,,,All batch numbers from all chems with temp results,7L,M,,,,,
ALLTEMPTANK,D,321,,,All tank numbers from all chems with TEMP results,23L,M,,,,,
ALLWSMALOBATCH,D,322,,,All batch numbers from all chems with WSMALO results,7L,M,,,,,
ALLWSMALOTANK,D,323,,,All tank numbers from all chems with WSMALO results,23L,M,,,,,
ALLWSMALOREQDATE,D,324,,,All request dates from all chems with WSMALO results,8R,M,,,,,
ALLWSMALOREQTIME,D,325,,,All request times from all chems with WSMALO results,8R,M,,,,,
TWSMALO,D,326,,,Locate WSMALO Reading from Chemistry,6R,S,,,,,
TWSMALOALL,D,327,,,All WSMALO results,6R,M,,,,,
TWSMALOALLT,D,328,,,All WSMALO times,8R,M,,,,,
TWSMALODALL,D,329,,,All WSMALO Dates,8R,M,,,,,
TWSMALODATE,D,330,,,Date of WSMALO reading,8R,S,,,,,
TWSMALODATEREG,D,331,,,Reg. Date of WSMALO reading,8R,S,,,,,
TCNOTE.ADDCD,D,332,,,Addition code if TCNOTE is an addition,4L,M,,,,,
TCNOTE.ADDDESC,D,333,,,Addition description if TCNOTE is an addition,30L,M,,,,,
TCNOTE.ADDQTY,D,334,,,Addition quantity date if TCNOTE is an addition,10R,M,,,,,
TCNOTE.ADDUOM,D,335,,,Addition UOM if TCNOTE is an addition,2L,M,,,,,
TCNOTE.MEDATE,D,336,,,Addition completion date if TCNOTE is an addition,8R,M,,,,,
TCNOTE.ADDTANK,D,337,,,Addition tank if TCNOTE is an addition,6L,M,,,,,
TCNOTE.ADDBATCH,D,338,,,Addition batch if TCNOTE is an addition,7L,M,,,,,
TCNOTE.ADDNOTE,D,339,,,Addition note if TCNOTE is an addition,13L,M,,,,,
OBS,D,340,,,Spirit Obs,7L,S,,,,,
HYD,D,341,,,Spirit Tank Hyd,7L,S,,,,,
TDIW,D,342,,,Date in Wood (for Brandy),8R,S,,,,,
LAST.CNOTE.DATE,D,343,,,Last Cellar Note Operation Date,8R,S,,,,,
LAST.CNOTE,D,344,,,Last Cellar Note of Tank,6R,S,,,,,
CORR.LITRES,D,345,,,Corrected litres at 20 degrees,10R,S,,,,,
TMLF,D,346,,,Locate MLF Reading from Chemistry,6R,S,,,,,
TMLFDATE,D,347,,,Date of MLF reading,8R,S,,,,,
ALLTEMPREQDATE,D,348,,,All request dates from all chems with Temp results,8R,M,,,,,
LAL.VAL,D,349,,,LALS @ 20 MULTIPLED BY STD TOT COST,10R,S,,,,,
TBRETTV,D,350,,,Locate BRETTV Reading from Chemistry,6R,S,,,,,
TBRETTVDATE,D,351,,,Date of BRETTV reading,8R,S,,,,,
T4EP,D,352,,,Locate 4EP Reading from Chemistry,6R,S,,,,,
T4EPDATE,D,353,,,Date of 4EP reading,8R,S,,,,,
ADDN.CODES,D,354,,,Addition Codes,25L,M,,,,,
T4EG,D,355,,,Locate 4EG Reading from Chemistry,6R,S,,,,,
T4EGDATE,D,356,,,Date of 4EG reading,8R,S,,,,,
TYANALL,D,357,,,All YAN results,6R,M,,,,,
TBEDLAST3,D,358,,,Last three Be dates,8R,M,,,,,
TBELAST3,D,359,,,Last three Be results,6L,M,,,,,
TTEDLAST3,D,360,,,Last three Temp dates,8L,M,,,,,
TTELAST3,D,361,,,Last three temp results,6L,M,,,,,
TBRINE,D,362,,,Locate BRINE Reading from Chemistry,6R,S,,,,,
TBRINEDATE,D,363,,,Date of BRINE reading,8R,S,,,,,
TBRINEDATEREG,D,364,,,Reg. Date of BRINE reading,8R,S,,,,,
CONT.TANK.CODE,D,365,,,Contractor Tank Code,10L,S,,,,,
R%%BUDS,D,366,,,%Buds % Rel,6R,S,,,,,
R%%MOIST,D,367,,,%Moist % Rel,6R,S,,,,,
