# Grange file: PODETAIL,source: winemaking.xlsm/POD,downloaded: 2023-06-14
Field Name,Type,Field No,Field Definition,Conversion Code,Column Heading,Output Format,Depth,Assoc,DESC,Key,Examples,Comment
GAIN.MOV,I,,IF GAIN.FLAG = 1 THEN TTVOLM ELSE 0,MD10P,Vol,10R,M,TO.TANKS,VOLUME ON OPS WITH A GAIN,,,
GENERIC,I,,"TRANS(BWALLOC.HOLD,FROM.TANKS,GENERIC,'X')",,Gen,3L,M,FROM.TANKS,Generic codes allocated,,,
LOSS,I,,IF GAIN.FLAG = 0 THEN GAIN.LOSS ELSE 0,MD10P,LOSS,10R,S,,LOSS,,,
LOSS.MOV,I,,IF GAIN.FLAG = 0  THEN TTVOLM ELSE 0,MD10P,Vol,10R,M,TO.TANKS,VOLUME ON OPS WITH A LOSS,,,
MACTIV,I,,"SUBR('*PBWI822',@ID,1)",,ACTIVITY,1L,S,,Chit activity code,,,
MADESCP,I,,"SUBR('*PBWI822',@ID,34)",,Add Desc,40L,S,,Additive description,,,
MAST.OPCD,I,,"TRANS(MOPS,MOPCD,MAST.OPCD,'X')",,,3R,S,,Lookup of master op code,,,
MCOMMENT,I,,"SUBR('*PBWI822',@ID,10)",,Comment,30T,S,,User comment for cellar note,,,
MCUSTL,I,,"SUBR('*PBWI822',@ID,27)",,Customer,40L,S,,Customer,,,
MDOCKET,I,,"TRANS(GRDOCKET,CNOTE,'MDOCKET','X')",,G/RECPT,8L,M,DOCKET.QTY,Grape Receipt Dockets attached to this Crush Note,,,
MFBLEND,I,,"SUBR('*PBWI822',@ID,13)",,From Blend,12L,M,FROM.TANKS,Chit from tank blend,,,
MFCNOTE,I,,"SUBR(SUBR.PENBW:'PBWI822',@ID,12)",,Previous,13L,M,FROM.TANKS,FROM tank previous CHIT number,,,
MFVOL,I,,"SUBR('*PBWI822',@ID,17)",MD10P,From Vol B4,10R,M,FROM.TANKS,Chit from tank vol B4,,,
MFVOLA,I,,"SUBR('*PBWI822',@ID,57)",MD10P,From Vol,10R,M,FROM.TANKS,Chit from tank AFTER VOL,,,
MOPCD,I,,"SUBR('*PBWI822',@ID,5)",,OPER,5L,S,,Operation identification code,,,
MOPCD.DESC,I,,"TRANS(MOPS,MOPCD,ODESCP,'X')",,Operation Code Desc,30L,S,,OPERATION CODE DESCRIPTION,,,
MPONOS,I,,"SUBR('*PBWI822',@ID,72)",,P/O NOS,10R,M,PURWINE,Purchase Order Number that wine was purchased on,,,
MTBLEND,I,,"SUBR('*PBWI822',@ID,20)",,To Blend,12L,M,TO.TANKS,CHIT TO TANK BLEND,,,
MTCNOTE,I,,"SUBR(SUBR.PENBW:'PBWI822',@ID,19)",,Next,13L,M,TO.TANKS,TO tank previous CHIT number,,,
MTRBLEND,I,,"SUBR('*PBWI822',@ID,66)",,TRUCK BLENDS,12L,M,TRUCK.NOS,Truck Blends for Stock Movement Notes,,,
MTRLITRES,I,,"SUBR('*PBWI822',@ID,67)",MD10P,Truck,10R,M,TRUCK.NOS,TRUCK LITRES,,,
MTVOL,I,,"SUBR('*PBWI822',@ID,24)",MD10P,To Vol B4,10R,M,TO.TANKS,Chit to tank vol B4,,,
MTVOLA,I,,"SUBR('*PBWI822',@ID,58)",MD10P,To Vol,10R,M,TO.TANKS,Chit to tank vol after,,,
NUM.TO.CST,I,,"DCOUNT(AF.VAR,@VM)",,Num.,3R,S,,Number of to tank cost values,,,
NUM.TO.TANKS,I,,"DCOUNT(TO.TANKS,@VM)",,Num.,3R,S,,Number of to tanks,,,
OPS.ACCT,I,,"UV.ACCOUNT[3,3]:'.OPSMOVE'",,OPSMOVE,10L,S,,,,,
OPT.DESP,I,,"RAISE( TRANS(CONTROL,'OPT.DESP',OPCODES,'X') )",,Despatch,4L,M,OPCODES,All despatch operation codes,,,
OPU.CRUSH,I,,"TRANS(CONTROL,'OPU.CRUSH',1 ,'X')",,CRUSH,4L,M,OPCD,Crushnote op codes,,,
PROCESS.KEY,I,,MADATE:'\':MATIME:'\':WINERY.CODE:'\':@ID,,Process,30L,S,,Key required for processing by PBWZ188,,,
RE-COST.TOT.CST,I,,"SUBR(SUBR.PENBW:'PBWI1056',@ID,MTBLEND)",MD40P,Re-cost,7R,M,TO.TANKS,Receipt chit to tank re-cost total standard cost,,,
RE-COST.TOT.CST0,I,,"SUBR(SUBR.PENBW:'PBWI1056',@ID,MTBLEND) ;@+0",MD40P,Re-cost,7R,M,TO.TANKS,Receipt chit to tank re-cost total standard cost,,,
RE-COST.VAL,I,,RECPT.VAL.RE-COST - RECPT.VAL,MD20P,Re-cost,12R,M,TO.TANKS,Re-cost value,,,
RECPT.VAL,I,,AF.TOT * TTVOLM,MD20P,Receipt,12R,M,TO.TANKS,value of wine at receipt cost,,,
RECPT.VAL.RE-COST,I,,RE-COST.TOT.CST * TTVOLM,MD20P,Receipt,12R,M,TO.TANKS,value of wine on receipt chit after re-cost,,,
SRP,I,,"SUBR(SUBR.PENBW:'PBWZ1040',UV.ACCOUNT)",,SRP,1L,S,,record is for an ex SRP site,,,
T.GRADE.LEVEL,I,,"RAISE(TRANS(BWALLOC.OPSMOVE,CNOTE,'TQUALITY','X'))",,To,2L,M,TO.TANKS,TO GRADE LEVEL,,,
TGENERIC,I,,"TRANS(BWALLOC.OPSMOVE,@ID,'TGENERIC','X')",,To Tank,3L,M,TT,"To tanks generic codes (allocations) - subvalued, corresponds with",,,
TO.ILEVEL,I,,"SUBR('!SUBSTRINGS',MTBLEND,1,1)",,T,1L,M,TO.TANKS,TO INVENTORY LEVEL,,,
TOT.CST.CHG,I,,TTAFT.STD.TOT.CST - FTB4.STD.TOT.CST,MD40P,Cost,7R,M,FROM.TANKS,Change in total cost/Ltr,,,
TOT.VAL.CHG,I,,TOT.CST.CHG * MFVOL,MD20P,Value,12R,M,FROM.TANKS,Total Value Change,,,
TOT.VAL.CHGTO,I,,TOT.CST.CHG * MTVOLA,MD20P,To,12R,M,TO.TANKS,Total Value Change using to after volume,,,
TTVOLM,I,,"SUBR('*PBWI822',@ID,87);@1+0",MD10P,To Vol,10R,M,TO.TANKS,Chit to tank volume moved,,,
TYPE.CODE,I,,"TRANS(MOPS,MOPCD,TYPE.CODE,'X')",,Typ,1R,S,,type code for the operation from MOPS,,,
UPD.BY.PROG,I,,"TRANS(OPSMOVE,@ID,'UPD.BY.PROG','X')",,Updated,7L,M,,List of programs that have updated this record,,,
UPDATE.CODE,I,,"TRANS(MOPS,MOPCD,UPDATE.CODE,'X')",,Upd,1R,S,,operation update code from MOPS,,,
UPDATED.QTY,I,,"SUBR('*PBWI822',@ID,75)",,Purch,8R,M,PURWINE,Litres update from purchase orders,,,
USER.CODE,I,,"@ID[1,3]",,USER CODE,3L,S,,FIRST 3 CHARS,,,
USERID,I,,"TRANS(OPSMOVE,@ID,'USERID','X')",,USER ID,10L,S,,User Identification,,,
WK.ORDER,I,,"SUBR('*PBWI822',@ID,117)",,Bot Work Ord,10R,M,,Bottling work order,,,
@LPTR,PH,,MADATE TO.TANKS UV.ACCOUNT LAST.UPD.DATE LAST.UPD.TIME MATIME WINERY.CODE,,,,,,,,,
JK.LIST,PH,,MADATE FROM.TANKS FTB4.STD.VAR.CST FTB4.STD.TOT.CST TO.TANKS TTAFT.STD.VAR.CST,,,,,,,,,
DEFINE.NEXT.ATTR,X,,13,,,,,,,,,
