# Grange file: SUMCOMP.CN,source: winemaking.xlsm/SCN,downloaded: 2025-06-04
Field Name,Type,Field No,Field Definition,Conversion Code,Column Heading,Output Format,Depth,Assoc,DESC,Key,Examples,Comment
FA.VOLUMES,D,11,,MD10P,AFTER FROM TANKS VOL.,8R,M,AFTER.FROM,After From Tanks Volumes,,,
SCAFT.LITRES,D,11,,MD10P,AFTER LITRES,8R,M,SCOMP,After tank litres,,,
FA.TONNES,D,12,,MD10P,AFTER FROM TANKS TON.,8R,M,AFTER.FROM,After From Tanks Tonnes,,,
SCAFT.TONNES,D,12,,MD10P,AFTER TONNES,8R,M,SCOMP,After tank Tonnes,,,
BLENDS,D,13,,,ACTUAL C/N BLEND,12T,M,ACTUAL,Actual Cellar Note Blend,,,
FT.TT.MOVED,D,13,,MD10P,FROM TANK VOL MOVED,9R,S,,From Tank Volume Moved,,,
VOLUMES,D,14,,MD10P,ACTUAL C/N VOL,8R,M,ACTUAL,Actual Cellar Note Volumes,,,
TONNES,D,15,,MD10P,ACTUAL C/N TONNES,8R,M,ACTUAL,Actual Cellar Note Tonnes,,,
TB.TANKS,D,16,,,INITIAL B4  TO TANKS,5T,M,INITIAL.TO,Initial B4 To Tanks,,,
TB.BLENDS,D,17,,,INITIAL B4 TO TANKS BLENDS,12T,M,INITIAL.TO,Initial B4 To Tanks Blends,,,
TB.VOLUMES,D,18,,MD10P,INITIAL B4 TO TANKS VOLUMES,8R,M,INITIAL.TO,Initial B4 To Tanks Volumes,,,
TB.TONNES,D,19,,MD10P,INITIAL B4 TO TANKS TONNES,8R,M,INITIAL.TO,Initial B4 To Tanks Tonnes,,,
TT.TOT.MOVED,D,19,,MD10P,TO TANK VOL MOVED,9R,S,,To Tank Volume Moved,,,
TA.TANKS,D,20,,,AFTER TO TANKS,5T,M,AFTER.TO,After To Tanks,,,
TA.BLENDS,D,21,,,AFTER TO TANKS SOURCE/BLEND,12T,M,AFTER.TO,After To Tanks Source/Blend,,,
TA.VOL.RAW,D,22,,,AFTER TO TANKS VOL,8R,M,AFTER.TO,After To Tanks Volume,,,
TA.VOLUMES,D,22,,MD10P,AFTER TO TANKS VOL,8R,M,AFTER.TO,After To Tanks Volume,,,
TA.VOLUMES.RAW,D,22,,,AFTER TO TANKS VOL,10R,M,AFTER.TO,After To Tanks Volume,,,
TA.TONNES,D,23,,MD10P,AFTER TO TANKS TON,8R,M,AFTER.TO,After To Tanks Tonnes,,,
MADATE,D,24,,D2/,DATE UPDATED,8R,S,,Date Cellar Note Updated,,,
MADATE.E,D,24,,D4/E,DATE UPDATED,10R,S,,Date Cellar Note Updated,,,
FB.CARTVAL,D,25,,MD20P,INITIAL B4  FROM TANKS CART VAL,9R,M,INITIAL.FROM,Initial B4 From Tanks Cartage Value,,,
FA.CARTVAL,D,26,,MD20P,AFTER FROM TANKS CART VAL,9R,M,AFTER.FROM,After From Tanks Cartage Value,,,
CARTVAL,D,27,,MD20P,ACTUAL C/N CART VAL,9R,M,ACTUAL,Actual Cellar Note Cartage Value,,,
TB.CARTVAL,D,28,,MD20P,INITIAL B4 TO TANKS CART VAL,9R,M,INITIAL.TO,Initial B4 To Tanks Cartage Value,,,
TA.CARTVAL,D,29,,MD20P,AFTER TO TANKS CART VAL,9R,M,AFTER.TO,After To Tanks Cartage Value,,,
WINERY.LOC,D,30,,,WINERY LOC,2L,S,,Location of Creating Winery,,,
TA.CONS,D,31,,,C,1L,M,AFTER.TO,'*' if corresponding TO tank had its summary composition consolidated,,,
FT.ADD,D,32,,,Additive F/Tanks,5L,M,FT.ADD,From tanks for associated additive information,,,
FT.ADD.CODE.B4,D,33,,,FT B4 Add,4L,M,FT.ADD,From tank additive codes before chit,,,
FT.ADD.QTY.B4,D,34,,MD60P,FT B4 AD Quantity,8R,M,FT.ADD,From tank additive quantities,,,
FT.ADD.LOT.B4,D,35,,,FT B4 AD Lot Nos,8R,M,FT.ADD.LOT,From tank additive lot numbers before chit,,,
FT.ADD.CODE.AFT,D,36,,,FT AFT Add,4L,M,FT.ADD,From tank additive codes after chit,,,
FT.ADD.QTY.AFT,D,37,,MD60P,FT AFT AD Quantity,8R,M,FT.ADD,From tank additive quantities after chit,,,
FT.ADD.LOT.AFT,D,38,,,FT AFT Lot Nos,8R,M,FT.ADD.LOT,From tank additive lot numbers after chit,,,
MX.ADD.CODE,D,39,,,Mix Add,4L,M,MX.ADD,Additive codes in the mix,,,
MX.ADD.QTY,D,40,,MD40P,Mix AD Quantity,8R,M,MX.ADD,Additive quantities in the mix,,,
MX.ADD.LOT,D,41,,,MIX AD Lot Nos,8R,M,MX.ADD.LOT,Additive lot numbers in the mix,,,
TT.ADD,D,42,,,Additive T/Tanks,5L,M,TT.ADD,To tanks for associated additive information,,,
TT.ADD.CODE.B4,D,43,,,TT B4 Add,4L,M,TT.ADD,To tank additive codes before chit,,,
TT.ADD.QTY.B4,D,44,,MD40P,TT B4 AD Quantity,8R,M,TT.ADD,To tank additive quantities,,,
TT.ADD.LOT.B4,D,45,,,TT B4 AD Lot Nos,8R,M,TT.ADD.LOT,To tank additive lot numbers before chit,,,
TT.ADD.CODE.AFT,D,46,,,TT AFT Add,4L,M,TT.ADD,To tank additive codes after chit,,,
TT.ADD.QTY.AFT,D,47,,MD40P,TT AFT AD Quantity,8R,M,TT.ADD,To tank additive quantities after chit,,,
TT.ADD.LOT.AFT,D,48,,,TT AFT Lot Nos,8R,M,TT.ADD.LOT,To tank additive lot numbers after chit,,,
FT.MAST.TANKS,D,49,,,,5L,M,FT.MAST,Process history From tanks,,,
FB.MAST.PHIST.KEY,D,50,,,,15L,M,FT.MAST,Before From tanks Process history key of Master Opcode:'*':Date:'*':Time,,,
FB.MAST.VOL,D,51,,MD10P,,8R,M,FT.MAST,Before From tanks process history volume,,,
FA.MAST.PHIST.KEY,D,52,,,,15L,M,FT.MAST,After From tank Process history key of Master Opcode:'*':Date:'*':Time,,,
FA.MAST.VOL,D,53,,MD10P,,8R,M,FT.MAST,After From tank process history volume,,,
TT.MAST.TANKS,D,54,,,,5L,M,TT.MAST,Process history To tanks,,,
TB.MAST.PHIST.KEY,D,55,,,,15L,M,TT.MAST,Before To Tanks process history key of Master Opcode:'*':Date:'*':Time,,,
TB.MAST.VOL,D,56,,MD10P,,8R,M,TT.MAST,Before To Tanks Process history volume,,,
TA.MAST.PHIST.KEY,D,57,,,,15L,M,TT.MAST,After To Tanks Process history key of Master Opcode:'*':Date:'*':Time,,,
TA.MAST.VOL,D,58,,MD10P,,8R,M,TT.MAST,After To Tanks process history volume,,,
FT.PH.TVOL,D,59,,MD10P,,8R,M,FT.MAST,Tank volume present during a single sided From tank operation generating an new process history (needed to calc % for enquiries),,,
FT.ADD.LOT.QTY.B4,D,60,,MD40P,FT Add Lot Qty B4,10R,M,FT.ADD.LOT,From tank additive lot quantity before,,,
FT.ADD.LOT.QTY.AFT,D,61,,MD40P,FT Add Lot Qty After,10R,M,FT.ADD.LOT,From tank additive lot quantity after,,,
MX.ADD.LOT.QTY,D,62,,MD40P,Mix Add Lot Quantity,10R,M,MX.ADD.LOT,Mix additive lot quantity,,,
TT.ADD.LOT.QTY.B4,D,63,,MD40P,TT Add Lot Qty B4,10R,M,TT.ADD.LOT,To tank additive lot quantity before,,,
TT.ADD.LOT.QTY.AFT,D,64,,MD40P,TT Add Lot Qty After,10R,M,TT.ADD.LOT,To tank additive lot quantity after,,,
SWA.FT,D,65,,,,6L,M,SWA.FT,SWA from tanks,,,
SWA.FT.LITRES.B4,D,66,,MD10P,,10R,M,SWA.FT,SWA litres before,,,
SWA.FT.LITRES.AFT,D,67,,MD10P,,10R,M,SWA.FT,SWA litres after,,,
SWA.MIX.LITRES,D,68,,MD10P,,10R,S,,SWA mix litres,,,
SWA.TT,D,69,,,,6L,M,SWA.TT,SWA To tanks,,,
SWA.TT.LITRES.B4,D,70,,MD10P,,10R,M,SWA.TT,SWA to tank litres before,,,
SWA.TT.LITRES.AFT,D,71,,MD10P,,10R,M,SWA.TT,SWA to tank litres after,,,
COLOUR,I,,"TRANS(MVARIETY,VARIETY,COLOUR,'X')",,COLOR DESC,5,S,,Colour Code,,,
DESC,I,,"TRANS(MADD,FT.ADD.CODE.B4,'DESC','X')",,DESCRIPTION,40L,M,FT.ADD,Description of stock items,,,
FA.MAST.DATE,I,,"SUBR('!FIELDS',FA.MAST.PHIST.KEY,'*',2)",D2/,,8R,M,FT.MAST,After From tank Master operation date,,,
FA.MAST.OPCD,I,,"SUBR('!FIELDS',FA.MAST.PHIST.KEY,'*',1)",,,3R,M,FT.MAST,After From tank Master operation codes,,,
FA.MAST.TIME,I,,"SUBR('!FIELDS',FA.MAST.PHIST.KEY,'*',3)",MT,,5R,M,FT.MAST,After From tank Master operation time,,,
FB.CLIMATE,I,,"SUBR('!SUBSTRINGS',FB.BLENDS,5,3) ; TRANS('SOURCE',@,'CLIMATE','X')",,INITIAL B4  FROM TANKS SOURCE,12T,M,INITIAL.FROM,Initial B4 From Tanks Blends,,,
FB.MAST.DATE,I,,"SUBR('!FIELDS',FB.MAST.PHIST.KEY,'*',2)",D2/,,8R,M,FT.MAST,Before From tanks Master operation date,,,
FB.MAST.OPCD,I,,"SUBR('!FIELDS',FB.MAST.PHIST.KEY,'*',1)",,,3R,M,FT.MAST,Before From tanks Master operation codes,,,
FB.MAST.TIME,I,,"SUBR('!FIELDS',FB.MAST.PHIST.KEY,'*',3)",MT,,5R,M,FT.MAST,Before From tanks Master operation time,,,
FB.REGION,I,,"SUBR('!SUBSTRINGS',TA.BLENDS,1,4) ; SUBR('!SUBSTRINGS',TA.BLENDS,5,3) ; SUBR('!SUBSTRINGS',TA.BLENDS,8,3) ; SUBR('!CATS',@1,FMTS(TRANS('SOURCE',@2,'GI.REGION','X'),'L#3')) ; SUBR('!CATS',@4,@3)",,AFTER TO    TANKS SOURCE/BLEND,12T,M,AFTER.TO,After to Tanks State,,,
FB.SOURCE,I,,"SUBR('!SUBSTRINGS',FB.BLENDS,5,3)",,INITIAL B4  FROM TANKS SOURCE,12T,M,INITIAL.FROM,Initial B4 From Tanks Blends,,,
FROM.TANK,I,,' ',,FROM TANKS,10L,S,,,,,
FT.ADD.CODE.B4.WD,I,,"TRANS(MADD,FT.ADD.CODE.B4,WINE.DATA,'X')",,FLG,3L,M,,,,,
JB,I,,"TRANS(OPSMOVE,@ID,USERID,'X')",,USER ID,10L,S,,User Id,,,
MACTIV,I,,"SUBR('*GBWI1170',WINERY.LOC,CNOTE,1)",,Activity,1L,S,,,,,
MATIME,I,,"SUBR('*GBWI1170',WINERY.LOC,CNOTE,68)",MTS,COMPLETE TIME,9R,S,,Actual Time of Operation Completion,,,
MFBATCH,I,,"SUBR('*GBWI1170',WINERY.LOC,CNOTE,55)",,,7L,M,MFTANK,,,,
MFBLEND,I,,"SUBR('*GBWI1170',WINERY.LOC,CNOTE,13)",,,12L,M,MFTANK,,,,
MFTANK,I,,"SUBR('*GBWI1170',WINERY.LOC,CNOTE,11)",,,6L,M,MFTANK,,,,
MOPCD,I,,"SUBR('*GBWI1170',WINERY.LOC,CNOTE,5)",,OPERATION CODE,10L,S,,operation code,,,
MTBATCH,I,,"SUBR('*GBWI1170',WINERY.LOC,CNOTE,56)",,,7L,M,MTTANK,,,,
MTBLEND,I,,"SUBR('*GBWI1170',WINERY.LOC,CNOTE,20)",,,12L,M,MTTANK,,,,
MTTANK,I,,"SUBR('*GBWI1170',WINERY.LOC,CNOTE,18)",,,6L,M,MTTANK,,,,
MX.ADD.WD,I,,"TRANS(MADD,MX.ADD.CODE,WINE.DATA,'X')",,FLG,3L,M,,,,,
MX.DESC,I,,"TRANS(MADD,MX.ADD.CODE,'DESC','X')",,DESCRIPTION,40L,M,FT.ADD,Description of stock items,,,
OPTCOMP,I,,"TRANS(CONTROL,'OPT.COMP',OPCODES,'X')",,SC OP CODES,4L,M,,List of Summary Composition Operations,,,
SCREASON,I,,"TRANS(OPSMOVE,@ID,SCREASON,'X'); RAISE(@1)",,REASON FOR CORRECTION,30L,M,SCOMP,Summary Composition Correction Reason,,,
SCTANK,I,,"FIELD(FB.TANKS,@VM,1)",,TANK,5L,S,,Summary Composition Tank,,,
SCTYPE,I,,IF MOPCD MATCHES OPTCOMP THEN 1 ELSE '',,SC OP TYPE,1L,S,,Summary Composition Operation,,,
SPACE5,I,,SPACE(5),,,5T,S,,,,,
TA.MAST.DATE,I,,"SUBR('!FIELDS',TA.MAST.PHIST.KEY,'*',2)",D2/,,8R,M,TT.MAST,After To Tanks Master operation date,,,
TA.MAST.OPCD,I,,"SUBR('!FIELDS',TA.MAST.PHIST.KEY,'*',1)",,,3R,M,TT.MAST,After To Tanks Master operation codes,,,
TA.MAST.TIME,I,,"SUBR('!FIELDS',TA.MAST.PHIST.KEY,'*',3)",MT,,5R,M,TT.MAST,After To Tanks Master operation time,,,
TA.STATE,I,,"SUBR('!SUBSTRINGS',TA.BLENDS,1,4) ; SUBR('!SUBSTRINGS',TA.BLENDS,5,3) ; SUBR('!SUBSTRINGS',TA.BLENDS,8,3) ; SUBR('!CATS',@1,FMTS(TRANS('SOURCE',@2,'STATE','X'),'L#3')) ; SUBR('!CATS',@4,@3)",,AFTER TO   TANKS SOURCE/BLEND,12T,M,AFTER.TO,After to Tanks State,,,
TB.MAST.DATE,I,,"SUBR('!FIELDS',TB.MAST.PHIST.KEY,'*',2)",D2/,,8R,M,TT.MAST,Before To Tanks Master operation date,,,
TB.MAST.OPCD,I,,"SUBR('!FIELDS',TB.MAST.PHIST.KEY,'*',1)",,,3R,M,TT.MAST,Before To Tanks Master operation codes,,,
TB.MAST.TIME,I,,"SUBR('!FIELDS',TB.MAST.PHIST.KEY,'*',3)",MT,,5R,M,TT.MAST,Before To Tanks Master operation time,,,
TO.TANK,I,,' ',,TO TANKS,8L,S,,,,,
TO.TANK.AFTER,I,,' ',,TO TANKS AFTER,14L,S,,,,,
TOT.FA.TONNES,I,,SUM(FA.TONNES),MD10P,TOTAL AFTER FROM TANK TONNES,8R,S,,,,,
TOT.FB.TONNES,I,,SUM(FB.TONNES),MD10P,TOTAL BEFORE FROM TANK TONNES,8R,S,,,,,
TOT.TA.TONNES,I,,SUM(TA.TONNES),MD10P,TOTAL AFTER TO TANKS TONNES,8R,S,,,,,
TOT.TB.TONNES,I,,SUM(TB.TONNES),MD10P,TOTAL BEFORE TO TANK TONNES,8R,S,,,,,
USERID,I,,"TRANS(OPSMOVE,@ID,USERID,'X')",,USER ID,10L,S,,User Id,,,
UV.ACCOUNT,I,,"TRANS(BW.STD.CST.OPS,@ID,'UV.ACCOUNT','X')",,Universe Account,15L,S,,Universe account that chit was completed in,,,
VAR.DES,I,,"TRANS(MVARIETY,VARIETY,VARDESCP,'X'0",,VARIETY DESC,30L,S,,Variety Description,,,
VAR.DESC,I,,"TRANS(MVARIETY,VARIETY,VARDESCP,'X')",,VARIETY DESC,30L,S,,Variety Description,,,
VAR.TONNES,I,,(TOT.FB.TONNES-TOT.FA.TONNES)-(TOT.TA.TONNES-TOT.TB.TONNES),MD10P,VARIANCE IN TONNES MOVEMENTS,8R,S,,,,,
VARIETY,I,,"FA.BLENDS[1,3]",,VAR CODE,3L,S,,Variety Code,,,
jb,I,,"TRANS(OPSMOVE,@ID,MATIME,'X')",MTS,COMPLETE TIME,9R,S,,Actual Time of Operation Completion,,,
ACTUAL,PH,,BLENDS TOTAL VOLUMES TOTAL TONNES,,,,,,,,,
AFTER.FROM,PH,,FA.TANKS FA.BLENDS TOTAL FA.VOLUMES TOTAL FA.TONNES,,,,,,,,,
AFTER.TO,PH,,TA.TANKS TA.CONS TA.BLENDS TOTAL TA.VOLUMES TA.VOLPERC TA.TOTVOLPERC TOTAL TA.TONNES TA.TOTTONNES TA.TOCNOTE,,,,,,,,,
AFTER.TO.S,PH,,TA.TANKS TA.BLENDS TOTAL TA.VOLUMES TOTAL TA.TONNES,,,,,,,,,
INITIAL.FROM,PH,,FB.TANKS FB.BLENDS TOTAL FB.VOLUMES TOTAL FB.TONNES,,,,,,,,,
INITIAL.TO,PH,,TB.TANKS TB.BLENDS TOTAL TB.VOLUMES TOTAL TB.TONNES,,,,,,,,,
