# Grange file: WINERY.LOCATION,source: winemaking.xlsm/WL,downloaded: 2024-03-21
Field Name,Type,Field No,Field Definition,Conversion Code,Column Heading,Output Format,Depth,Assoc,DESC,Key,Examples,Comment
AUD.SDESC,I,,"FIELD('Del*Cre*Bef*Aft','*',AUD.CODE,1)",,AUDIT SHORT DESC,3L,S,,Short description for Audit Code,,,
AUD.SEQNO,I,,"FIELD(@ID,'*',1)",,AUDIT SEQNO,6R,S,,Audit Sequence number,,,
AUD.TIME,I,,"FIELD(@ID,'*',3)",MT,AUDIT TIME,8R,S,,Audit time,,,
AUD.USER,I,,"FIELD(@ID,'*',6)",,User Name,15L,S,,User name,,,
DESC.UC,I,,"TRANS(FREIGHT.AREA,FREIGHT.AREA,'DESC.UC','X')",MCU,Description,20L,S,,,,,
FRT.DESC,I,,"TRANS(FREIGHT.AREA,FREIGHT.AREA,'DESC','X')",,Freight Area Desc.,20L,S,,Freight area description,,,
LAST.YEAR,I,,"OCONV(DATE(),'D4/');@1[4]-1;""01/01/"":@2;ICONV(@3,'D4/')",D4/,1 Jan Last year,10R,S,,,,,
MAN.BY.ACCT.DESC,I,,"SUBR('*WIN.CD.DESC',MAN.BY.ACCT[2])",,,30L,S,,,,,
MAN.BY.ACCT2,I,,MAN.BY.ACCT[2],,Man By Acct,2L,S,,,,,
MOVE.TYPE.CODE,I,,"RAISE(TRANS(CONTROL,'WINERY.CATEGORY',1, 'X')); RAISE(TRANS(CONTROL,'WINERY.CATEGORY',4, 'X')); SUBR('*PZZI211','LOCPOS',WINERY.CAT.CODE,@1,'',''); @2<1,@3>; IF WINERY.CAT.CODE # '' THEN @4 ELSE ' '",,Movement Type Code,2L,S,,Movement Type Code,,,
MOVE.TYPE.DESC,I,,"RAISE(TRANS(CONTROL,'WINERY.CATEGORY',1, 'X')); RAISE(TRANS(CONTROL,'WINERY.CATEGORY',5, 'X')); SUBR('*PZZI211','LOCPOS',WINERY.CAT.CODE,@1,'',''); @2<1,@3>; IF WINERY.CAT.CODE # '' THEN @4 ELSE ' '",,Movement Type Description,25L,S,,Movement Type Description,,,
MOVE.TYPE.SDESC,I,,"RAISE(TRANS(CONTROL,'WINERY.CATEGORY',1, 'X')); RAISE(TRANS(CONTROL,'WINERY.CATEGORY',6, 'X')); SUBR('*PZZI211','LOCPOS',WINERY.CAT.CODE,@1,'',''); @2<1,@3>; IF WINERY.CAT.CODE # '' THEN @4 ELSE ' '",,Movement Type Short Desc,10L,S,,Movement Type Short Description,,,
NDA,I,,"IF DEL.ADDR THEN 1+COUNT(DEL.ADDR,@VM) ELSE ''",,No.,3R,S,,Number of lines of Delivery Address,,,
NPA,I,,"IF POST.ADDR THEN 1+COUNT(POST.ADDR,@VM) ELSE ''",,No.,3R,S,,Number of lines of Postal Address,,,
PRIMARY.SITE.DESCDIS,I,,"TRANS(WINERY.LOCATION,PRIMARY.SITE.ID,14,'X')",,Primary Site Description,30L,S,,Primary Site Description of selected Primary Site ID,,,
UDESC,I,,UPCASE(DESC),,,30L,S,,Uppercase description,,,
WINERY.ACCT.DESC,I,,"SUBR('*WIN.CD.DESC',WINERY.ACCT[2])",,,30L,S,,,,,
WINERY.CAT.DESC,I,,"RAISE(TRANS(CONTROL,'WINERY.CATEGORY',1, 'X')); RAISE(TRANS(CONTROL,'WINERY.CATEGORY',2, 'X')); SUBR('*PZZI211','LOCPOS',WINERY.CAT.CODE,@1,'',''); @2<1,@3>; IF WINERY.CAT.CODE # '' THEN @4 ELSE ' '",,Winery Category Description,25L,S,,Winery Category Description,,,
WINERY.CAT.SDESC,I,,"RAISE(TRANS(CONTROL,'WINERY.CATEGORY',1, 'X')); RAISE(TRANS(CONTROL,'WINERY.CATEGORY',3, 'X')); SUBR('*PZZI211','LOCPOS',WINERY.CAT.CODE,@1,'',''); @2<1,@3>; IF WINERY.CAT.CODE # '' THEN @4 ELSE ' '",,Winery Category Short Desc,10L,S,,Winery Category Short Description,,,
AUD.ALL,PH,,AUD.SEQNO AUD.DATE AUD.TIME AUD.KEY AUD.DESC AUD.USER AUD.BREAK ID.SUP,,,,,,All parts of Audit Key,,,
BY.AUDIT,PH,,BY AUD.DATE BY AUD.TIME BY AUD.CODE ID.SUP AUD.DATE AUD.TIME FMT '5R' AUD.USER AUD.SDESC,,,,,,Audit fields,,,
