# Grange file: ADD.NOTICE,source: winemaking.xlsm/AN,downloaded: 2019-11-28
Field Name,Type,Field No,Field Definition,Conversion Code,Column Heading,Output Format,Depth,Assoc,DESC,Key,Examples,Comment
BW.ACCOUNT,D,23,,,Account,15L,S,,The bulk wine account in which the notice was created.,,,
ADD.TANK.MV,D,24,,,Tank MV,3R,M,ADD.QTY.UOM,The value number for the tank related to this additive value.,,,
WM.WOOD.BATCH.NO,D,25,,,WOOD BATCH NO.,6L,M,ADD,Wood Batch number,,,
MFCHEMNO,D,26,,,From Tank Chemistry No,12L,M,FROM.TANKS,Chemistry Request # linked to additive notice,,,
ACT.DATE.COMP,D,27,,D2/,Actual Date Completed,8R,S,,Actual Date Completed,,,
DATE.FINISHED,D,27,,D4/,,10R,S,,Date finished,,,
ORIG.MRDATE,D,28,,D2/,Original Reqd Date,8R,S,,Original required completion date as entered by winemaker,,,
ORIG.MRTIME,D,29,,MTS,Original Reqd Time,8R,S,,Original required completion time as entered by winemaker,,,
WTO.STATUS,D,30,,,WTO St,1L,S,,Wine Tank Optimiser Status,,,
WTO.INSTRUCTIONS,D,31,,,,72L,M,WTO.INSTRUC TIONS,Text with information on assigned equipment and pipe paths,,,
CREATE.DATE,D,32,,D2/,Creation Date,8R,,,Addition creation date,,,
WTO.DATESTAMP,D,33,,,,14L,S,,YYYYMMDDHHMMSS Date stamp used on WTO.CHITS.ORIG file record,,,
ORIG.FILE.IND,D,38,,,,1L,S,,"Original file the record came from of O=OPSMOVE, A=ADD.NOTICE and any other value including null = CHIT",,,
WOP.WKORD,D,39,,,,4L,S,,Winery operations work order,,,
WOP.WKORD.SEQ,D,40,,,,2R,S,,Sequence on winery operations work order,,,
PRINTED,D,41,,,Printed,1L,S,,Add Notice has been printed,,,
DATES.PRINTED,D,42,,D2/,Dates Printed,8R,M,DATES.PRINT ED,Dates the Add Notice was printed (MV),,,
TIMES.PRINTED,D,43,,MTS,Times Printed,8R,M,DATES.PRINT ED,Times the Add Notice was printed (MV),,,
WMEST.DATE,D,44,,D4/,,10R,S,,Winemaker earliest start date,,,
DATE.STARTED,D,45,,D4/,,10R,S,,Date started,,,
TIME.STARTED,D,46,,MTS,,8R,S,,Time started,,,
TIME.FINISHED,D,47,,MTS,,8R,S,,Time finished,,,
DATE.UPDATED,D,48,,D2/,Date updated,8R,S,,Date additive note was updated,,,
TIME.UPDATED,D,49,,MTS,Time updated,8R,S,,Time additive note was updated,,,
ACCT,I,,@WHO,,This Account,15L,S,,,,,
ALL.TANKS,I,,"CONVERT(@VM,'/',MFTANK)",,Tank codes,30L,,,Tank codes separated by '/',,,
BLENDESCP,I,,"TRANS(MBLEND,MFBLEND,BLENDESCP,'X')",,BLEND DESCRIPTION,30T,M,FROM.TANKS,Blend description,,,
CHITYEAR,I,,"@ID[4,2]",,CHIT VINTAGE,2R,S,,Vintage year of the chit,,,
SPI.NO,I,,"IF @ID[1,3]='SPI' THEN 0+@ID[5] ELSE 0",,,7R,S,,SPI Spirit based number,,,
WTO.MACTIV.ORIG,I,,"TRANS(WTO.CHITS.ORIG,@ID,'MACTIV','X')",,Active,2L,S,,"MACTIV value on WTO.CHITS.ORIG file, used to check if on file",,,
WTO.STATUS.DESC,I,,"SUBR('*PZZI415',WTO.STATUS,'OPT.STATUS',1,2)",,WTO Status,9L,S,,WTO.STATUS description,,,
ADD.QTY.UOM,PH,,MADDCD MADESCP ADDRATE AOUMEAS ACONV MAQTYISS MAUOMISS ADDTANK,,,,,,,,,
FROM.TANKS,PH,,MFTANK MFBLEND BLENDESCP MFSTATUS MFDIPB4 MFVOL MFBATCH,,,,,,,,,
