# Grange file: BWOPS.PRODMEAS,source: winemaking.xlsm/Prod,downloaded: 2019-11-28
Field Name,Type,Field No,Field Definition,Conversion Code,Column Heading,Output Format,Depth,Assoc,DESC,Key,Examples,Comment
TURB.B4,D,21,,MD20P,Turb. Before,5R,S,,Turbidity (Before),,,
TURB.AFT,D,22,,MD20P,Turb. After,5R,S,,Turbidity (After),,,
NEW.PACK,D,23,,,New Pack,1L,S,,New Pack (Yes or No),,,
HOTWASH,D,24,,,Hot Wash,1L,S,,Hot Wash (Yes or No),,,
CHILL,D,25,,,Chill,1L,S,,Chill (Yes or No),,,
WARM,D,26,,,Warm,1L,S,,Warm (Yes or No),,,
FILL.TIME,D,27,,,Fill Time,4L,S,,"Filling Time, Stored as HHMM, displayed as HH:MM",,,
SOLIDS.B4,D,28,,MD20P,Solids Before,5R,S,,Solids (Before),,,
SOLIDS.AFT,D,29,,MD20P,Solids After,5R,S,,Solids (After),,,
DESLUDGE.PART,D,30,,,Partial Desludge,4L,S,,"Part Desludge Time, Stored as HHMM, displayed as HH:MM",,,
DESLUDGE.TOTAL,D,31,,,Total Desludge,4L,S,,"Total Desludge Time, Stored as HHMM, displayed as HH:MM",,,
MATNAME,D,32,,,Mater. Description,8L,M,MNM,This field is used as default to print on the chit,,,
ACCT,D,33,,,Chit Account,10L,S,,Chit account,,,
PRECO2,D,34,,MD20P,Pre CO2,6R,S,,Pre CO2 reading,,,
POSTCO2,D,35,,MD20P,Post CO2,6R,S,,Post CO2 reading,,,
PREDO2,D,36,,MD20P,Pre DO2,6R,S,,Pre DO2 reading,,,
POSTDO2,D,37,,MD20P,Post DO2,6R,S,,Post DO2 reading,,,
ACCOUNT,I,,@WHO,,ACCOUNT,10L,S,,,,,
BLEND.4CH,I,,"MTBLEND[4,1]",,4 CH BLEND,1R,M,TO.TANKS,Fourth character of blend code to separate wine style,,,
BLEND.VAR,I,,"SUBR(""!SUBSTRINGS"",MTBLEND,5,3)",,BLEND VARIETY,3L,M,TO.TANKS,Characters 5-7 of the blend code to establish variety,,,
BPH,I,,IF MANTOT+0 NE 0 AND TOTHOURS2+0 NE 0 THEN TOTAL(BRLTOP)/TOTAL(MANTOT)/TOTAL(TOTHOURS2) ELSE 0,MD20P,BAR PER PERS PER HOUR,4R,M,,Barrels per person per hour,,,
BRL.HR,I,,IF OP.TIME.DEC+0 # 0 THEN BRLTOP/OP.TIME.DEC ELSE '',MD20P,Barrels Per Hour,8R,S,,Number of barrels per hour,,,
CHIT.ACCOUNT,I,,"TRANS(BW.STD.CST.OPS,MCNOTE,UV.ACCOUNT,'X');IF @1 = '' THEN TRANS(BW.STD.CST.OPS,MCNOTE:'-1',UV.ACCOUNT,'X') ELSE @1",,CHIT Account,10L,S,,UV.ACCOUNT of the chit,,,
CHIT.YEAR,I,,"@ID[4,2]",,CHIT YEAR,2L,S,,CHIT YEAR,,,
CRSLOT,I,,"TRANS(OPSMOVE,MCNOTE,CRSLOT,'X')",,Crush Slot,4R,M,CRSLOT,Crush slot number (key to crushplan),,,
CRUSH.TONNES,I,,"SUM(TRANS(OPSMOVE,@ID,CRUSH.TONNES,'X'))",MD20P,Crush Tonnes,7R,S,,Tonnes processed - only applies to crush notes,,,
CURR.ACCNT,I,,"TRANS(BW.STD.CST.OPS,MCNOTE,UV.ACCOUNT,'X');IF @1 = '' THEN TRANS(BW.STD.CST.OPS,MCNOTE:'-1',UV.ACCOUNT,'X') ELSE @1 ;IF @2 = @WHO THEN @2 ELSE ''",,CURRENT ACCOUNT,10L,S,,UV.ACCOUNT of the chit if chit is in logged in account,,,
DE.TYPE,I,,"TRANS(OPSMOVE,MCNOTE,DE.TYPE,'X')",,Type,3L,,,Despatch transaction type,,,
DELAY.REASON,I,,"TRANS(BW.DELAY.CODES,DELAY.CODE,DELAY.REASON,'X')",,DELAY REASON,20T,S,,Delay Code description,,,
DELAY.TIME.DEC,I,,"SUBR('*PZZI211','HRMINCNV',DELAY.TIME,'','','')",MD20P,Delay Time,6R,M,DELAY,,,,
EFILTER,I,,"FIELD(MACHINES,@VM,1,1); FIELD(MACHINES,@VM,2,1);IF @1[1,1] = 'E' THEN @1 ELSE IF @2[1,1] = 'E' THEN @2 ELSE '';SUBR(""!NES"",MAT.CODE,REUSE(''));CONVERT(1,""*"",@); SUBR(""!CATS"",@,REUSE(FIELD(@3,@VM,1,1))); CONVERT('*','',@); IF @[1,1] = 0 THEN @[2,99] ELSE @",,First machine,14L,M,MATERIAL,,,,
F.FLOW.HOUR,I,,"IF TOTAL(OP.TIME.DEC+0) # 0 THEN TOTAL(SUM(RAISE(TRANS(OPSMOVE,MCNOTE,MFVOL,'X')))-SUM(RAISE(TRANS(OPSMOVE,MCNOTE,MFV OLA,'X'))))/TOTAL(OP.TIME.DEC) ELSE 0",MD10P,Flowrate per hour (From),8R,S,,Flow rate per hour based on FROM volume,,,
F.FLOW.HR,I,,IF TOTAL(OP.TIME.DEC+0) # 0 THEN TOTAL(SUMFTVOLM)/TOTAL(OP.TIME.DEC) ELSE 0,MD10P,Flowrate per hour (From),8R,S,,Flow rate per hour based on FROM volume,,,
FA.TONNES,I,,"TRANS(SUMCOMP.CN,MCNOTE,FA.TONNES,'X')",MD10P,AFTER FROM TANKS TON.,8R,M,AFTER.FROM,After From Tanks Tonnes,,,
FB.TONNES,I,,"TRANS(SUMCOMP.CN,MCNOTE,FB.TONNES,'X')",MD10P,INITIAL B4 FROM TANKS TONNES,8R,M,INITIAL.FRO M,Initial B4 From Tanks Tonnes,,,
FHRSBRL,I,,IF BRLTOP+0 > 0 THEN FORKHRS/BRLTOP ELSE '',,Forklift Hours Per Barrel,4R,S,,Forklist hours per barrel,,,
FILL.TIME.DEC,I,,"OCONV((FIELD(FILL.TIME,':',1)*60+FIELD(FILL.TIME,':',2))/60,'MD20P')",,Fill Time,6R,S,,Filling time expressed in hours to 2 decimal places,,,
FIN.TIME.DEC,I,,"OCONV((FIELD(FIN.TIME,':',1)*60+FIELD(FIN.TIME,':',2))/60,'MD20P')",,Fin Time,6R,S,,Finish off time expressed in hours to 2 decimal places,,,
FLOWRATE,I,,TOTAL(TTVOLM) / TOT.OPTIME,MD02P,Flow Rate,10R,S,,Calculate flow rate by dividing total volume moved by total hours,,,
FORK.DESC,I,,"TRANS(BW.MACHINES,FORKLIFT,MACHDESC,'C')",,Forklift Description,30L,M,,Machine Description,,,
FORKHRS,I,,"SUM( SUBR('*PZZI211','MSM',FORKFIN,FORKSTRT,'','') )",,Total Forklift Hours,6R,S,,Total forklift hours,,,
FROM.TDESCP,I,,"TRANS(MTANK,MFTANK,TDESCP,'X')",,From tank Description,15T,M,FROM.TANKS,From tank description,,,
FTVOLM,I,,"TRANS(OPSMOVE,MCNOTE,FTVOLM,'X'):TRANS(CHIT,MCNOTE,MFTANK.VOLM,'X')",,From Vol Moved,8R,M,FROM.TANKS,Volume moved from FROM tank,,,
GL.PCT,I,,IF SUMTTVOLM+0 # 0 THEN (MGL/SUMTTVOLM) * 100 ELSE 0,MD20P,Gain/loss Percentage,8R,S,,,,,
JK.MFVOL,I,,"TRANS(OPSMOVE,MCNOTE,MFVOL,'X')",,,8R,M,FROM.TANKS,From tanks volume before transfer,,,
JK.MFVOLA,I,,"TRANS(OPSMOVE,MCNOTE,MFVOLA,'X')",,,8R,M,FROM.TANKS,From tanks volume after transfer,,,
KG/LTRE,I,,TOTAL(SUM.MAT.KG) / TOT.FTVOLM,MD20P,KG PER KL,10R,S,,Killogram per Litre calculated from mat.qty & ftvolm,,,
LPH,I,,TOTAL(MTVOLA.TOT)/TOT.TOTHOURS2,MD20P,LITRES PER HOUR,10R,S,,Litres per hour,,,
MACH.DESC,I,,"TRANS(BW.MACHINES,MACHINES,MACHDESC,'C')",,Machine Description,30L,M,,Machine Description,,,
MACH.TYPE.DESC,I,,"TRANS(BW.MACHINES, MACHINE,MACHTYPE,'X'); TRANS(BW.MACHINE.TYPES,@,DESC,'X')",,Machine Type Description,25L,M,MACHINES,Machine type description,,,
MACHINE.CAPACITY,I,,"TRANS(BW.MACHINES,MACHINE,CAPACITY,'X')",,Mach. Capacity,8R,M,MACHINES,Machine capacity,,,
MACHINE.CAPACITY.UNIT,I,,"TRANS(BW.MACHINES, MACHINE,CAPACITY.UNITS,'X')",,Mach. Capacity Units,6L,M,MACHINES,Machine capacity unit,,,
MACHINE.TYPE,I,,"TRANS(BW.MACHINES, MACHINE,MACHTYPE,'X')",,Mach. Type Code,4L,M,MACHINES,Machine type,,,
MADATE,I,,"TRANS(OPSMOVE,MCNOTE,MADATE,'X')",D2/,ACTUAL DATE,8R,S,,Date actual action started,,,
MANTOT,I,,"DCOUNT(OPRNAME,@VM)",,NO OF PEOPLE,4R,M,,Count number of people from operater name field,,,
MAT.DESC,I,,"TRANS(ITEM.MSTR,MAT.CODE,PRODNAME,'C')",,Material Description,30T,S,,Material code description,,,
MAT.KG,I,,"SUBR('!MULS',MAT.QTY,REUSE(22.7))",MD20P,MATERIAL IN KG,10R,M,MATERIAL,Convert material from bags to killograms,,,
MFBATCH,I,,"TRANS(OPSMOVE,MCNOTE,MFBATCH,'X')",,FROM BATCH,7L,M,FROM.TANKS,From Batch/Group Number,,,
MFBLEND,I,,"TRANS(OPSMOVE,MCNOTE,MFBLEND,'X')",,FROM BLEND CODE,12T,M,FROM.TANKS,From Blend Code,,,
MFSTATUS,I,,"TRANS(OPSMOVE,MCNOTE,MFSTATUS,'X')",,FROM STATUS,7L,M,FROM.TANKS,from tank status,,,
MFSTYLE,I,,"SUBR(""!SUBSTRINGS"",MFBLEND,4,1)",,From Tanks Style,1L,M,FROM.TANKS,From tanks style code,,,
MFTANK,I,,"TRANS(OPSMOVE,MCNOTE,MFTANK,'X')",,FROM TANK NO,5T,M,FROM.TANKS,From Tank No,,,
MFTPFIX2,I,,"SUBR('*PZZI211','SUBSTR',RAISE(TRANS(OPSMOVE,MCNOTE,MFTANK,'X')),1,2,'')",,From Tank Prefix 2 chars,2L,M,,From tank Prefixesof 2 chars,,,
MGAINLOSS,I,,"TRANS(OPSMOVE,MCNOTE,MGAINLOSS,'X')",,GAIN/LOSS,8R,S,,Gain or Loss Associated with this Cellar Note,,,
MGL,I,,"TRANS(OPSMOVE,MCNOTE,MGL,'X')",MD00P,GAIN/ LOSS,8R,S,,GAIN LITRES FROM CRUSH,,,
MOPCD,I,,"TRANS(OPSMOVE,MCNOTE,MOPCD,'X')",,Operation Code,8R,S,,Operation Code,,,
MOPCD.DESC,I,,"TRANS(MOPS,TRANS(OPSMOVE,MCNOTE,MOPCD,'X'),ODESCP,'X')",,Operation Code Description,30T,S,,Operations code description,,,
MTBATCH,I,,"TRANS(OPSMOVE,MCNOTE,MTBATCH,'X')",,TO BATCH,7L,M,TO.TANKS,To Batch/Group Number,,,
MTBLEND,I,,"TRANS(OPSMOVE,MCNOTE,MTBLEND,'X')",,TO BLEND CODES,12T,M,TO.TANKS,To Blend Codes,,,
MTSTATUS,I,,"TRANS(OPSMOVE,MCNOTE,MTSTATUS,'X')",,TO STATUS,7L,M,FROM.TANKS,to tank status,,,
MTSTYLE,I,,"SUBR(""!SUBSTRINGS"",MTBLEND,4,1)",,To Tanks Style,1L,M,TO.TANKS,To tanks style code,,,
MTTANK,I,,"TRANS(OPSMOVE,MCNOTE,MTTANK,'X')",,TO TANK NO,5T,M,TO.TANKS,To Tank No,,,
MTVINTAGE,I,,"SUBR(""!SUBSTRINGS"",MTBLEND,2,2)",,TO TANK VINT YEAR,2L,M,TO.TANKS,Vintage Year To tank blends,,,
MTVOLA,I,,"TRANS(OPSMOVE,MCNOTE,MTVOLA,'X')",,TO TANK VOL AFT,8R,M,,To Tanks Volume of After Dip,,,
MTVOLA.TOT,I,,SUM(MTVOLA),,Total To Tank Aft Vol,8R,S,,,,,
NUM.DELAYS,I,,"DCOUNT(DELAY.TIME,@VM)",,DT#,4R,S,,Number of Delay Times and their Codes recorded,,,
NUM.FORKLIFT,I,,"DCOUNT(FORKLIFT,@VM)",,F/L#,2R,S,,Count of values in FORKLIFT field,,,
NUM.MACHINES,I,,"DCOUNT(MACHINES,@VM)",,M/C#,4R,S,,Count of values in MACHINES field,,,
NUM.MAT.CODE,I,,"DCOUNT(MAT.CODE,@VM)",,Mat#,4R,S,,Count of values in the MAT.CODE field,,,
NUM.OPRNAME,I,,"DCOUNT(OPRNAME,@VM)",,Opr#,4R,S,,Count of values in OPRNAME field,,,
OP.TIME.DEC,I,,"OCONV((FIELD(OP.TIME,':',1)*60+FIELD(OP.TIME,':',2))/60,'MD20P')",MD20P,Oprn Time,6R,S,,Operation time expressed in hours to 2 decimal places,,,
OPR.TIME.DEC,I,,"SUBR('*PZZI211','HRMINCNV',OPR.TIME,'','','')",,Operator Time,6R,M,OPERATOR,,,,
PRODMEAS.TYPE,I,,"TRANS(MOPS,MOPCD,PRODMEAS.TYPE,'X')",,Prodn. Measure,10L,M,,Production Measurement Types applicable to this Operation Code,,,
SETUP.TIME.DEC,I,,"OCONV((FIELD(SETUP.TIME,':',1)*60+FIELD(SETUP.TIME,':',2))/60,'MD20P')",,Setup Time,6R,S,,Setup time expressed in hours to 2 decimal places,,,
SUM.FTVOLM,I,,SUM(FTVOLM),MD20P,From Vol Moved,10R,S,,Volume moved from FROM tanks,,,
SUM.FTVOLUME,I,,"RAISE(TRANS(OPSMOVE,MCNOTE,MFVOL,'X'));RAISE(TRANS(OPSMOVE,MCNOTE,MFVOLA,'X'));SUM(@ 1) - SUM(@2)",MD20P,From Vol Moved,10R,S,,Volume moved from FROM tanks,,,
SUM.MAT.KG,I,,SUM(MAT.KG),MD20P,MATERIAL IN KG,10R,S,,Convert material from bags to killograms,,,
SUM.MAT.QTY,I,,SUM(MAT.QTY),MD20P,MATERIAL IN BAGS,10R,S,,Convert material from bags to killograms,,,
SUMFTVOLM,I,,SUM(FTVOLM),MD10P,From Vol Moved,10R,S,,Volume moved from FROM tanks,,,
SUMTTVOLM,I,,SUM(TTVOLM),MD10P,To Vol Moved,10R,S,,Volume moved To TO tanks,,,
T.FLOW.HR,I,,IF OP.TIME.DEC+0 # 0 THEN SUMTTVOLM/OP.TIME.DEC ELSE 0,MD10P,Flowrate per hour (To),8R,S,,Flow rate per hour based on TO volume,,,
TCOMMENT,I,,"TRANS(MTANK,MTTANK,TCOMMENT,'X')",,COMMENT,20T,M,TO.TANKS,User available comment,,,
TO.PREFIX2,I,,"SUBR('!SUBSTRINGS',MTTANK,1,2)",,To Tank Prefix,2L,M,,,,,
TO.TDESCP,I,,"TRANS(MTANK,MTTANK,TDESCP,'X')",,To tank Description,15T,M,TO.TANKS,To tank description,,,
TONNAGE,I,,"TRANS(OPSMOVE,MCNOTE,TONNAGE,'X')",MD10P,TONNAGE,6R,S,,Tonnage from opsmove to calculate tonnes per hour,,,
TONS.HR,I,,IF OP.TIME.DEC+0 # 0 THEN TONS.MOVED/OP.TIME.DEC ELSE '',MD20P,Tonnes Per Hour,8R,S,,Tonnes moved per hour,,,
TONS.MOVED,I,,SUM(FB.TONNES)-SUM(FA.TONNES),MD20P,Tonnes Moved,8R,S,,,,,
TOT.CRUSH.TONNES,I,,IF TOTAL(CRUSH.TONNES) # 0 THEN TOTAL(CRUSH.TONNES) ELSE 1,MD20P,Total Crush Tonnes,10R,S,,Tonnes processed - only applies to crush notes,,,
TOT.FTVOLM,I,,IF TOTAL(SUM.FTVOLM)/1000 # 0 THEN TOTAL(SUM.FTVOLM)/1000 ELSE 1,MD20P,KG PER KL,10R,S,,Killogram per Litre calculated from mat.qty & ftvolm,,,
TOT.MACH.LINES,I,,TOTAL(1),MD00P,No. of mach. lines,3R,M,MACHINES,Total of machines,,,
TOT.OPTIME,I,,IF TOTAL(OP.TIME.DEC) # 0 THEN TOTAL(OP.TIME.DEC) ELSE 1,MD20P,TOT OP TIME,10R,S,,Flow Rate,,,
TOT.TOTHOURS2,I,,IF TOTAL(TOTHOURS2) # 0 THEN TOTAL(TOTHOURS2) ELSE 1,MD20P,TOTAL TOTAL HOURS,10R,S,,Litres per hour,,,
TOTHOURS,I,,"OCONV(ICONV(SETUP.TIME.DEC,'MT') + ICONV(OP.TIME.DEC,'MT') + ICONV(FIN.TIME.DEC,'MT'),'MT')",,TOTAL HOURS,4L,S,,"Total of setup, operation and finish time from data input sheets",,,
TOTHOURS2,I,,OP.TIME.DEC + FIN.TIME.DEC + SETUP.TIME.DEC,,TOTAL HOURS,4L,S,,Total setup operation and finishtime from data input sheets,,,
TPH,I,,TOTAL(CRUSH.TONNES)/TOT.TOTHOURS2,MD20P,TONNES PER HOUR,7R,S,,TONNES PER HOUR,,,
TTVOLM,I,,"TRANS(OPSMOVE,MCNOTE,TTVOLM,'X')",,To Vol Moved,8R,M,TO.TANKS,Volume moved into To Tank,,,
VARIETY,I,,"TRANS(CRUSHPLAN,CRSLOT,VARIETY,'X')",,Variety,3L,M,CRSLOT,Variety,,,
YIELD,I,,TOTAL(MGL)/TOTAL(TOT.CRUSH.TONNES),MD20P,LITRES PER TONNE,10R,S,,EXTRACTION YIELD (LITRES PER TONNE),,,
DATES,PH,,START.DATE FINISH.DATE,,,,,,,,,
DELAYS,PH,,DELAY.TIME DELAY.CODE,,,,,,,,,
FORK,PH,,FORKLIFT FORKSTRT FORKFIN,,,,,,,,,
MATERIAL,PH,,MAT.CODE MAT.QTY,,,,,,,,,
OPERATOR,PH,,OPRNAME OPR.TIME,,,,,,,,,
TIMES,PH,,SETUP.TIME OP.TIME FIN.TIME,,,,,,,,,
