# Grange file: GRAPERECPT,source: grange.xlsx/GRAPERECPT,downloaded: 2024-09-03
Field Name,Type,Field No,Field Definition,Conversion Code,Column Heading,Output Format,Depth,Assoc,DESC,Key,Examples,Comment
VARCODE,D,22,,,VAR,4T,S,,Equivalent other company variety code,,,
PRINTFLAG,D,23,,,PRT,1T,S,,"""P"" - Printed, ""N"" - Not yet printed",,,
XREF,D,24,,,CROSS,7T,S,,Cross reference for cancelled dockets (Cancelled docket refers to credit docket,,,
PAYFLAG,D,25,,,PAY,1T,S,,"Payment flag P - Paid, E - Extracted for payment",,,
AGENTCODE,D,26,,,AGENT,1L,S,,Agent Commission Code,,,
QUALITY,D,27,,,FRUIT,1L,S,,Fruit Quality,,,
GRSOURCE,D,28,,,GROWER,3L,S,,Grower Source Code,,,
SRCAREA,D,28,,,Grower,3L,S,,Grower source area,,,
BAUME,D,29,,MD10P,Deliv,5R,S,,Baume at time of delivery,,,
BEAUME,D,29,,MD20P,Delivery,5R,S,,Beaume at time of delivery,,,
INITBE,D,29,,MD10P,INITIAL,5R,S,,Initial Beaume,,,
SEL.BAUME,D,29,,,Deliv,5R,S,,Baume at time of delivery - special version WITHOUT OUTPUT,,,
TEMP,D,30,,MD10P,TEMP,5R,S,,Temperature,,,
LITRES,D,31,,MD00P,JUICE,10R,S,,Juice Litres,,,
TRIP,D,32,,,TRIP,2R,S,,Trip no this Carrier,,,
TRANS,D,33,,,TRANS TO,1T,S,,"Flag to indicate that the record has been transfered to S/34 - ""T"" or "" """,,,
PRICE.CODE,D,34,,,PRICE,1L,S,,Price code A through Z,,,
VAR.RATE,D,35,,MD20P,RATE,7R,S,,Variety/Quality/Source Rate,,,
GROWER.PAYFLAG,D,36,,,PAY,1T,S,,"Payment flag P - Paid, E - Extracted for payment",,,
MUST.CARRIER,D,37,,,MUST,7T,S,,Secondary carrirer for Must,,,
MUST.AREA,D,38,,,MUST,6R,S,,Must Cartage Area,,,
MUST.NETT,D,39,,MD20P,MUST,7R,S,,Must Nett weight xx.xx tonnes,,,
WINE.TYPE,D,40,,,WINE,7L,S,,Default wine type,,,
PAY.CARRIER,D,41,,,CARRIERS,7T,M,CART.PAYMEN,Carrier Codes Paid via Carrier Payments,,,
PAY.CARRIER.AMT,D,42,,MD20P,CARRIERS,9R,M,CART.PAYMEN,Amounts Paid to Carriers via Carrier Payments,,,
PAY.CARRIER.DATE,D,43,,D2/,CARRIERS,8R,M,CART.PAYMEN,Period End Dates for Payments Made to Carriers via Carrier Payments,,,
OTHER.CARTNO,D,44,,,OTHER,6R,S,,Other Cartnote number (ie. Penfolds - Contract Processing),,,
FROM.IBM,D,45,,,FROM IBM,1L,S,,FROM IBM,,,
BKNGNUM,D,46,,,Booking,6R,S,,booking number,,,
CRSLOT,D,47,,,Crush,5R,S,,crush slot number,,,
SLOTNUM,D,47,,,Crush,5R,S,,crush slot number,,,
CRSITE,D,48,,,Crush,2L,S,,crush site,,,
PH,D,49,,MD20P,PH,4R,S,,PH,,,
ACID,D,50,,MD10P,Acid,4R,S,,Acid,,,
QUALCOMM,D,51,,MC,Quality comment,40L,S,,Quality comment,,,
ENDUSE,D,52,,,End,3L,S,,Enduse,,,
INSTRUC,D,53,,MC,Ins.,2L,S,,Instructions code,,,
CARTCOMM,D,54,,MC,General comments,40L,S,,General comments,,,
BINNO,D,55,,,Bin No,6R,M,BINNO,Bin number,,,
BINGROSS,D,56,,MD20P,Bin,7R,M,BINNO,Bin gross,,,
BINTARE,D,57,,MD20P,Bin,7R,M,BINNO,Bin tare,,,
BINNET,D,58,,MD20P,Bin,7R,M,BINNO,Bin net,,,
MOG,D,59,,,MOG,1L,S,,Matter other than grapes,,,
DEFECTS,D,60,,,Defect,1L,S,,Defect points,,,
UPDCNT,D,61,,,UPDATE,4R,S,,Record update count,,,
UPDBY,D,62,,,UPDATE,8L,S,,Record update by (logname),,,
REVERSAL,D,63,,,Rev,1L,S,,Flag is 'Y' if reversal note exists,,,
LOGNAME,D,64,,,Created,8L,S,,Logname of user who completed weighnote,,,
CRTNDATE,D,65,,D2/,CREATION,8R,S,,Creation date,,,
CRTNTIME,D,66,,MTHS,CREATION,10R,S,,Creation time,,,
COMPDATE,D,67,,D2/,COMPLETION,8R,S,,Completion date,,,
COMPTIME,D,68,,MTHS,COMPLETION,8R,S,,Completion time,,,
CANCRSN,D,69,,MC,Cancellation Reason,30L,S,,Cancellation reason,,,
HIST.KEY,D,70,,,Weighnote,12L,S,,@ID * YY,,,
REPWNTE,D,71,,,Replacement,8L,,,Replacement weighnote number (required for delete),,,
TANK.BAUME,D,72,,MD20P,Initial Tank,5R,S,,First tank baume,,,
TANK.BEAUME,D,72,,MD20P,Initial Tank,5R,S,,First tank beaume,,,
WNOTE.PRICE,D,73,,MD20P,Weighnote,8R,S,,The last calculated (by payment run) price per tonne,,,
TARE.ENTRY,D,74,,,TARE,1L,S,,Original entry in tare field - '*' if * was entered (for optional,,,
STMT.DATE,D,75,,D2/,STATEMNT,8R,M,STMT,Date of each statement run in which this weigh note was included,,,
STMT.VALUE,D,76,,MD20P,STATEMENT,9R,M,STMT,Value of weigh note using price determined when payment was made -,,,
QC.CODE,D,77,,,Qual,2L,S,,Standard quality comment code,,,
DM.CODE,D,78,,,Delv,2L,S,,Delivery method code,,,
FPLOAD,D,79,,,F/P,1L,S,,Truck (F)ull or (P)art load,,,
BLOCK,D,80,,,Block,5R,S,,Block code,,,
NEG.PRICE,D,81,,MD00P,Neg,6R,S,,Weighnote negotiated grape price,,,
REVIS.PRICE,D,82,,MD00P,Revis,6R,S,,Grape revised price,,,
WGLOGNO,D,83,,,WEIGHT.LOG,10L,S,,Key to record on WEIGHT.LOG file from whic this weighnote's nett,,,
CRSITE.HIST,D,84,,,Crush,2L,S,,crush site HIST,,,
CRUSHER.HIST,D,85,,,ASSIG,3T,S,,Assigned crusher for this intake from Variety file HIST,,,
GRAPE.DESP.DOCKET,D,86,,,Grape,6L,S,,Grape Despatch Docket,,,
EXCESS.WNOTE,D,87,,,Excess Tonnes,9L,S,,Excess Tonnes Weighnote,,,
REV.WNOTE,D,89,,,Reversed,9L,S,,Reversed W/Note,,,
TRUCK.TYPE,D,90,,MC,Truck,2L,S,,Truck type,,,
BIN.TYPE,D,91,,MC,TWE,3L,S,,TWE Bins,,,
GC.BIN.TYPE,D,91,,,TWE,3L,S,,TWE Bins,,,
TR.CERT.NO,D,92,,,Truck Certificate No.,20L,S,,Truck certificate number,,,
DRIVER.WARN.ID,D,93,,,Driver,10R,S,,Record Id for related DRIVER.WARN file entry,,,
VIN.DEP.TIME,D,94,,MT,,5R,S,,Vineyard departure time,,,
SITE.ARR.TIME,D,95,,MT,,5R,S,,Site arrival time,,,
SITE.DEP.TIME,D,96,,MT,,5R,S,,Site departure time,,,
TRUCK.DRIVER,D,97,,,Truck Driver,25L,S,,Truck drivers name,,,
TRUCK.REGNO,D,98,,,Truck,8L,S,,Truck registration number,,,
LOAD.ASSESSOR,D,99,,,Load,10L,S,,Load assessor ID,,,
PRICE.ADJUST.AMT,D,100,,MD00P,Price,6R,S,,Price adjustment amount,,,
GRADE.HELD.BACK,D,101,,,Grade,1L,S,,Grade held back flag,,,
EST.NETT,D,102,,MD20P,,7R,S,,Estimated Nett Tonnes - used to advise crusher prior to tare.,,,
WNOTE.PRICE.COMPS,D,103,,,W/Note,6R,M,WPC,Weighnote Price components,,,
WNOTE.FINAL.PRICE,D,104,,,Final Price,6R,,,final calculated weighnote price,,,
WNOTE.PRICE.COMMENTS,D,105,,,Comments,25L,S,,Comments,,,
SENT.AGCODE,D,106,,,Sent,1L,S,,"Set to 'Y' if record has been sent to AgCode, 'C' if record has been",,,
DELWNTE,D,107,,,Deleted,8L,S,,Deleted weighnote number - can be entered as reference on,,,
PHAC.NO,D,108,,,PHAC No,6R,S,,Plant Health Assurance Certificate Number,,,
BINS.IN.WGHT,D,109,,MD30P,Bins,6R,M,BINS.IN,Bins in empty weight,,,
BINS.IN.NUMBER,D,110,,,Bins,3R,M,BINS.IN,Bins in number of,,,
BINS.OUT.WGHT,D,111,,MD30P,Bins,6R,M,BINS.OUT,Bins out empty weight,,,
BINS.OUT.NUMBER,D,112,,,Bins,3R,M,BINS.OUTIN,Bins out number of,,,
ORIG.TARE,D,113,,MD30P,Orig,8R,S,,Original tare from weigh bridge before adjustment due to different,,,
OVER.AGREED,D,114,,,,1R,S,,Flag for if over Agreed Tonnes (1 = TRUE),,,
FAILED.DW.WN.ID,D,115,,,,10R,S,,Id used to link a weighnote with a driver warning that failed. Used,,,
NETTW,D,116,,MD20P,,7R,S,,nett tonnes that are within pre-approved,,,
NETTE,D,117,,MD20P,,7R,S,,nett tonnes that in excess of pre-approved,,,
EXCESS.PRICE.COMPS,D,118,,,,6R,M,WPCE,Price components for excess tonnes,,,
EXCESS.FINAL.PRICE,D,119,,,,6R,S,,Final price for excess tonnes,,,
EXCESS.PRICE.COMMENTS,D,120,,,,25L,S,,Comments related to excess tonnes price,,,
WNOTE.PRICE.EXCESS,D,121,,MD20P,,8R,S,,The last calculated (by payment run) price per tonne for excess,,,
ACCOUNT.GROUP,I,,"TRANS(MGROWER,GROWERID,ACCOUNT.GROUP,'X')",,Account,6L,S,,Account group,,,
ACCOUNT.GROUP.NAME,I,,"TRANS(MGROWER,GROWERID,ACCOUNT.GROUP,'X');IF @ THEN",,Account Group Description,30L,S,,Account group name,,,
ACCOUNT.TYPE,I,,"TRANS(MGROWER,GROWERID,RTYPE,'X')",,,,,,Account Type (G or C),,,
ACT.PRICE,I,,"SUBR('*PVIZ157',WILLBE.HIST.KEY:@FM:'A*W','','','')",MD00P,Act.,5R,S,,Actual price,,,
ADDRS,I,,"TRANS(MGROWER,GROWERID,ADDRS,'X')",,ADDRESS,30L,M,,Address,,,
AGCODE.BLK,I,,"TRANS(MBLOCKS,BLOCK,'AGCODE.BLK','X')",,AgCode,1L,S,,Y/'' to indicate the block is an AgCode block.,,,
AGCODE.UNIT,I,,"IF GI.ZONE THEN TRANS(GI.FILE,GI.ZONE,GI.SDESC,'X') ELSE",,AgCode,30L,S,,,,,
AGENT.COMM,I,,VAR.VALUE * .01,MD20P,AGENT,10R,S,,Agents Commission,,,
AGENT.INS.FEE,I,,NETT * .6,MD20P,INSPECT,10R,S,,Agents Inspection fee,,,
AGENTCDE,I,,"TRANS(MGROWER,GROWERID,MAGENT,'X')",,MASTER,1T,S,,,,,
AGSMART.FLAG,I,,"TRANS(MGROWER,ACCOUNT,'AGSMART.FLAG','X')",FLAG,Agsmart,1L,S,,Agsmart Grower Flag,,,
AREA,I,,"TRANS(SOURCE,GRSOURCE,AREA,'X')",,AREA,1L,S,,Area Code For S.A.  1 or 2,,,
AUD.BREAK,I,,IF AUD.CODE = 1 THEN 1 ELSE IF AUD.CODE = 3 THEN 1 ELSE IF AUD.CODE = 2 THEN 2 ELSE,,,1L,S,,Group deletions and before images together and creations and after,,,
AUD.CODE,I,,"FIELD(@ID,'*',5)",,AUDIT,1L,S,,Audit action code,,,
AUD.DATE,I,,"FIELD(@ID,'*',2)",D2/,AUDIT,8R,S,,Audit date,,,
AUD.DESC,I,,"FIELD('Deleted*Created*Before*After','*',AUD.CODE,1)",,AUDIT,8L,S,,Audit description,,,
AUD.KEY,I,,"FIELD(@ID,'*',4)",,Weigh,8L,S,,Audit key,,,
AUD.SEQNO,I,,"FIELD(@ID,'*',1)",,AUDIT,6R,S,,Audit Sequence number,,,
AUD.TIME,I,,"FIELD(@ID,'*',3)",MT,AUDIT,8R,S,,Audit time,,,
AUD.USER,I,,"FIELD(@ID,'*',6)",,Updated,8L,S,,User name,,,
BAUME1,I,,"TRANS(MATURITY,MATKEY,@RECORD,'X');SUBR('*PVIZ104','B*':@1,'V')",,Last,10L,S,,Most recent MATURITY test baume result for this block,,,
BIN.SDESC,I,,"TRANS(GRAPE.BIN.TYPE,BIN.TYPE,'SDESC','X')",,Bin type,15L,S,,Bin type short description,,,
BKDTNNE,I,,"TRANS(CRUSHPLAN,CRSLOT,'BKDTNNE','X')",,Booked,4R,S,,Booked tonnes  (confirmed bookings),,,
BKG.GRADE.LEVEL,I,,"IF VINTAGE = VIYEAR THEN TRANS(BOOKING,BKNGNUM,'BKG.GRADE.LEVEL','X') ELSE",,,2L,S,,Booking grade level,,,
BKG.MPF,I,,"IF VINTAGE = VIYEAR THEN TRANS(BOOKING,BKNGNUM,'BKG.MPF','X') ELSE",,,3L,S,,Booking MPF,,,
BLOCK.CONT.PRICE,I,,"TRANS(GRAPE.PRICE,VINTINTAKE.SEQ,CONT.PRICE,'X')",MD00P,Block,5R,S,,Block Contract Price,,,
BLOCK.CURR.PRICE,I,,"SUBR('*GVIZ157',VINTINTAKE.SEQ:@FM:'C*V','','','')",,,,S,,Block Current Price,,,
BLOCK.DESC,I,,"TRANS(MBLOCKS,BLOCK,DESCRIPTION,'X')",,Block Description,30L,S,,Block full description,,,
BLOCK.EX.TN.PRICE,I,,"IF NETTE NE '' THEN TRANS(GRAPE.PRICE,VINTINTAKE.SEQ,EX.TN.PRICE,'X') ELSE ''",,,,S,,Block Excess Price,,,
BLOCK.FCAST.PRICE,I,,"SUBR('*GVIZ157',VINTINTAKE.SEQ:@FM:'F*V','','','')",MD00P,Block,5R,S,,Block Forecast Price,,,
BLOCK.FDESC,I,,"SUBR('*PVIZ141','','',BLOCK)",,Block Description,30L,S,,First available description of block code,,,
BLOCK.NAME,I,,"TRANS(MBLOCKS,BLOCK,NAME,'X')",,,5L,S,,Block Name,,,
BLOCK.NEG.PRICE,I,,"TRANS(GRAPE.PRICE,VINTINTAKE.SEQ,NEG.PRICE,'X')",MD00P,Block,5R,,,Block Negotiated Price,,,
BLOCK.PREM.PRICE,I,,"TRANS(GRAPE.PRICE,VINTINTAKE.SEQ,PREM.PRICE,'X')",MD00P,Block,5R,S,,Block Premium Price,,,
BLOCK.PRICE.CODE,I,,"TRANS(GRAPE.PRICE,VINTINTAKE.SEQ,BLOCK.PRICE.CODE,'X')",,,1L,S,,Block Pricing Code,,,
BLOCK.REVIS.PRICE,I,,"TRANS(GRAPE.PRICE,VINTINTAKE.SEQ,REVIS.PRICE,'X')",MD00P,Block,5R,S,,Block Revised Price,,,
BLOCK.SDESC,I,,"TRANS(MBLOCKS,BLOCK,SHORT.DESC,'X')",,Block Descrip.,15L,S,,Block short description,,,
BOOKING.WNOTE,I,,"TRANS(BOOKING,BKNGNUM,WNOTE,'X')",,Wnote no.,10L,M,,,,,
BOOKTIME,I,,"TRANS(BOOKING,BKNGNUM,BOOKTIME,'X')",MT,Booked,5R,S,,Booked Time,,,
BOOKTNNS,I,,"TRANS(BOOKING,BKNGNUM,'BOOKTNNS','X')",,Booked,4R,S,,Booked tonnes,,,
CARR.PAYMENT.CODE,I,,"TRANS(MGROWER,CARRIER,PAYMENT.CODE,'X')",,CARR,3L,S,,Payment terms code - carriers,,,
CARRIER.NAME,I,,"TRANS(MGROWER,CARRIER,GROWER,'X');IF @ THEN @ ELSE 'NO CARRIER'",,CARRIER NAME,25T,S,,Looking up carrier name from Master,,,
CARRIER.OR.ACTIVE,I,,"TRANS(MGROWER,CARRIER,VENDOR.ACTIVE,'X')",,,1L,S,,Carrier oracle active flag N/'',,,
CARRIER.OR.VENDOR,I,,"TRANS(MGROWER,CARRIER,ORACLE.VENDOR,'X')",,Carrier,10L,S,,Carrier Oracle vendor code,,,
CART.RATE,I,,"TRANS(GRAPE.CARTAGE,AGDOCKET,CARTRATE,'X')",MD20P,Cartage,6R,S,,Cartage Rate,,,
CART.VALUE,I,,NETT*CARTRATE,MD20P,CARTAGE,10R,S,,Extended Cartage Value,,,
CARTAGE.DESC,I,,"TRANS(GRAPE.CARTAGE,CARTAGE.CODE,'CARTAGE.DESC','X')",,Description,35L,S,,Cartage Code Description,,,
CARTAGE.VALUE,I,,NETT*CARTRATE,MD20P,CARTAGE,10R,S,,Extended Cartage Value,,,
CARTAREA,I,,7,,Cart,4L,S,,Cartage Code,,,
CARTDESC1,I,,"TRANS(GRAPE.CARTAGE,CARTAGE.CODE,'CARTAGE.DESC','X')",,Cartage,60L,S,,Cartage description 1,,,
CARTRATE,I,,"TRANS(GRAPE.CARTAGE,AGDOCKET,CARTRATE,'X')",MD20P,Cartage,6R,S,,Cartage Rate,,,
CARTVALUE,I,,NETT * CARTRATE,MD20P,CARTAGE,10R,S,,CART. VALUE BY NETT AND CARTRATE,,,
CARTVALUE2,I,,"SUBR(""*PBWR400"",NETT,AGDOCKET)",MD20P,CARTAGE,10R,S,,Extended Cartage Value,,,
CBAUME,I,,"TRANS(VINTINTAKE,VINTINTAKE.SEQ,CBAUME,'X')",MD10P,Cont,4R,S,,Contract Baume,,,
CH.WN.CRSITE,I,,"TRANS(I.GRDOCKET,@ID,MCNOTE,'X');FIELD(@1,'-',1);SUBR('*GBWI1170C',WINERY.LOC,@2,18)",,,2L,M,CHIT.WNOTES,,,,
CH.WN.ENDUSE,I,,"TRANS(I.GRDOCKET,@ID,MCNOTE,'X');FIELD(@1,'-',1);SUBR('*GBWI1170C',WINERY.LOC,@2,18)",,,1L,M,CHIT.WNOTES,,,,
CH.WN.LINKED.SLOT,I,,"TRANS(I.GRDOCKET,@ID,MCNOTE,'X');FIELD(@1,'-',1);SUBR('*GBWI1170C',WINERY.LOC,@2,18)",,Linked,6R,M,CHIT.WNOTES,Linked slot number for a Delivery or Processing slot type,,,
CH.WN.PIT,I,,"TRANS(I.GRDOCKET,@ID,MCNOTE,'X');FIELD(@1,'-',1);SUBR('*GBWI1170C',WINERY.LOC,@2,18)",,,3L,M,CHIT.WNOTES,,,,
CH.WN.RECDATE.E,I,,"TRANS(I.GRDOCKET,@ID,MCNOTE,'X');FIELD(@1,'-',1);SUBR('*GBWI1170C',WINERY.LOC,@2,18)",D4/E,,10R,M,CHIT.WNOTES,,,,
CH.WN.RECTIME,I,,"TRANS(I.GRDOCKET,@ID,MCNOTE,'X');FIELD(@1,'-',1);SUBR('*GBWI1170C',WINERY.LOC,@2,18)",MTS,,8R,M,CHIT.WNOTES,,,,
CH.WN.SLOT,I,,"TRANS(I.GRDOCKET,@ID,MCNOTE,'X');FIELD(@1,'-',1);SUBR('*GBWI1170C',WINERY.LOC,@2,18)",,,6R,M,CHIT.WNOTES,,,,
CH.WN.SOURCE,I,,"TRANS(I.GRDOCKET,@ID,MCNOTE,'X');FIELD(@1,'-',1);SUBR('*GBWI1170C',WINERY.LOC,@2,18)",,,3L,M,CHIT.WNOTES,,,,
CH.WN.VARIETY,I,,"TRANS(I.GRDOCKET,@ID,MCNOTE,'X');FIELD(@1,'-',1);SUBR('*GBWI1170C',WINERY.LOC,@2,18)",,,3L,M,CHIT.WNOTES,,,,
CHIT.LITRES,I,,"TRANS(I.CP.OPSMOVE,CRSLOT,CRUSHNOTE,'X');TRANS(CHIT,@,MTVOL,'X')",MD10P,Crush Litres,10R,M,CRUSHNOTE,Litres extracted from a weighnote,,,
CHIT.WNOTES,I,,"TRANS(I.GRDOCKET,@ID,MCNOTE,'X');FIELD(@1,'-',1);SUBR('*GBWI1170C',WINERY.LOC,@2,18)",,,10L,M,CHIT.WNOTES,,,,
CLIM,I,,"TRANS(SOURCE,SOURCE,CLIM,'X')",,Clim,5L,S,,Climatic Grouping Code,,,
CLIM.DESC,I,,"CLIM; SUBR(""*PVII199"", @, 'C', '')",,Climate,10L,S,,Climate Grouping Description,,,
CNT,I,,1,,COUNT,1R,S,,,,,
COLOUR,I,,"TRANS(MVARIETY,VARIETY,COLOUR,'X')",,Colour,1L,S,,Variety colour code,,,
COLOUR.DESC,I,,"TRANS(MVARIETY,VARIETY,COLOUR,'X') ; IF @1 = 'R' THEN 'Red' ELSE IF @1 = 'W' THEN",,Colour,6L,S,,,,,
COMPANY,I,,"@ID[1,2]",,CO,2T,S,,Company Code,,,
COMPNM,I,,"TRANS(DESCRIPTION,'COMPNM',DESCP,'X')",DESCRIPTION,,,S,,Company Name,,,
COMPNM.ABN,I,,"TRANS(DESCRIPTION,'COMPNM',DRANGE2,'X')",,,,S,,Company ABN,,,
CONTRACT.TYPE,I,,"TRANS(MGROWER,GROWERID,CONTRACT.TYPE,'X')",,Contract,2L,S,,Contract type code,,,
CPLAN.KEY2,I,,"SUBR('*PVIZ208','GR',VARIETY,SRCAREA,ENDUSE,CRSITE,'','')",,Crush Plan Key 2,14L,S,,,,,
CPLAN.KEY2.OLD,I,,VARIETY:'*':SRCAREA:'*':ENDUSE:'*':CRSITE,,Crush Plan Key 2,14L,S,,,,,
CRANE.BIN.HIRE,I,,NETT * 7,MD20P,CRANE,10R,S,,Crane & Bin Hire,,,
CRDATE,I,,"TRANS(CONTROL,'VIYEAR',1,'X')[3,2];OCONV(RECDATE,'D2/')[7,2]; IF @1 = @2   THEN",D2/,Crush,8R,S,,Crush date,,,
CRDATE.E,I,,"TRANS(CRUSHPLAN,CRSLOT,'CRDATE','X')",D4/E,,10R,S,,Crush date,,,
CRDATE.NINEPM,I,,"TRANS(CRUSHPLAN,SLOTNUM,CRDATE,'X')",D2/,Crush,8R,S,,Crush date for use in NINEPM dict def,,,
CRDAY,I,,"FIELD(CRWEEK,'.',2)",,Crush,1R,S,,Crush day #,,,
CRPITDESC,I,,"TRANS(CRUSHPIT,CRUSHER,DESC,'X')",,CRUSH PIT DESCRIPTION,30L,S,,Crush pit description,,,
CRPITSDESC,I,,"TRANS(CRUSHPIT,CRUSHER,SHRTDESC,'X')",,CRUSH PIT S/DESC,15L,S,,Crush pit short description,,,
CRSITE.HIST.DESC,I,,"TRANS(CRUSHSITE.HIST,CRSITE.HIST,SHRTDESC,'X')",,Crush,15L,S,,Crush site short description HIST,,,
CRSTDESC,I,,"TRANS(CRUSHSITE,CRSITE,DESC,'X')",,,,S,,Crush site description,,,
CRSTSDESC,I,,"TRANS(CRUSHSITE,CRSITE,SHRTDESC,'X')",,Crush,15L,S,,Crush site short description,,,
CRUSHER.HIST.DESC,I,,"TRANS(CRUSHPIT.HIST,CRUSHER.HIST,DESC,'X')",,CRUSH PIT DESCRIPTION HIST,30L,S,,Crush pit description HIST,,,
CRUSHNOTE,I,,"TRANS(I.CP.OPSMOVE,SLOTNUM,CRUSHNOTE,'X')",,Crushnote,9L,M,CRUSHNOTE,Crush note number (key to OPSMOVE & GRDOCKET),,,
CRWEEK,I,,"SUBR(""*PVIZ101"",CRDATE.NINEPM)",,Crush,4R,S,,Crush week.day,,,
CUR.PROC.ACCT,I,,WINERY.ACCT:MAN.BY.ACCT,,,4L,S,,,,,
CURR.PRICE,I,,"SUBR('*PVIZ157',@FM:'C*W','','',@RECORD)",MD00P,Curr,6R,S,,Current price (calculated),,,
CURR.PRICE.ADJ,I,,"SUBR('*PVIZ157',@FM:'C*W':@FM:'Y','','',@RECORD)",MD00P,Curr,5R,S,,Adjusted Current price (calculated),,,
CURR.VALUE,I,,NETT * CURR.PRICE.ADJ,MD20P,Current,10R,S,,Value of weighnote at Adjusted Current Price,,,
CUTOFF.DATE,I,,"TRANS(PAYMENT.TERMS,PAYMENT.CODE,CUTOFF.DATE,'X')",D2/,Cutoff,8R,M,TERMS,Cutoff date for payments,,,
DATEFMT,I,,"OCONV(RECDATE,'D2/')",,REC DATE,8R,S,,DATE IN OUTPUT FORMAT,,,
DELCOMP,I,,'',,Dummy,1L,S,,Dummy dictionary item to match VINTINTAKE,,,
DELIVERED,I,,"TRANS(VINTINTAKE,VINTINTAKE.SEQ,DELIVERED,'X')",MD00P,DELIVERED,8R,S,,,,,
DF.EXT.BASIS,I,,"SUBR(SUBR.PENBW:'PVII246',VARIETY,SRCAREA,ENDUSE,FLAGGED.GRADE,COLOUR,5)",,Basis of default,40T,S,,Basis of Default extraction values,,,
DF.FRN.EXT,I,,"SUBR(SUBR.PENBW:'PVII246',VARIETY,SRCAREA,ENDUSE,FLAGGED.GRADE,COLOUR,1)",,Default,3R,S,,Default freerun extraction,,,
DF.PRS.EXT,I,,"SUBR(SUBR.PENBW:'PVII246',VARIETY,SRCAREA,ENDUSE,FLAGGED.GRADE,COLOUR,2)",,Default,3R,S,,Default pressings extraction,,,
DF.PRS.TO,I,,"SUBR(SUBR.PENBW:'PVII246',VARIETY,SRCAREA,ENDUSE,FLAGGED.GRADE,COLOUR,4)",,Default,4L,S,,Default pressings to,,,
