# Grange file: TANK.ORIGIN,source: winemaking.xlsm/TO,downloaded: 2019-11-28
Field Name,Type,Field No,Field Definition,Conversion Code,Column Heading,Output Format,Depth,Assoc,DESC,Key,Examples,Comment
PWL.EXCL,D,14,,,PWL Chit Excl Status Flag,1L,M,ORGCD,PWL Chit Exclude Status flag,,,
FGL.EXCL,D,15,,,DO NOT USE,1L,M,ORGCD,DO NOT USE,,,
FWL.EXCL,D,15,,,FWL Chit Excl Status Flag,1L,M,ORGCD,FWL Chit Exclude Status flag,,,
ACCOUNT,I,,@WHO,,ACCOUNT,5L,S,,,,,
DCAP,I,,"TRANS(DIPTABLE,TTABLE,DCAP,'X')",,DIP CAP,8R,S,,Max DIP,,,
DEST.BLEND,I,,"TRANS(MTANK,DEST.TANK,TBLEND,'X')",,Blend Code,12L,S,,Blend in the destination tank,,,
ENDUSE,I,,"TRANS(BW.STYLE,STYLE,VP.ENDUSE,'X')",,Enduse,1L,S,,Enduse in this tank,,,
FGL.DIFF,I,,SUM.FGL.WNOTE.LTRS-LITRE,,DO NOT USE,10R,S,,DO NOT USE,,,
FWL.DIFF,I,,SUM.FWL.WNOTE.LTRS-LITRE,,FWL DIFF,10R,S,,,,,
GD.DIFF,I,,LITRE-TOT.GD.LITRES,MD10P,Diff to GD litres,10R,S,,,,,
GD.LITRES,I,,"TRANS(GRAPE.DEST,@ID,'GD.LITRES','X')",MD10P,Litres,10R,M,SOURCE.DOC,The number of litres (in this tank or on this chit) that are attributable to this (weighnote or purchase chit).,,,
GEN.TANK.ACC,I,,"TRANS(DP,FIELD(@ID,'*',2),CNOTES,'X') ; IF @1 = '' THEN TRANS(DP.FORT,FIELD(@ID,'*',2),CNOTES,'X') ELSE @1 ; IF @2 THEN ACCOUNT    ELSE IF FIELD(@ID,'*',1) # 'SW' THEN TRANS(FIN.WH.CODE,@ID[1,1],ACC,'X')   ELSE ''",,Tank Account,10L,S,,Tank Account for ordinary and small wood tanks,,,
GENERIC,I,,"TRANS(BWALLOC,TANK,GENERIC,'X')",,Tank Alloc Codes,3L,M,ALLOC,Generic codes allocated,,,
GRAPE.PRICE,I,,"SUBR(SUBR.PENBW:'PBWI654',WNOTES,'WNOTE.PRICE'); IF @1 + 0 # 0 THEN @1 ELSE SUBR(SUBR.PENBW:'PVIZ157',@FM:'C*W':@FM:'Y','','',GRAPERECPT)",MD20P,Grape Price per Ton,8R,M,WNOTES,Price per ton of the grapes from this weighnote - from GRAPERECPT[.HIST],,,
GRAPE.VALUE,I,,"SUBR(SUBR.PENBW:'PBWI654',WNOTES,'WNOTE.PRICE'); IF @1 + 0 # 0 THEN @1 * NETT ELSE SUBR(SUBR.PENBW:'PVIZ157',@FM:'C*W':@FM:'Y','','',GRAPERECPT) * NETT",MD20P,Grape Value,10R,M,WNOTES,Cost of grapes (GRAPE.PRICE * TONS),,,
GRAPERECPT,I,,"SUBR(SUBR.PENBW:'PBWI654',WNOTES,0)",,GRAPERECPT Record,80L,M,WNOTES,The GRAPERECPT record for this weighnote - from GRAPERECPT[.HIST],,,
GROWER.NAME,I,,"TRANS(MGROWER,GROWERID,GROWER,'X')",,Grower's Name,25T,M,ORGCD,Grower's Name,,,
GROWERID,I,,"SUBR(""*PBWI654"",WNOTE.ONLY,1)",,GROWER NO,6T,M,ORGCD,Company Code/Grower No - See MGROWER,,,
GROWERID.NOUSE,I,,"TRANS(GRAPERECPT,WNOTE.ID,GROWERID,'X')",,GROWER NO,6T,S,,Company Code/Grower No - See MGROWER,,,
GROWERID.U,I,,"SUBR(""*PZZI211"",""UNIQUE"",GROWERID,GROWERID,VARIETY,"""")",,Unique Grower,6T,S,,Grower Id - Depending on unique Grower and Variety,,,
IGL.DIFF,I,,SUM.IGL.WNOTE.LTR-LITRE,,IGL DIFF,10R,S,,,,,
JK.U.PERC,I,,"SUBR(""!EQS"",ORIGIN,REUSE('U'));@*LITRES; SUM(@);(SUBR(""*PBWZ171"",TTABLE,TDIP,""V"")+0)/100;IF @+0 NE 0 THEN @3/@ ELSE 0",MD20P,Unknown %,6R,S,,Percentage of unknown litres to total tank volume,,,
LITRE,I,,SUM(LITRES),MD10P,Litres,8R,,,Total weighnote litres,,,
MAN.BY.ACCT,I,,"TRANS(WINERY.LOCATION,WINERY.LOCATION,MAN.BY.ACCT,'X')[2]",,Managed by Acct,10L,S,,,,,
MCNOTE,I,,"TRANS(I.GRDOCKET,WNOTE.ID,MCNOTE,'X')",,CRUSH C/NOTE,6R,M,ORGCD,Crush Cellar Note,,,
NETT,I,,"SUBR(""*PBWI654"",WNOTE.ONLY,20)",,NETT,7R2,M,ORGCD,"Nett weight delivered  xx.xx tonnes for standard Pool, excluding reject",,,
NETT.NOUSE,I,,"TRANS(GRAPERECPT,WNOTE.ID,NETT,'X')",,NETT,7R2,S,,"Nett weight delivered  xx.xx tonnes for standard Pool, excluding reject",,,
NUM.IGV.TANKS,I,,"DCOUNT(IGV.TANK,@VM)",,DO NOT USE,10R,M,ORGCD,DO NOT USE,,,
NUM.ORIGINS,I,,"DCOUNT(ORIGIN,@VM)",,,10R,M,ORGCD,,,,
PGL.DIFF,I,,SUM.PGL.WNOTE.LTR-LITRE,,DO NOT USE,10R,S,,DO NOT USE,,,
PRICE.CODE,I,,"SUBR(""*PBWI654"",WNOTE.ONLY,34)",,PRICE CODE,1L,S,,Price code A through Z,,,
PRICE.CODE.NOUSE,I,,"TRANS(GRAPERECPT,WNOTE.ID,PRICE.CODE,'X')",,PRICE CODE,1L,S,,Price code A through Z,,,
PWL.DIFF,I,,SUM.PWL.WNOTE.LTR-LITRE,,PWL DIFF,10R,S,,,,,
SRCAREA,I,,"SUBR(""*PBWI654"",WNOTE.ONLY,28)",,Grower Area,3L,S,,Grower source area,,,
SRCAREA.DESC,I,,"TRANS(SOURCE,SRCAREA,DESCP,'X')",,Source Area Description,30L,M,ORGCD,Grape Source Area Description,,,
SRCAREA.NOUSE,I,,"TRANS(GRAPERECPT,WNOTE.ID,SRCAREA,'X')",,Grower Area,3L,S,,Grower source area,,,
STYLE,I,,"TBLEND[4,1]",,Style,1L,S,,Style code,,,
SUM.FGL.WNOTE.LTRS,I,,SUM(SUM(FGL.WNOTE.LTRS)),,DO NOT USE,12R,S,,DO NOT USE,,,
SUM.FWL.WNOTE.LTRS,I,,SUM(SUM(FWL.WNOTE.LTRS)),,Tot FWL Litres,12R,S,,,,,
SUM.IGL.WNOTE.LTR,I,,SUM(SUM(IGL.WNOTE.LTRS)),,Tot IGL Litres,12R,S,,,,,
SUM.PGL.WNOTE.LTR,I,,SUM(SUM(PGL.WNOTE.LTRS)),,Tot PGL Litres,12R,S,,,,,
SUM.PGL.WNOTE.LTRS,I,,SUM(SUM(PGL.WNOTE.LTRS)),,DO NOT USE,12R,S,,DO NOT USE,,,
SUM.PWL.WNOTE.LTRS,I,,SUM(SUM(PWL.WNOTE.LTRS)),,Tot PWL Litres,12R,S,,,,,
TALITRES,I,,"TRANS(BWALLOC,TANK,LITRES,'X')",MD00P,Tank Alloc Litres,7R,M,ALLOC,Tank allocated litres,,,
TANK.ACC,I,,"IF FIELD(@ID,'*',1) # 'SW' THEN TRANS(FIN.WH.CODE,@ID[1,1],ACC,'X') ELSE ''",,Tank Account,4L,S,,1st Character of tank code denotes its account,,,
TBLEND,I,,"TRANS(MTANK,@ID,TBLEND,'X')",,Blend,12L,S,,Current Blend in this Tank,,,
TDIP,I,,"TRANS(MTANK,@ID,TDIP,'X')",MD10P,TANK DIP,7R,S,,Tank Dip,,,
TOT.GD.LITRES,I,,SUM(GD.LITRES),MD10P,Total GD Litres,10R,S,,Total GRAPE.DEST litres,,,
TOT.IGL.WNOTE.LTRS,I,,SUM(SUM(IGL.WNOTE.LTRS)),MD10P,Total IGL W/note Litres,7R,M,ORGCD,Litres attributes to weigh note at time of IGL chit.,,,
TTABLE,I,,"TRANS(MTANK,@ID,TTABLE,'X')",,DIP TABLE,4T,S,,Tank Size Dip Table,,,
TVOLUME,I,,"SUBR(""*PBWZ171"",TTABLE,TDIP,""V"")+0",MD10P,Tank Vol,9R,,,Current tank volume,,,
VAR.GRWR,I,,"SUBR('!CATS',VARIETY,GROWERID)",,Var Grower,13L,M,ORGCD,VARIETY AND GROWERID,,,
VAR.RATE,I,,"SUBR(""*PBWI654"",WNOTE.ONLY,35)",MD20P,RATE TONNE,7R,S,,Variety/Quality/Source Rate,,,
VAR.RATE.NOUSE,I,,"TRANS(GRAPERECPT,WNOTE.ID,VAR.RATE,'X')",MD20P,RATE TONNE,7R,S,,Variety/Quality/Source Rate,,,
VARIETY,I,,"SUBR(""*PBWI654"",WNOTE.ONLY,8)",,VAR,3T,M,ORGCD,Variety from Graperecpt file,,,
VARIETY.DESC,I,,"TRANS(MVARIETY,VARIETY,VARDESCP,'X')",,Variety Description,20L,M,ORGCD,Grape Variety Description,,,
VARIETY.NOUSE,I,,"TRANS(GRAPERECPT,WNOTE.ID,VARIETY,'X')",,VAR,3T,S,,,,,
VARIETY.U,I,,"SUBR(""*PZZI211"",""UNIQUE"",VARIETY,GROWERID,VARIETY,"""")",,Unique Var.,3T,S,,Variety - Depending on unique Grower and Variety,,,
VINTYEAR,I,,"TBLEND[2,2]",,Vint Year,2R,S,,Vintage Year,,,
VOL.DIFF,I,,TVOLUME-LITRE,MD10P,Volume Difference,9R,,,Difference between current tank volume and weighnote volumes,,,
WINERY.LOCATION,I,,"TRANS(MTANK,@ID,WINERY.LOCATION,'X')",,Win Loc,2L,S,,Winery Location of this tank,,,
WNOTE.ID,I,,"SUBR(""*ITYPE.EXT"",WNOTE.ONLY,2,'')",,W/Note,9L,M,ORGCD,Weighnote Id,,,
WNOTE.ID.NOUSE,I,,"SUBR(""*ITYPE.EXT"",WNOTE,2,'')",,W/Note,9L,M,ORGCD,Weighnote Id,,,
WNOTE.ONLY,I,,"SUBR(""*PZZI211"",""SELINS"",WNOTE,ORIGIN,""W"","""")",,W/Note,9L,M,ORGCD,Only Actual Weighnotes (ie. NOT purchase chits etc.),,,
WNOTES,I,,"SUBR(SUBR.PENUTIL:'PZZI211','LOC.TYPE','W',ORIGIN,WNOTE,'')",,Weighnotes,11L,M,WNOTES,Weighnotes only (ie. excluding purchase chits),,,
@,PH,,TANK MADATE LITRE ORIGIN WNOTE LITRES ID.SUP TVOLUME VOL.DIFF,,,,,,Default display,,,
GRAPE.DET,PH,,WNOTE LITRES VARIETY NETT SRCAREA PRICE.CODE VAR.RATE,,,,,,Grape receipt details,,,
ORGCD,PH,,ORIGIN WNOTE LITRES,,,,,,Origin code breakdown,,,
TANK.DET,PH,,TVOLUME LITRE VOL.DIFF,,,,,,Tank details,,,
