# Grange file: ITEM.MSTR,source: winemaking.xlsm/IM,downloaded: 2019-11-28
Field Name,Type,Field No,Field Definition,Conversion Code,Column Heading,Output Format,Depth,Assoc,DESC,Key,Examples,Comment
SIZE.CODE,D,14,,,SIZE CODE,2T,S,,Size Code,,,
SIZE.CODE2W,D,14,,,SZ CD,2T,S,,Size Code,,,
STATUS.CODE,D,15,,,STATUS,3T,S,,Status Code,,,
STATUS.CODE3W,D,15,,,STA,3T,S,,Status Code,,,
ZONECODE,D,15,,,Zone Code,3L,S,,zone code used for vintage planning,,,
VINTAGE,D,16,,,Vintage,2R,S,,Vintage Year (YY),,,
REJECT.PCT,D,17,,MD20P,REJECT PCT,5R,S,,Reject percentage for use in BOM costing & Standard issues,,,
SDESC,D,18,,,Size Descr,6T,S,,"Size Description - (eg 750ml, 2.00 etc)",,,
SDESC1,D,18,,,SIZE,6T,S,,"Size Description - (eg 750ml, 2.00 etc)",,,
LAST.COST.PUR,D,19,,MD20P,LAST COST,10R,M,LST.COST,Last cost of purchase,,,
LAST.COST.PUR4,D,19,,MD40P,LAST COST,10R,M,LST.COST,Last cost of purchase,,,
LAST.COST.DATE,D,20,,D2/,LAST COST DATE,8R,M,LST.COST,Date of Last Cost update,,,
ACTIV,D,21,,,ACTIV CODE,1T,S,,"Activity Code - 'D' - Flagged for Deletion, '' - Active, 'S' - Suspended",,,
UC,D,22,,,UNIT CODE,1T,S,,"Unit Code - D doz, B bulk, F each",,,
UNITCD,D,22,,,UNIT CODE,1T,S,,"Unit Code - D doz, B bulk, E each, C Case",,,
OK.TO.SELL,D,23,,,OK to Sell,1L,S,,OK to Sell Flag (Y or N),,,
DEP.CODE,D,24,,,Deposit Code,2L,S,,Deposit code,,,
PRICE,D,24,,MD20P,$ PRICE,7R,M,PRICES,Array of prices,,,
LAST.COST,D,25,,MD40P,LAST COST,10R,S,,"Cost of Product/Material when last purchased. (ONLY USED FOR ""DOWNLOAD COMPARISON"")",,,
M.AVGE.COST,D,26,,MD40P,MOVING AVG.COST,10R,S,,Moving Average Cost,,,
FCOST.VAR,D,27,,MD40P,FUTURE COST VARIABLE,10R,S,,Future Cost - Variable,,,
USER.COST,D,27,,MD40P,USER COST,10R,S,,User Defined Cost,,,
FCOST.TOT,D,28,,MD40P,FUTURE COST TOTAL,10R,S,,Future Cost - Total,,,
SERIES,D,29,,,,3R,S,,"Port Series number or Label placement (FR-front,etc) for RM",,,
S.TGP,D,30,,,S/TAX GROUP,1R,S,,"Sales Tax Group (A,B etc)",,,
SALES.TAX.CODE,D,30,,,S/TAX CODE,1R,S,,"Sales Tax Group (A,B etc)",,,
PROOF,D,31,,MD30P,PROOF FACTOR,5R,S,,Proof Factor - Litres to LALS,,,
BOT.CART,D,32,,MD00P,BOT. CTN.,3R,S,,Number of Bottles per Carton Stored,,,
LIT.FAC,D,33,,MD30P,LITRE FACTOR,9R,S,,Number of Litres per bottle / container,,,
LRC.LIT,D,33,,,LIT FAC,6R,S,,,,,
MARGINS,D,34,,MD30P,MARGIN,6R,S,,,,,
LFEE.CAT.CODE,D,35,,,L/FEE PROD CAT'G,2L,S,,Licence Fee Product Category Code File,,,
SCOST.TOT,D,36,,MD40P,STANDARD COST TOTAL,10R,S,,Standard Cost - Total,,,
DUTY.CODE.INT,D,37,,,DUTY CODE,2L,S,,Duty Code (UK/USA/NZ),,,
DUTY.CODE.UK,D,37,,,DUTY CODE,2L,S,,Duty Code (UK),,,
DUTYRATE,D,37,,MD40P,DUTY RATE,10R,S,,Duty rate,,,
W.H.INUSE,D,38,,,W/H IN USE,2R,M,,Ware Houses in Use,,,
NOT.STOCKED,D,39,,,NON STOCK FLAG,1T,S,,Non Stock Flag (Y) : 16/3/99  'N' = Not Saleable  '' = Saleable,,,
BOT.CART.SELL,D,40,,,CARTON SIZE SOLD,3R,S,,Number of Bottles per Carton - Sell,,,
SELL.UNIT,D,40,,MD00P,Sell Unit,4R,S,,Number of Bottles per Carton - Sell,,,
BOT.CART.PUR,D,41,,,CARTON SIZE PUR.,3R,S,,Number of Bottles per Carton,,,
VINEGAR.SGTH,D,42,,MD20P,VINEGAR STRENGTH,4R,S,,Vinegar strength,,,
SUB.PRODUCT.LIST,D,43,,,Related Products,14L,M,CONS,,,,
PROD.STAGE,D,44,,,Stage,1L,S,,"Set to C, A or null for a Concept, Approved, or Existing product",,,
NO.DISC,D,45,,,Cat Disc Allowed,1L,S,,Category Discount allowed on this product (N/),,,
PRODN.RATE,D,46,,MD0P,PRODN LINE RATE,8R,S,,Production line rate in Litres per hours,,,
PRODN.RATE.CD,D,46,,MD0P,PRODN LINE RATE,4R,S,,Production line rate in Litres per hours,,,
BOTT.CART.MANF,D,47,,,BOTT CART MANF,3R,S,,Bottles per Carton for Manufacture,,,
BOTLOC,D,48,,,BOTT LOC,2T,,,BOTTLING LOCATION,,,
ADW.WEIGHT,D,49,,,Weight/ Carton,9R,S,,Weight Per Carton in KG's,,,
WEIGHT,D,49,,MD20P,Weight/ Carton,9R,S,,Weight Per Carton in KG's,,,
WEIGHT.PRINT,D,49,,MD22P,Weight Per Carton in Kgs,13R,S,,Weight Per Carton in KG's,,,
CTN.PALLET,D,50,,MD0,Cartons /Pallet,6R,S,,Number of Cartons per Pallet,,,
MOULDNO,D,51,,MD00P,MOULD NO.,5R,S,,,,,
ALLOC.FLAG,D,52,,,ALLOC FLAG,1L,S,,Allocated Product Flag,,,
MAJOR.PRODUCT,D,53,,,MAJOR PROD FLAG,1T,S,,Major product flag,,,
MAJOR.PRODUCT.CODE,D,53,,,Master Product Code,14L,S,,,,,
BUS.UNIT,D,54,,,PS,2R,S,,Business unit code  (Price Segment),,,
BUS.UNIT2W,D,54,,,PS,2L,S,,Business unit code (Price Segment),,,
PRICE.SEG,D,54,,,PS,2R,S,,Price Segment Code,,,
DATE.CREATED,D,55,,D2/,DATE CREATED,8R,S,,Date Record created,,,
DATE.MAINT,D,56,,D2/,DATE MODIFIED,8R,S,,Date Record Last Modified,,,
SCOST.TOT.DATE,D,57,,D2/,STD TOT COST DATE,8R,S,,Date of Last Standard Cost Total Update,,,
ACOST.TOT,D,58,,MD40P,ACTUAL COST TOTAL,10R,S,,Actual Cost - Total,,,
ACOST.TOT.DATE,D,59,,D2/,CUR TOT COST DATE,8R,S,,Date of last Actual Cost Total Update,,,
PP.BOTMOD,D,60,,MD00P,BOTTLING MODULE,6R,M,BOTLINES,PROD. PLAN. - BOTTLING MODULE,,,
PP.LITHRS,D,61,,MD00P,LITRES/H,6R,M,BOTLINES,PROD. PLAN. - LITRES/HR BY LINE NO.: MULTIVALUED,,,
CTN.PALL.INT,D,62,,MD0,Cartons /Pallet Int,6R,S,,Number of Cartons per Pallet - International (UK/USA/NZ),,,
FCST.FLAG,D,63,,,Fcst Flag,1L,S,,Forecast category flag of A/B/C,,,
SHORT.DESC,D,64,,,Short Description,15L,S,,Short Product Description,,,
PRICE.LISTS,D,65,,,Price Lists Flag,1L,S,,Flag for Products to be used in Price Lists,,,
PLAN.COST,D,66,,MD40P,Plan Cost,10R,S,,Plan Cost - User Cost,,,
RANGE.CODE,D,67,,,RANGE CODE,2R,S,,Range Code,,,
RANGE.CODE2W,D,67,,,RG CD,2R,S,,Range Code,,,
STD.EFF,D,68,,,STD EFF %,3R,S,,Standard Efficiency,,,
PALLET.CONFIG,D,69,,,PALLET CONFIGURATION,15T,S,,Pallet Configuration,,,
WH.DISC.FLG,D,70,,,M/Pa Disc,1L,S,,Multi Pallet discount allowed on this product (N/),,,
VOL.DISC.FLG,D,71,,,Dist Disc,1L,S,,Distribution discount allowed on this product (N/),,,
CTN.DIM.L,D,72,,MD10P,CTN DIM LENGTH,6R,S,,Carton Dimension - Length,,,
CTN.DIM.W,D,73,,MD10P,CTN DIM WIDTH,6R,S,,Carton Dimension - Width,,,
CTN.DIM.H,D,74,,MD10P,CTN DIM HEIGHT,6R,S,,Carton Dimension - Height,,,
STD.STK.LOC,D,75,,,STD STK LOC,8L,S,,,,,
ROUTING.NO,D,76,,,ROUTING NUMBER,8R,S,,Routings Number for Penfolds,,,
ROUTING.NO7,D,76,,,ROUTING NUMBER,8R,S,,Routings Number for Penfolds,,,
GROWTH.FACTOR,D,77,,,GROWTH FACTOR %,6R,S,,Growth Factor Pecentage for 12mth Production Planning,,,
STD.PROD.RUN,D,78,,,STD PROD RUN QTY,8R,S,,Standard Production Run Qty for 12mth Production Planning,,,
PMU.JUL,D,79,,,JULIAN CODE REQ,1L,S,,Julian Codes required,,,
PMU.STEN,D,80,,,STENCIL MARKINGS,60L,S,,Stencil Markings,,,
PMU.SIDES,D,81,,,SIDES TO BE MARKED,1L,S,,PMU Markings on carton,,,
PMU.TSTRAP,D,82,,,TOP STRAP ON PALLET,1L,S,,Top Strap on pallet,,,
PMU.TSEAL,D,83,,,TOP SEALED,1L,S,,Top Sealed,,,
PMU.ADH,D,84,,,PALLET ADHESIVE,1L,S,,Pallet Adhesive,,,
GRAPE.GRADE,D,85,,,Grape Grade,1L,S,,Grade of Grape,,,
PMU.FILL,D,86,,,BOTTLE FILL LEVEL,10L,S,,Bottling Fill Level,,,
PMU.STAMP,D,87,,,DATE STAMP CARTON,1L,S,,Date Stamp Cartons,,,
PIS.NO,D,88,,,PRODUCT INFO SHEET NUMBER,6R,S,,Product Information Sheet Number,,,
PREBUD.S.TGP,D,89,,,Pre-Bud Sales Tax Code,1L,S,,Pre-Budget Sales Tax Code,,,
PREBUD.SALESTAX.CODE,D,89,,,Pre-Bud Sales Tax Code,1L,S,,Pre-Budget Sales Tax Code,,,
PIS.EFF.DATE,D,90,,D2/,PIS DATE,8R,S,,Date Product Information Sheet becomes effictive,,,
REST.LAB.REQ,D,91,,,RESTAURANT LABEL REQ'D.,6R,M,PIS,PIS info.  Restaurant Label Requirements,,,
REST.LAB.STATES,D,92,,,STATES LABEL REQ'D,5L,M,PIS,PIS Info.  States re restaurant label requirements,,,
PACK.TYPE,D,93,,,PACK TYPE,1L,S,,"Type of pack re discount  G = glass, S = soft, '' = other",,,
GENERIC.CODE,D,94,,,Base Generic Code,3L,S,,Base generic code - to link the same products together,,,
CLEAR.PROD,D,95,,,Clr Flg,1T,S,,Clearance Product Flag (Y/''),,,
STD.QC.DAYS,D,96,,,Std QC Days,2R,S,,Std days before automatic release from QC hold,,,
BOT.PER.MIN,D,97,,,BOT PER MIN,3R,S,,Bottles per minute,,,
PART.DESC,D,98,,,Part Description,40L,M,,Part Description,,,
BUDGET.FLAG,D,99,,,Budget Flag,1T,S,,Has Budget Data (Y/),,,
FORECAST.FLAG,D,100,,,Forecast Flag,1T,S,,Has FORECAST data (Y/),,,
TNOTES.INET,D,101,,,,1L,S,,Tasting Notes on Intranet (Y/),,,
NOT.USED.102,D,102,,,,1L,,,Unused field available for re-use,,,
TRF.SYSTEM,D,102,,,Sys,3L,M,,MV field of overseas system codes NZ/UK/USA,,,
NOT.USED.103,D,103,,,,1L,,,Unused field available for re-use,,,
TRADE.CAT,D,103,,,,2L,S,,Product Trade Category code,,,
EAN.TYPE,D,104,,,,4L,S,,EAN Type code for Shipper APN number,,,
NOT.USED.105,D,105,,,,1L,,,Unused field available for re-use,,,
TNOTES.INET.DATE,D,105,,D2/,Tnotes Transfer Date,8L,S,,Last date the product was transferred to the TASTENET System,,,
BACK.VINT.PROD,D,106,,,Back Vintage,1L,S,,Is a BACK-VINTAGE product (Y or ''),,,
EXCISE.CODE.INT,D,107,,,EXCISE CODE,2L,S,,Excise Code (UK/USA/NZ),,,
EXCISE.CODE.UK,D,107,,,EXCISE CODE,2L,S,,Excise Code (UK),,,
TRANS.PRICE.INT,D,108,,MD20P,TRANSFER PRICE,10R,S,,Transfer Price (UK/USA/NZ),,,
TRANS.PRICE.UK,D,108,,MD20P,TRANSFER PRICE,10R,S,,Transfer Price (UK mod),,,
TP.DATE.INT,D,109,,D2/,TRANS PRICE DATE EFF,8R,S,,Transfer Price Effective Date (UK/USA/NZ),,,
TP.DATE.UK,D,109,,D2/,TRANS PRICE DATE EFF,8R,S,,Transfer Price Effective Date (UK mod),,,
NEW.TRANS.PRICE.INT,D,110,,MD20P,NEW TRANS PRICE,10R,S,,New Transfer Price (UK/USA/NZ),,,
NEW.TRANS.PRICE.UK,D,110,,MD20P,NEW TRANS PRICE,10R,S,,New Transfer Price  (UK mod),,,
NEW.TP.DATE.INT,D,111,,D2/,NEW TRANS PRICE DATE,8R,S,,New Transfer Price Date Effective  (UK/USA/NZ),,,
NEW.TP.DATE.UK,D,111,,D2/,NEW TRANS PRICE DATE,8R,S,,New Transfer Price Date Effective  (UK mod),,,
PCT.MKUP,D,112,,MD20P,% MKUP,5R,S,,Percentage Markup for calculating Sales Tax for Cellar Doors,,,
TRADE.GENERIC.CD,D,113,,,Trade Generic Code,3L,S,,Trade generic code,,,
PRE.PREBUD.STAX,D,114,,,Pre-Pre Bud Sales Tax Code,1L,S,,Pre-Pre budget sales tax code.,,,
INT.PRODUCT,D,115,,,INT Prod,1L,S,,'Y' If this product was created in the UK/USA/NZ sales areas/boxes,,,
UK.PRODUCT,D,115,,,UK Prod,1L,S,,"United kingdom product - ""Y"" if this product was created in the united kingdom.",,,
FUT.ROUTING.NO,D,116,,,FUTURE ROUTING NUMBER,8R,S,,Future routing number for Penfolds,,,
CARTON.VOL,D,117,,,CARTON VOLUME,10R,S,,Carton Volume,,,
PALLET.TYPE,D,118,,,PALLET TYPE,10L,S,,"Pallet Type (Chep, Loscam)",,,
STRETCH.WRAP,D,119,,,STRETCH WRAP,1L,S,,Stretch Wrapped (Y/N),,,
CD.PRICE.LISTS,D,120,,,CD Price List <Y>,1L,S,,"""Y"" if product is to appear on the cellar door sales price list.",,,
NEW.ALLOC.FLAG,D,121,,,New Alloc Flag,1L,S,,New allocation flag - to come into place during eod of day.,,,
CONS.TYPE,D,122,,,C/T,1L,S,,Type of consolidation code (V/N/R) of (Vintage/Non-vintage/Raw material),,,
SUB.PRODUCT.VYR,D,123,,,V/Yr,4R,M,CONS,Vintage year (xxxx) corresponding to SUB.PRODUCT.LIST for 'V'intage consolidated codes,,,
EEC.NO,D,124,,,EEC ID,2L,S,,EEC Tariff Code ID (UK Only),,,
PW.WHSE.INUSE,D,125,,,Paperless Warehouses Inuse,2L,M,PW.WHSE,Paperless Warehouses in use for this product,,,
PREF.VENDORNO,D,126,,,Preferred Vendor No,8L,S,,Preferred vendor number,,,
USA.SUGG.RETAIL,D,127,,MD00P,USA RETAIL,8R,S,,Latest suggested retails price,,,
ALL.LOCS.FCAST.FLAG,D,128,,,ALL LOCS F/CAST FLAG,1L,S,,"If ""Y"" pick all locations stock and forecast for product codes appeneded with ""K"" or ""N""",,,
LAST.PRODN.DATE,D,129,,D2/,Last}Prodution}Date,8R,S,,Date of last Production - Updated by BHP113,,,
NON.VINT.LABEL,D,130,,,Non Vint Label,1L,,,If this product is more than 6 characters long and is to have no vintage printed on the carton label then this is a 'Y',,,
IND.WEIGHT,D,131,,MD60P,Individual Comp. Wght,9R,S,,Individual component weight,,,
PROD.COST,D,132,,MD40P,OWN GRAPES PRODUCTION COST,10R,S,,Production cost for own grapes used in VINTPLAN,,,
PROD.COST.DATE,D,133,,D2/,OWN GRAPES PRODUCTION COST DATE,8R,S,,Date of Last Production Cost Update,,,
SEND.TO.SAP,D,134,,,Send to SAP,1L,S,,Send to SAP,,,
SAP.RELEVANT,D,135,,,SAP Rel,1L,S,,Item relevant to SAP,,,
SAP.NEW,D,136,,,SAP New,1L,S,,SAP new item indicator 'N' new,,,
SAP.COST,D,137,,,SAP Cost,1L,S,,SAP cost changed item indicator 'C' cost,,,
SAP.CHANGE,D,138,,,SAP Change,1L,S,,SAP Change,,,
SAP.DESC,D,138,,,SAP Desc,1L,S,,SAP description changed item indicator 'D' description,,,
ALT.BOTLOC,D,139,,,ALT BOTT LOC,2T,M,ALT.BOTLOC,ALTERNATE BOTTLING LOCATION,,,
SAP.MATERIAL.TYPE,D,140,,,SAP Mat Type,4L,S,,SAP Material type,,,
SAP.ALT.BOTLOC,D,141,,,SAP ALT BOT LOC FLAG,1L,M,ALT.BOTLOC,SAP ALTERNATE BOTTLING LOCATION FLAG,,,
DEL.ALT.BOTLOC,D,142,,,Deleted Alternative Bottling Locations,2R,M,,Deleted Alternative Bottling Locations,,,
NEXT.SEQ,2,,,,,,,,,,,
01.INTRAN.CASES,I,,"TRANS(I.STKBRANCH,'01*':CODE,WHSE,'X'); SUM(TRANS(STOCK,SUBR(""!CATS"",@,REUSE(CODE)),QTYINTRAN,'X'))/SELL.UNIT",MD00P,Br 01 Qty On Hand Cases,20R,S,,Total of stock in transit in cases for branch 01,,,
01.QC.CASES,I,,"TRANS(I.STKBRANCH,'01*':CODE,WHSE,'X'); SUM(TRANS(STOCK,SUBR(""!CATS"",@,REUSE(CODE)),QTY.QC,'X'))/SELL.UNIT",MD00P,Br 01 Qty On Hand Cases,20R,S,,Total of stock in transit for branch 01 in cases,,,
01.QTYOH.CASES,I,,"TRANS(I.STKBRANCH,'01*':CODE,WHSE,'X'); SUM(TRANS(STOCK,SUBR(""!CATS"",@,REUSE(CODE)),QTYOH,'X'))/SELL.UNIT",MD00P,Br 01 Qty On Hand Cases,20R,S,,Total of stock on hand in cases for branch 01,,,
20.ALLOC,I,,"TRANS(STOCK,'20':@ID,ALLOC.QTY,""X"");IF UNITCD='D' THEN ABS(INT(@/12)):':':MOD(@,12) ELSE @ ; IF NOT(@1) THEN '' ELSE IF @1 < 0 THEN '-':@2 ELSE @2",,Melb. Alloc,7R,S,,Melbourne Allocated Dozens,,,
21.ALLOC,I,,"TRANS(STOCK,'20':@ID,ALLOC.QTY,""X"")",,Melb. Alloc,5R,S,,Melbourne Allocated Dozens,,,
35.INTRAN.CASES,I,,"TRANS(I.STKBRANCH,'35*':CODE,WHSE,'X'); SUM(TRANS(STOCK,SUBR(""!CATS"",@,REUSE(CODE)),QTYINTRAN,'X'))/SELL.UNIT",MD00P,Br 35 Qty On Hand Cases,20R,S,,Total of stock in transit in cases for branch 35,,,
35.QC.CASES,I,,"TRANS(I.STKBRANCH,'35*':CODE,WHSE,'X'); SUM(TRANS(STOCK,SUBR(""!CATS"",@,REUSE(CODE)),QTY.QC,'X'))/SELL.UNIT",MD00P,Br 35 Qty On Hand Cases,20R,S,,Total of stock in transit for branch 35 in cases,,,
35.QTYOH.CASES,I,,"TRANS(I.STKBRANCH,'35*':CODE,WHSE,'X'); SUM(TRANS(STOCK,SUBR(""!CATS"",@,REUSE(CODE)),QTYOH,'X'))/SELL.UNIT",MD00P,Br 35 Qty On Hand Cases,20R,S,,Total of stock on hand in cases for branch 35,,,
43.INTRAN.CASES,I,,"TRANS(I.STKBRANCH,'43*':CODE,WHSE,'X'); SUM(TRANS(STOCK,SUBR(""!CATS"",@,REUSE(CODE)),QTYINTRAN,'X'))/SELL.UNIT",MD00P,Br 43 Qty On Hand Cases,20R,S,,Total of stock in transit in cases for branch 43,,,
43.QC.CASES,I,,"TRANS(I.STKBRANCH,'43*':CODE,WHSE,'X'); SUM(TRANS(STOCK,SUBR(""!CATS"",@,REUSE(CODE)),QTY.QC,'X'))/SELL.UNIT",MD00P,Br 43 Qty On Hand Cases,20R,S,,Total of stock in transit for branch 43 in cases,,,
43.QTYOH.CASES,I,,"TRANS(I.STKBRANCH,'43*':CODE,WHSE,'X'); SUM(TRANS(STOCK,SUBR(""!CATS"",@,REUSE(CODE)),QTYOH,'X'))/SELL.UNIT",MD00P,Br 43 Qty On Hand Cases,20R,S,,Total of stock on hand in cases for branch 43,,,
46.ALLOC,I,,"TRANS(STOCK,'46':@ID,ALLOC.QTY,""X"");IF UNITCD='D' THEN ABS(INT(@/12)):':':MOD(@,12) ELSE @ ; IF NOT(@1) THEN '' ELSE IF @1 < 0 THEN '-':@2 ELSE @2",,G/W Alloc,7R,S,,GW Allocated Dozens,,,
70.ALLOC,I,,"TRANS(STOCK,'70':@ID,ALLOC.QTY,""X"");IF UNITCD='D' THEN ABS(INT(@/12)):':':MOD(@,12) ELSE @ ; IF NOT(@1) THEN '' ELSE IF @1 < 0 THEN '-':@2 ELSE @2",,Other Alloc,7R,S,,Other Allocated Dozens,,,
90.ALLOC,I,,"TRANS(STOCK,'90':@ID,ALLOC.QTY,""X"");IF UNITCD='D' THEN ABS(INT(@/12)):':':MOD(@,12) ELSE @ ; IF NOT(@1) THEN '' ELSE IF @1 < 0 THEN '-':@2 ELSE @2",,Export Alloc,7R,S,,Export Allocated Dozens,,,
ACT.BUD.PCT,I,,'ACT':@VM:'BUD':@VM:' % ',,,3L,,,Actual budget % heading,,,
ACT.STD.DIFF,I,,SCOST.TOT - ACOST.TOT,MD40P,COST DIFF,8R,S,,difference in cost from last month,,,
ACT.TGT.PCT,I,,'ACT':@VM:'TGT':@VM:' % ',,,3L,,,Actual target % heading,,,
ACTIV.LIT,I,,IF ACTIV='D' THEN 'Deleted' ELSE '',,Activity,9L,S,,Activity literal,,,
ADEL.DOZ,I,,"SUBR(""*TOTAL.STOCK"",24)",,ADEL STOCK,7R,M,,,,,
ADEL.LTRS,I,,"SUBR(""*BRANCH.LTRS"",24)",,ADEL LTRS,7R,M,BRANCH.LTRS,Adelaide litres,,,
ADEL.LTRS.OH,I,,"SUBR(""*STOCK.ONHAND.LTRS"",24,LIT.FAC)",MD0,ADEL LTRS OH,7R,M,BRANCH.LTRS,Adelaide litres on hand,,,
ADEL.STOCK,I,,"SUBR(""*BRANCH.STOCK"",05)",,ADEL STOCK,7R,M,BRANCH.STOC K,Adelaide litres,,,
ADEL.TGT.LTRS,I,,"SUBR(""*BRANCH.TARGET.LTRS"",24)",,ADEL LTRS,7R,M,BRANCH.TARG ET.LTRS,Adelaide litres,,,
ADW,I,,IF NUM(@ID) AND LEN(@ID) > 5 THEN 1 ELSE '',,,1L,S,,,,,
ADW.ACT,I,,"FIELD(@ID,'*',5)",,Act,1R,S,,,,,
ADW.ID,I,,"FIELD(@ID,'*',4)",,Prodno,9L,S,,,,,
ADW.NZ,I,,"SUM(TRANS(STOCK.SHIST,'65*':@ID,MTHLY.S.QTY,'X'))",,Ytd Sales,10R,S,,,,,
ADW.PRODNAME,I,,"TRANS(ITEM.MSTR,ADW.ID,PRODNAME,'X')",,Description,30L,S,,,,,
ADW.SEQ,I,,"FIELD(@ID,'*',1)",,SEQ,6R,S,,,,,
ADW1,I,,"FIELD(PART.DESC,@VM,1)",,,30L,S,,,,,
ALL.STOCK,I,,"SUBR(""*TOTAL.BRANCH.STOCK"",'ALL')",,TOTAL STOCK,8R,M,BRANCH.STOC K,Total stock,,,
ALLOC.QTY,I,,"TRANS(ALLOCATIONS,@ID,NATQTY,'X')",,ALLOC QTY,10R,S,,,,,
ALT.BOTLOC.DESC,I,,"TRANS(COMPANY,ALT.BOTLOC,BRANCHNM,'X')",,WAREHOUSE,30L,S,,,,,
APN.BOTT,I,,"FIELD(APN.CODE,@VM,1)",,APN No. for Bottles,16R,S,,APN No. for bottles,,,
APN.CODES,I,,"FIELD(APN.CODE,@VM,1)",,APN No. for Bottles,16R,S,,APN No. for bottles,,,
APN.CTN,I,,"FIELD(APN.CODE,@VM,2)",,APN No. for Cartons,16R,S,,APN no. for cartons,,,
APN.PALL,I,,"FIELD(APN.CODE,@VM,3)",,APN No. for Pallets,18R,S,,APN no. for pallets,,,
AUD.CODE,I,,"FIELD(@ID,'*',5)",,CODE,1L,S,,Code from audit file,,,
AUD.DATE,I,,"FIELD(@ID,'*',2)",D2/,DATE,9R,S,,Date from audit file,,,
AUD.PROD,I,,"FIELD(@ID,'*',4)",,PRODUCT,15L,S,,Product from audit file,,,
AUD.PROD.KEY,I,,"FIELD(@ID,'*',4)",,AUD PROD KEY,10L,S,,,,,
AUD.PROG,I,,"FIELD(@ID,'*',7)",,PROGRAM,9L,S,,Program from audit file,,,
AUD.TIME,I,,"FIELD(@ID,'*',3)",MTS,TIME,9R,S,,Time from audit file,,,
AUD.USER,I,,"FIELD(@ID,'*',6)",,USER,9R,S,,User from audit file,,,
