# Grange file: MTANK,source: winemaking.xlsm/Tank,downloaded: 2025-06-04
Field Name,Type,Field No,Field Definition,Conversion Code,Column Heading,Output Format,Depth,Assoc,DESC,Key,Examples,Comment
OS.CHIT.WORKSHEETS,D,82,,,CHIT Work Sheets,9L,M,CHTWS,CHIT worksheets that tank occurs on,,,
VZ.DATE.UPDATED,D,83,,,Date Updated,10L,S,,Date tank last updated (tank master not wine movement) for VinoEz,,,
VZ.TIME.UPDATED,D,84,,MTS,Time Updated,8R,S,,Time tank last updated (tank master not wine movement) for VinoEz,,,
CATWALK,D,85,,,Catwalk,1L,S,,Catwalk Flag Y/N (Blank = Y),,,
RADAR,D,86,,,Radar,1L,S,,Radar Flag Y/N (Blank = N),,,
WALK.ORDER,D,87,,,Walk Order,3R,S,,Logical Walk Order,,,
CATWALK.ORDER,D,88,,,Catwalk Order,3R,S,,Logical Catwalk Order,,,
TACTIV.REASON,D,89,,,De-activation Reason,30L,S,,De-activation Reason,,,
TACTIV.NAME,D,90,,,De-activated By,30L,S,,Name of person who requested de-activation,,,
TACTIV.REVIEW.DATE,D,91,,D2/,De-activation Review Date,8R,S,,Date for de-activation review,,,
TACTIV.REVIEW.DATE1,D,91,,D2/,De-activation Review Date,8R,S,,Date for de-activation review - heading on single line,,,
HISTORY.DATE,D,92,,D2/,History Date,8R,M,HISTORY,"Records when change made to tank setup, eg when it was first installed, when its ID changed",,,
HISTORY.ACTIVITY,D,93,,,History Activity,50L,M,HISTORY,History Activity,,,
TANK.FARM,D,94,,,Tank Farm Code,5L,S,,Tank Farm Code,,,
TANK.FARM1,D,94,,,Tank Farm Code,5L,S,,Tank Farm Code - Heading on single line,,,
MOBILE,D,95,,,Mob,3L,S,,"Tank mobility - P(Pallet),M(Moveable),F(Fixed) (Blank = Fixed)",,,
HEATING,D,96,,,Heating,1L,S,,Heating Flag Y/N (Blank = N),,,
BC.TEXT,D,97,,,,20L,S,,Text to print on barrel cards,,,
BC.RANGE,D,98,,,,10L,S,,Number range controlling printing of barrel cards,,,
BMS.SYNC.DATE,D,99,,D4/E,BMS SYNC DATE,10R,S,,Date VBG volume sync is sent to BMS,,,
BMS.SYNC.TIME,D,100,,MTS,BMS SYNC TIME,8R,S,,Time VBG volume sync sent to BMS,,,
2NDCHAR,I,,"@ID[2,1]",,2ND CHAR,1L,S,,,,,
A.YEAR.AGO,I,,"OCONV(DATE(),'D4/');@[1,6]:@[4]-1;ICONV(@,'D4/')",D4/,A Year Ago,10R,S,,,,,
ABS.CAP=NOM.CAP,I,,IF NOMCAP THEN IF NOMCAP = DCAP THEN 'Y' ELSE 'N' ELSE 'N',,Absolute Capacity equals Nominated Capacity,1L,S,,Equals Y if nominated tank capacity is populated and equals absolute tank capacity,,,
ACCOUNT,I,,@WHO,,ACCOUNT,5L,S,,,,,
ACTAFT,I,,"TRANS(SPIRIT.REGISTER,SPRKEY,MACTAFT,'X')",,ACTUAL AFT.STR.,4R,S,,Translate to SPIRIT.REGISTER file to obtain Strength after,,,
ADD.CODE,I,,"TRANS(SUMCOMP.TANK,TANK,'ADD.CODE','X')",,ADDITIVE CODE,8L,M,ADD,Additive Code in Summary Composition,,,
ADD.LOT,I,,"TRANS(SUMCOMP.TANK,TANK,'ADD.LOT','X')",,Additive Lot nos,8R,M,ADD.LOT,additive lot numbers,,,
ADD.TCNOTE,I,,RAISE(TCNOTE),,OPERAT NOTE #,12L,M,ADD,,,,
ADDN.CODES,I,,"SUBR('*GBWI967',TOUTSADDN,'AC')",,Additive Codes,25L,M,ADDN,ADDN Add Codes,,,
ADDN.MADESCP,I,,"TRANS(ADD.NOTICE,TOUTSADDN,MADESCP,'X')",,Outstanding Add Notice Description,30T,M,ADDN,Description on oustanding Addition Notices,,,
ADDN.MOPCD,I,,"TRANS(ADD.NOTICE,TOUTSADDN,MOPCD,'X')",,Outstanding Add Notice Op Code,4L,M,ADDN,Operation Code on oustatanding Addition Notices,,,
ADDN.MRDATE,I,,"SUBR('*GBWI967',TOUTSADDN,'E')",D4/E,Required Date,10R,M,ADDN,CHIT and/or ADD.NOTICE Required date,,,
ADDN.TANKS,I,,"SUBR('*GBWI967',TOUTSADDN,'AT')",,Additive To Tanks,25L,M,ADDN,ADDN To tanks,,,
ADDN.WKORD,I,,"TRANS(ADD.NOTICE,TOUTSADDN,WOP.WKORD,'X')",,Outstanding Add Notice Work Ord,4L,M,ADDN,Work Order on oustatanding Addition Notices,,,
ADDN.WKORD.SEQ,I,,"TRANS(ADD.NOTICE,TOUTSADDN,WOP.WKORD.SEQ,'X')",,Outstanding Add Notice Work Ord Seq,2L,M,ADDN,Work Order Sequence on oustatanding Addition Notices,,,
ADDN.WMEST.DATE,I,,"TRANS(ADD.NOTICE,TOUTSADDN,WMEST.DATE,'X')",D2/,Outstanding Add Notice Earliest Start Date,10R,M,ADDN,Earliest Start Date on oustatanding Addition Notices,,,
ADW,I,,IF TSTRENGTH AND NOT(NUM(TSTRENGTH)) THEN 1 ELSE '',,,2R,,,,,,
ALL.DOW,I,,"SUBR(""*TANK.DOW"",1)",,All Days on Wood,4R,M,DOW,All days on wood - current wood in tank/barrel or historical wood,,,
ALL.GEN.DESC,I,,IF NOT(LITRES) THEN GEN.DESC ELSE IF UNALLOCATED THEN GEN.DESC:@VM:GEN.DESC ELSE GEN.DESC,,Generic Name,30L,M,ALLOC,Allocated and Unallocated Generic Descriptions,,,
ALL.GENERIC,I,,IF NOT(LITRES) THEN '' ELSE IF UNALLOCATED THEN GENERIC:@VM ELSE GENERIC,,Generic Code,3L,M,ALLOC,Allocated and Unallocated Generic Code,,,
ALL.LITRES,I,,IF NOT(LITRES) THEN UNALLOCATED ELSE IF UNALLOCATED THEN LITRES:@VM:UNALLOCATED ELSE LITRES,MD00P,Litres,10R,M,ALLOC,Allocated and Unallocated Litres,,,
ALL.VINT,I,,IF NOT(LITRES) THEN '' ELSE IF UNALLOCATED THEN VINT:@VM ELSE VINT,,Vintage,4R,M,ALLOC,Allocated and Unallocated Vintages,,,
ALLBEBATCH,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""2/15/A"")",,All Be Batches,7L,M,BEALL,All batch numbers from all chems with BE results,,,
ALLBEREQDATE,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""2/13/A"")",D2/,All Be Req Dates,8R,M,BEALL,All request dates from all chems with BE results,,,
ALLBEREQTIME,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""2/14/A"")",MTS,All Be Times,8R,M,BEALL,All request times from all chems with BE results,,,
ALLBETANK,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""2/1/A"")",,All Be Tanks,23L,M,BEALL,All tank numbers from all chems with BE results,,,
ALLGFREQDATE,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""146/13/A"")",D2/,All GF Req Dates,8R,M,GFALL,All request dates from all chems with GF results,,,
ALLGFREQTIME,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""146/14/A"")",MTS,All GF Times,8R,M,GFALL,All request times from all chems with GF results,,,
ALLMALATEBATCH,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""47/15/A"")",,All MALATE Batches,7L,M,MALATEALL,All batch numbers from all chems with MALATE results,,,
ALLMALATEREQDATE,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""47/13/A"")",D2/,All Malate Req Dates,8R,M,MALATEALL,All request dates from all chems with MALATE results,,,
ALLMALATEREQTIME,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""47/14/A"")",MTS,All Malate Times,8R,M,MALATEALL,All request times from all chems with MALATE results,,,
ALLMALATETANK,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""47/1/A"")",,All MALATE Tanks,23L,M,MALATEALL,All tank numbers from all chems with MALATE results,,,
ALLOC.COUNT,I,,"DCOUNT(GENERIC,@VM)",,Number of Allocations,4R,S,,Number of allocations,,,
ALLOC.PERCENT,I,,"SUBR(""!DIVS"",LITRES,REUSE(TVOLUME));SUBR(""!MULS"",@1,REUSE(100))",MD20P,Alloc Percent,6R,M,ALLOC,allocation as a percentage of tank volume,,,
ALLOC.STYLE,I,,"IF TBLEND # 'MT' THEN TRANS(BW.ILEVEL,TBLEND[1,1],ILEVEL.ALLOC,'X') ELSE   ''",,Alloc Style,1L,S,,Allocation style,,,
ALLPHREQDATE,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""11/13/A"")",D2/,All PH Req Dates,8R,M,PAALL,All request dates from all chems with PH results,,,
ALLPHREQTIME,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""11/14/A"")",MTS,All PH Times,8R,M,PHALL,All request times from all chems with PH results,,,
ALLRSBATCH,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""12/15/A"")",,All RS Batches,7L,M,RSALL,All batch numbers from all chems with RS results,,,
ALLRSREQDATE,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""12/13/A"")",D2/,All RS Req Dates,8R,M,RSALL,All request dates from all chems with RS results,,,
ALLRSREQTIME,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""12/14/A"")",MTS,All RS Times,8R,M,RSALL,All request times from all chems with RS results,,,
ALLRSTANK,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""12/1/A"")",,All RS Tanks,23L,M,RSALL,All tank numbers from all chems with RS results,,,
ALLTAREQDATE,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""9/13/A"")",D2/,All TA Req Dates,8R,M,TAALL,All request dates from all chems with TA results,,,
ALLTAREQTIME,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""9/14/A"")",MTS,All TA Times,8R,M,TAALL,All request times from all chems with TA results,,,
ALLTEMPBATCH,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""1/15/A"")",,All Temp Batches,7L,M,TEMPALL,All batch numbers from all chems with temp results,,,
ALLTEMPREQDATE,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""1/13/A"")",D2/,All Temp Req Dates,8R,M,TEMPALL,All request dates from all chems with Temp results,,,
ALLTEMPTANK,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""1/1/A"")",,All Temp Tanks,23L,M,TEMPALL,All tank numbers from all chems with TEMP results,,,
ALLWSMALOBATCH,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""155/15/A"")",,All WSMALO Batches,7L,M,WSMALOALL,All batch numbers from all chems with WSMALO results,,,
ALLWSMALOREQDATE,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""155/13/A"")",D2/,All WSMALO Req Dates,8R,M,WSMALOALL,All request dates from all chems with WSMALO results,,,
ALLWSMALOREQTIME,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""155/14/A"")",MTS,All WSMALO Times,8R,M,WSMALOALL,All request times from all chems with WSMALO results,,,
ALLWSMALOTANK,I,,"SUBR(SUBR.PENBW:""PBWZ206"",""155/1/A"")",,All WSMALO Tanks,23L,M,WSMALOALL,All tank numbers from all chems with WSMALO results,,,
ALTERN.USE.DESC,I,,"TRANS(TANK.USE,VINTAGE.USE,DESC,'X')",,Alternate Use Description,30L,S,,Alternate Use Description,,,
AORHSTR,I,,IF ACTAFT # '' THEN ACTAFT ELSE TSTRENGTH,,ACT STR.,4R,S,,Use actual strength else use hydrometer strength,,,
APR.TVOLUME,I,,"SUBR(""*PBWZ171"",TTABLE,TDIP,""L.V.APR"")+0",MD10P,VOLUME,13R,S,,Subroutine call for calculation of Volume from Dip,,,
ASS.FLAG,I,,IF TASCNOTES # '' THEN '*' ELSE ' ',,ASSOC C/NO.,1T,S,,FOR USE IN INFO LIST JCELST,,,
ASS.FLAG1,I,,IF TASCNOTES # '' THEN 'Y' ELSE '',,CHIT FOUND (Y/),1T,S,,FOR USE IN INFO LIST PBWQ031,,,
AUD.BREAK,I,,IF AUD.CODE = 1 THEN 1 ELSE IF AUD.CODE = 3 THEN 1 ELSE IF AUD.CODE = 2 THEN 2 ELSE 2,,,1L,S,,Group deletions and before images together and creations and after  images together,,,
AUD.CODE,I,,"FIELD(@ID,'*',5)",,AUDIT CODE,1L,S,,Audit action code,,,
AUD.DATE,I,,"FIELD(@ID,'*',2)",D2/,AUDIT DATE,8R,S,,Audit date,,,
AUD.DESC,I,,"FIELD('Deleted*Created*Before*After','*',AUD.CODE,1)",,AUDIT DESC,8L,S,,Audit description,,,
AUD.KEY,I,,"FIELD(@ID,'*',4)",,AUDIT KEY,10L,S,,Audit key,,,
AUD.SEQNO,I,,"FIELD(@ID,'*',1)",,AUDIT SEQNO,6R,S,,Audit Sequence number,,,
AUD.TIME,I,,"FIELD(@ID,'*',3)",MT,AUDIT TIME,8R,S,,Audit time,,,
AUD.TYPE,I,,"FIELD(@ID,'*',5)",,Audit Type,1R,S,,,,,
AUD.USER,I,,"FIELD(@ID,'*',6)",,User Name,15L,S,,User name,,,
AUG.TVOLUME,I,,"SUBR(""*PBWZ171"",TTABLE,TDIP,""L.V.AUG"")+0",MD10P,VOLUME,13R,S,,Subroutine call for calculation of Volume from Dip,,,
AVAIL.TPREFIX,I,,SUBR('*ITYPE.BW.TPREFIX'),,,1L,S,,(1/'') If tank code has allowable prefix for this BW account,,,
BACTIV,I,,"TRANS(MBLEND,TBLEND,BACTIV,'X')",,MBLEND ACTIVE,1L,S,,"Blend activity status ( '' - active, 'D' - deleted)",,,
BARREL.CODE,I,,"TRANS(BARREL.GROUP,@ID,BARREL.NUMBER.CODE,'X')",,Barrel Number Code,13L,M,BN,Barrel Code,,,
BARREL.CODE.ALL,I,,"TRANS(BARREL.GROUP,@ID,BARREL.NUMBER.CODE.ALL,'X')",,Barrel Number Code,75L,S,,Barrel Code,,,
BARREL.IDS,I,,"SUBR(SUBR.PENBW:'BG.BRL.IDS',@ID)",,Barrel Id's,10R,M,BARREL.IDS,Barrel Id's of barrels in the group,,,
BARREL.TYPE,I,,"TRANS(BARREL.GROUP,@ID,BARREL.TYPE,'X')",,Barrel Type,3L,M,BN,Barrel Type,,,
BARREL.TYPE.ALL,I,,"TRANS(BARREL.GROUP,@ID,BARREL.TYPE.ALL,'X')",,Barrel Type,3L,S,,Barrel Type,,,
BATCH.DESC,I,,"TRANS(MBATCH,TBATCHNO,BATCH.DESC,'X')",,Batch Description,30L,S,,Batch Description,,,
BATCH.DESC.CH,I,,"TRANS(MBATCH,TBATCHNOS,BATCH.DESC,'X');TRANS(MBATCH.HIST,TBATCHNOS,BATCH.DESC,'X'); IF @1 THEN @1 ELSE     @2;IF @3 THEN @3 ELSE '* missing *'",,Batch Description,30L,S,,Batch Description from current or history file,,,
BATCH.TEXT,I,,"TRANS(MBATCH,TBATCHNO,'BATCH.TEXT','X');RAISE(@1)",,Batch Narrative,75L,M,BATCH.TEXT,MV text concerning batch,,,
BDESCP,I,,"TRANS(MBLENDGP,TCONTENT,BDESCP,'X')",,RESERVED FOR,30T,S,,,,,
BLEND.1CH,I,,"TBLEND[1,1]",,INVENTORY LEVEL,1R,S,,,,,
BLEND.3CH,I,,"TBLEND[3,1]",,TYPE,1L,S,,,,,
BLEND.4CH,I,,"TBLEND[4,1]",,STYLE,1L,S,,,,,
BLEND.AVGCOST,I,,"TRANS(MASTER.BLEND,TBLEND,AVGCOST,'X')",MD40P,BLEND AVG COST,8R,S,,,,,
BLEND.DESC,I,,"TRANS(MBLEND,TBLEND,2,'X')",,BLEND DESCRIPTION,15L,S,,,,,
BLEND.IL.VR,I,,"TBLEND[1,3]",,I Lev V Yr,3L,S,,Tank blend inventory level and vintage,,,
BLEND.ILEVEL,I,,"TBLEND[1,1]",,Inv Lev,1L,S,,Inventory level - 1st char of blend code,,,
BLEND.ILEVEL.SEQ,I,,"TRANS(BW.ILEVEL,BLEND.ILEVEL,ILEVEL.SORT.SEQ,'X')",,Ilevel Seq,3R,S,,Inventory level sort sequence,,,
BLEND.LITF,I,,"TRANS(ITEM.MSTR,TBLEND,LIT.FAC,'X')",MD30P,Blend Liter Factor,7R,S,,,,,
BLEND.NUMBER,I,,"IF ( TBLEND[1,1] = 'B' OR TBLEND[1,1] = 'T') AND NUM(TBATCHNO[6,2]) THEN TBATCHNO[6,2] ELSE ''",,Blend  Num.,2R,S,,Blend number as per wine data for base and trade blends,,,
BLEND.VOL,I,,"TRANS(MBLEND,TBLEND,BCURVOL,""X"")",,BLEND CURRENT VOLUME,9R,S,,,,,
BLENDESCP,I,,"TRANS(MBLEND,TBLEND,'BLENDESCP','X')",,BLEND DESCRIPTION,30T,S,,Blend description,,,
BLENDGP,I,,"TRANS(MBLEND,TBLEND,BTYPECODE,'X')",,BLEND GROUP,5T,S,,,,,
BN.TOTVOL,I,,"TRANS(BARREL.GROUP,@ID,'BN.TOTVOL','X')",MD10P,Barrel Total Litres,10R,M,BN,The total litres in the barrel number range,,,
BOT.MAT,I,,"TRANS(BWALLOC,BWALLOC.ID,GENERIC,'X');FIELD(@1,@SM,1); TRANS(GENERIC.FILE,@2,BOT.MAT,'X')",MD0P,BOT  MAT,3L,S,,,,,
BP.BLEND,I,,"TRANS(BLEND.PROP,PRELIM.BP,'BLEND','X')",,Blend Code,12L,M,PRELIM.BP,Proposed Blend Code,,,
BRAND,I,,"TRANS(GENERIC.FILE,GENERIC,BRAND.CODE,'X')",,Brand,4L,M,ALLOC,Brand(s) for MPF(s) to which the wine is allocated,,,
BRANDS,I,,"CONVERT(@VM,' ',SUBR('*DEDUP',BRAND))",,Brand,11L,S,,Unique Brands,,,
BRYEAR,I,,"IF TBLEND[1,3] = 'BYX' THEN TBLEND[4,2] ELSE TBLEND[1,3]",,BRANDY YEAR,3T,S,,Extract Brandy(BYX) Year else use Blend Type,,,
